 	Nucl_A_5pUTR	Nucl_T_5pUTR	Nucl_G_5pUTR	Nucl_C_5pUTR
MSMEG_2370	NA	NA	NA	NA
MSMEG_2371	NA	NA	NA	NA
MSMEG_2372	0.219	0.1667	0.3095	0.3048
MSMEG_2373	0.3	0.1333	0.3667	0.2
MSMEG_2374	NA	NA	NA	NA
MSMEG_2375	NA	NA	NA	NA
MSMEG_2376	NA	NA	NA	NA
MSMEG_2377	NA	NA	NA	NA
MSMEG_2378	NA	NA	NA	NA
MSMEG_2379	NA	NA	NA	NA
MSMEG_2380	NA	NA	NA	NA
MSMEG_2381	NA	NA	NA	NA
MSMEG_2382	NA	NA	NA	NA
MSMEG_2383	NA	NA	NA	NA
MSMEG_2386	NA	NA	NA	NA
MSMEG_2387	0.2703	0.1982	0.2523	0.2793
MSMEG_2388	NA	NA	NA	NA
MSMEG_2389	0.2051	0.2564	0.359	0.1795
MSMEG_2390	NA	NA	NA	NA
MSMEG_2391	NA	NA	NA	NA
MSMEG_2392	NA	NA	NA	NA
MSMEG_2393	NA	NA	NA	NA
MSMEG_2394	NA	NA	NA	NA
MSMEG_2395	NA	NA	NA	NA
MSMEG_2396	NA	NA	NA	NA
MSMEG_2397	0.2195	0.122	0.439	0.2195
MSMEG_2398	0.2029	0.058	0.4058	0.3333
MSMEG_2399	NA	NA	NA	NA
MSMEG_2400	0.127	0.3016	0.3175	0.254
MSMEG_2401	NA	NA	NA	NA
MSMEG_2402	NA	NA	NA	NA
MSMEG_2403	0.1111	0.2222	0.5556	0.1111
MSMEG_2404	NA	NA	NA	NA
MSMEG_2405	0.2157	0.2157	0.3529	0.2157
MSMEG_2406	NA	NA	NA	NA
MSMEG_2407	0.2368	0.1974	0.2763	0.2895
MSMEG_2408	NA	NA	NA	NA
MSMEG_2409	0.2149	0.1653	0.3554	0.2645
MSMEG_2410	NA	NA	NA	NA
MSMEG_2411	NA	NA	NA	NA
MSMEG_2412	0.2889	0.2222	0.2667	0.2222
MSMEG_2413	NA	NA	NA	NA
MSMEG_2414	NA	NA	NA	NA
MSMEG_2415	NA	NA	NA	NA
MSMEG_2416	0.3077	0.1923	0.2692	0.2308
MSMEG_2417	NA	NA	NA	NA
MSMEG_2418	NA	NA	NA	NA
MSMEG_2419	NA	NA	NA	NA
MSMEG_2420	0.2174	0.1304	0.2609	0.3913
MSMEG_2421	NA	NA	NA	NA
MSMEG_2422	NA	NA	NA	NA
MSMEG_2423	NA	NA	NA	NA
MSMEG_2424	NA	NA	NA	NA
MSMEG_2425	0.2558	0.1395	0.2791	0.3256
MSMEG_2426	0.3125	0.1875	0.4375	0.0625
MSMEG_2427	0.161	0.1575	0.3904	0.2911
MSMEG_2428	NA	NA	NA	NA
MSMEG_2429	NA	NA	NA	NA
MSMEG_2430	NA	NA	NA	NA
MSMEG_2431	NA	NA	NA	NA
MSMEG_2432	NA	NA	NA	NA
MSMEG_2433	NA	NA	NA	NA
MSMEG_2434	NA	NA	NA	NA
MSMEG_2435	0.2301	0.1504	0.3009	0.3186
MSMEG_2436	NA	NA	NA	NA
MSMEG_2437	NA	NA	NA	NA
MSMEG_2438	NA	NA	NA	NA
MSMEG_2439	0.1923	0.1923	0.359	0.2564
MSMEG_2440	0.2295	0.1557	0.2951	0.3197
MSMEG_2441	NA	NA	NA	NA
MSMEG_2442	0.1609	0.2069	0.3218	0.3103
MSMEG_2443	0.3659	0.0732	0.3049	0.2561
MSMEG_2444	NA	NA	NA	NA
MSMEG_2445	NA	NA	NA	NA
MSMEG_2446	NA	NA	NA	NA
MSMEG_2447	NA	NA	NA	NA
MSMEG_2448	NA	NA	NA	NA
MSMEG_2449	0.2069	0.3103	0.2759	0.2069
MSMEG_2450	NA	NA	NA	NA
MSMEG_2451	0.1614	0.1726	0.3296	0.3363
MSMEG_2452	NA	NA	NA	NA
MSMEG_2453	0.3	0.15	0.35	0.2
MSMEG_2454	NA	NA	NA	NA
MSMEG_2455	0.3793	0.1379	0.3103	0.1724
MSMEG_2456	0.2222	0.2222	0.2593	0.2963
MSMEG_2457	NA	NA	NA	NA
MSMEG_2458	NA	NA	NA	NA
MSMEG_2459	NA	NA	NA	NA
MSMEG_2460	NA	NA	NA	NA
MSMEG_2461	NA	NA	NA	NA
MSMEG_2462	NA	NA	NA	NA
MSMEG_2463	NA	NA	NA	NA
MSMEG_2464	NA	NA	NA	NA
MSMEG_2465	NA	NA	NA	NA
MSMEG_2466	NA	NA	NA	NA
MSMEG_2467	0.1351	0.1216	0.3243	0.4189
MSMEG_2468	NA	NA	NA	NA
MSMEG_2469	0.2188	0.125	0.25	0.4062
MSMEG_2470	NA	NA	NA	NA
MSMEG_2471	NA	NA	NA	NA
MSMEG_2472	0.2121	0.2121	0.3636	0.2121
MSMEG_2474	NA	NA	NA	NA
MSMEG_2475	0.3571	0.25	0.25	0.1429
MSMEG_2476	NA	NA	NA	NA
MSMEG_2477	NA	NA	NA	NA
MSMEG_2478	0.3103	0.2241	0.2759	0.1897
MSMEG_2479	NA	NA	NA	NA
MSMEG_2480	NA	NA	NA	NA
MSMEG_2481	NA	NA	NA	NA
MSMEG_2482	NA	NA	NA	NA
MSMEG_2483	NA	NA	NA	NA
MSMEG_2484	NA	NA	NA	NA
MSMEG_2485	NA	NA	NA	NA
MSMEG_2486	0.2268	0.1856	0.2887	0.299
MSMEG_2487	0.4091	0.1136	0.1591	0.3182
MSMEG_2488	0.1707	0.1951	0.3902	0.2439
MSMEG_2489	NA	NA	NA	NA
MSMEG_2490	0.2119	0.1788	0.2914	0.3179
MSMEG_2491	NA	NA	NA	NA
MSMEG_2492	NA	NA	NA	NA
MSMEG_2493	NA	NA	NA	NA
MSMEG_2494	NA	NA	NA	NA
MSMEG_2495	0.2045	0.1348	0.3348	0.3258
MSMEG_2496	NA	NA	NA	NA
MSMEG_2497	0.25	0.1136	0.4091	0.2273
MSMEG_2498	NA	NA	NA	NA
MSMEG_2499	NA	NA	NA	NA
MSMEG_2500	NA	NA	NA	NA
MSMEG_2501	NA	NA	NA	NA
MSMEG_2502	NA	NA	NA	NA
MSMEG_2503	NA	NA	NA	NA
MSMEG_2504	NA	NA	NA	NA
MSMEG_2505	NA	NA	NA	NA
MSMEG_2506	0.2074	0.1475	0.3641	0.2811
MSMEG_2507	0.2273	0.2121	0.3333	0.2273
MSMEG_2508	NA	NA	NA	NA
MSMEG_2509	NA	NA	NA	NA
MSMEG_2511	0.2381	0.0635	0.4762	0.2222
MSMEG_2512	0.1854	0.1291	0.3808	0.3046
MSMEG_2513	NA	NA	NA	NA
MSMEG_2515	NA	NA	NA	NA
MSMEG_2516	NA	NA	NA	NA
MSMEG_2517	0.1569	0.1176	0.2549	0.4706
MSMEG_2518	NA	NA	NA	NA
MSMEG_2519	0.1277	0.1702	0.3475	0.3546
MSMEG_2520	0.1458	0.1562	0.2812	0.4167
MSMEG_2521	NA	NA	NA	NA
MSMEG_2522	NA	NA	NA	NA
MSMEG_2523	NA	NA	NA	NA
MSMEG_2524	NA	NA	NA	NA
MSMEG_2525	NA	NA	NA	NA
MSMEG_2526	0.2125	0.15	0.275	0.3625
MSMEG_2527	0.24	0.16	0.44	0.16
MSMEG_2528	0.1967	0.1148	0.3115	0.377
MSMEG_2529	0.2917	0.0833	0.2917	0.3333
MSMEG_2530	NA	NA	NA	NA
MSMEG_2531	0.16	0.14	0.34	0.36
MSMEG_2532	0.195	0.1572	0.3333	0.3145
MSMEG_2533	NA	NA	NA	NA
MSMEG_2534	NA	NA	NA	NA
MSMEG_2535	NA	NA	NA	NA
MSMEG_2536	NA	NA	NA	NA
MSMEG_2537	NA	NA	NA	NA
MSMEG_2538	NA	NA	NA	NA
MSMEG_2539	NA	NA	NA	NA
MSMEG_2540	0.1754	0.1754	0.3684	0.2807
MSMEG_2541	0.2742	0.0968	0.371	0.2581
MSMEG_2542	0.2264	0.1887	0.3396	0.2453
MSMEG_2543	0.3099	0.1268	0.2676	0.2958
MSMEG_2544	NA	NA	NA	NA
MSMEG_2545	0.3333	0.1667	0.3333	0.1667
MSMEG_2546	NA	NA	NA	NA
MSMEG_2547	NA	NA	NA	NA
MSMEG_2548	NA	NA	NA	NA
MSMEG_2549	NA	NA	NA	NA
MSMEG_2550	NA	NA	NA	NA
MSMEG_2551	NA	NA	NA	NA
MSMEG_2552	NA	NA	NA	NA
MSMEG_2553	0.1827	0.1346	0.359	0.3237
MSMEG_2554	NA	NA	NA	NA
MSMEG_2555	NA	NA	NA	NA
MSMEG_2556	NA	NA	NA	NA
MSMEG_2557	NA	NA	NA	NA
MSMEG_2558	NA	NA	NA	NA
MSMEG_2559	NA	NA	NA	NA
MSMEG_2560	NA	NA	NA	NA
MSMEG_2561	NA	NA	NA	NA
MSMEG_2562	NA	NA	NA	NA
MSMEG_2563	NA	NA	NA	NA
MSMEG_2564	NA	NA	NA	NA
MSMEG_2565	NA	NA	NA	NA
MSMEG_2566	NA	NA	NA	NA
MSMEG_2567	NA	NA	NA	NA
MSMEG_2568	NA	NA	NA	NA
MSMEG_2569	NA	NA	NA	NA
MSMEG_2570	0.1893	0.1602	0.3252	0.3252
MSMEG_2571	0.1053	0.1053	0.4211	0.3684
MSMEG_2572	0.1804	0.1403	0.3096	0.3697
MSMEG_2573	NA	NA	NA	NA
MSMEG_2574	0.1951	0.1057	0.3659	0.3333
MSMEG_2575	NA	NA	NA	NA
MSMEG_2576	NA	NA	NA	NA
MSMEG_2577	NA	NA	NA	NA
MSMEG_2578	NA	NA	NA	NA
MSMEG_2579	0.2289	0.1205	0.3253	0.3253
MSMEG_2580	NA	NA	NA	NA
MSMEG_2581	0.172	0.172	0.3226	0.3333
MSMEG_2582	0.2	0.16	0.32	0.32
MSMEG_2583	NA	NA	NA	NA
MSMEG_2584	1.0	0	0	0
MSMEG_2585	0	0	0.3333	0.6667
MSMEG_2586	NA	NA	NA	NA
MSMEG_2587	NA	NA	NA	NA
MSMEG_2588	NA	NA	NA	NA
MSMEG_2589	NA	NA	NA	NA
MSMEG_2590	NA	NA	NA	NA
MSMEG_2591	NA	NA	NA	NA
MSMEG_2592	NA	NA	NA	NA
MSMEG_2593	NA	NA	NA	NA
MSMEG_2594	0	0	1.0	0
MSMEG_2595	0.2391	0.163	0.3696	0.2283
MSMEG_2596	NA	NA	NA	NA
MSMEG_2597	0.151	0.1611	0.3758	0.3121
MSMEG_2598	NA	NA	NA	NA
MSMEG_2599	NA	NA	NA	NA
MSMEG_2600	NA	NA	NA	NA
MSMEG_2601	NA	NA	NA	NA
MSMEG_2602	NA	NA	NA	NA
MSMEG_2603	NA	NA	NA	NA
MSMEG_2604	0.1586	0.1275	0.3484	0.3654
MSMEG_2605	NA	NA	NA	NA
MSMEG_2606	NA	NA	NA	NA
MSMEG_2607	NA	NA	NA	NA
MSMEG_2608	NA	NA	NA	NA
MSMEG_2609	NA	NA	NA	NA
MSMEG_2610	NA	NA	NA	NA
MSMEG_2611	0.2927	0.1463	0.2927	0.2683
MSMEG_2612	NA	NA	NA	NA
MSMEG_2613	0.2432	0.1486	0.3649	0.2432
MSMEG_2614	NA	NA	NA	NA
MSMEG_2615	NA	NA	NA	NA
MSMEG_2616	NA	NA	NA	NA
MSMEG_2617	NA	NA	NA	NA
MSMEG_2618	NA	NA	NA	NA
MSMEG_2619	NA	NA	NA	NA
MSMEG_2620	NA	NA	NA	NA
MSMEG_2621	NA	NA	NA	NA
MSMEG_2622	NA	NA	NA	NA
MSMEG_2623	NA	NA	NA	NA
MSMEG_2624	0.2712	0.1525	0.3051	0.2712
MSMEG_2625	0.2083	0.1583	0.325	0.3083
MSMEG_2626	NA	NA	NA	NA
MSMEG_2627	NA	NA	NA	NA
MSMEG_2628	NA	NA	NA	NA
MSMEG_2629	NA	NA	NA	NA
MSMEG_2630	0.2553	0.0426	0.4894	0.2128
MSMEG_2631	NA	NA	NA	NA
MSMEG_2632	NA	NA	NA	NA
MSMEG_2633	NA	NA	NA	NA
MSMEG_2634	NA	NA	NA	NA
MSMEG_2635	0.2308	0.2	0.2154	0.3538
MSMEG_2636	NA	NA	NA	NA
MSMEG_2637	NA	NA	NA	NA
MSMEG_2638	NA	NA	NA	NA
MSMEG_2639	0	0.4667	0.2	0.3333
MSMEG_2640	NA	NA	NA	NA
MSMEG_2641	NA	NA	NA	NA
MSMEG_2642	NA	NA	NA	NA
MSMEG_2643	0.1825	0.1217	0.3384	0.3574
MSMEG_2644	NA	NA	NA	NA
MSMEG_2645	0.197	0.1364	0.3636	0.303
MSMEG_2646	NA	NA	NA	NA
MSMEG_2647	NA	NA	NA	NA
MSMEG_2648	NA	NA	NA	NA
MSMEG_2649	NA	NA	NA	NA
MSMEG_2650	NA	NA	NA	NA
MSMEG_2651	NA	NA	NA	NA
MSMEG_2652	NA	NA	NA	NA
MSMEG_2653	NA	NA	NA	NA
MSMEG_2654	0.137	0.274	0.3699	0.2192
MSMEG_2655	0.1346	0.1743	0.3211	0.37
MSMEG_2656	0.2054	0.2093	0.3295	0.2558
MSMEG_2657	0.186	0.1488	0.3721	0.293
MSMEG_2658	NA	NA	NA	NA
MSMEG_2659	0.2593	0.2222	0.2222	0.2963
MSMEG_2660	NA	NA	NA	NA
MSMEG_2661	NA	NA	NA	NA
MSMEG_2662	NA	NA	NA	NA
MSMEG_2663	0.1782	0.2117	0.2704	0.3396
MSMEG_2664	NA	NA	NA	NA
MSMEG_2665	NA	NA	NA	NA
MSMEG_2666	NA	NA	NA	NA
MSMEG_2667	NA	NA	NA	NA
MSMEG_2668	0.1868	0.0989	0.3462	0.3681
MSMEG_2669	NA	NA	NA	NA
MSMEG_2670	NA	NA	NA	NA
MSMEG_2671	NA	NA	NA	NA
MSMEG_2672	0.1481	0.1111	0.4444	0.2963
MSMEG_2673	0.2105	0.1378	0.2682	0.3835
MSMEG_2674	NA	NA	NA	NA
MSMEG_2675	0.2	0.2	0.6	0
MSMEG_2676	NA	NA	NA	NA
MSMEG_2677	NA	NA	NA	NA
MSMEG_2678	NA	NA	NA	NA
MSMEG_2679	0.2068	0.1806	0.3482	0.2644
MSMEG_2680	NA	NA	NA	NA
MSMEG_2681	NA	NA	NA	NA
MSMEG_2682	NA	NA	NA	NA
MSMEG_2683	NA	NA	NA	NA
MSMEG_2684	NA	NA	NA	NA
MSMEG_2685	NA	NA	NA	NA
MSMEG_2686	NA	NA	NA	NA
MSMEG_2687	NA	NA	NA	NA
MSMEG_2688	0.2	0.225	0.325	0.25
MSMEG_2689	NA	NA	NA	NA
MSMEG_2690	NA	NA	NA	NA
MSMEG_2691	NA	NA	NA	NA
MSMEG_2692	NA	NA	NA	NA
MSMEG_2693	0.1129	0.2419	0.371	0.2742
MSMEG_2694	0.25	0.0556	0.3056	0.3889
MSMEG_2695	0.3143	0.1143	0.2857	0.2857
MSMEG_2696	0.3191	0.1277	0.2553	0.2979
MSMEG_2697	NA	NA	NA	NA
MSMEG_2698	NA	NA	NA	NA
MSMEG_2699	NA	NA	NA	NA
MSMEG_2700	NA	NA	NA	NA
MSMEG_2701	NA	NA	NA	NA
MSMEG_2702	NA	NA	NA	NA
MSMEG_2703	NA	NA	NA	NA
MSMEG_2705	NA	NA	NA	NA
MSMEG_2706	NA	NA	NA	NA
MSMEG_2707	NA	NA	NA	NA
MSMEG_2708	NA	NA	NA	NA
MSMEG_2709	NA	NA	NA	NA
MSMEG_2710	NA	NA	NA	NA
MSMEG_2711	NA	NA	NA	NA
MSMEG_2712	NA	NA	NA	NA
MSMEG_2713	NA	NA	NA	NA
MSMEG_2714	NA	NA	NA	NA
MSMEG_2715	NA	NA	NA	NA
MSMEG_2716	NA	NA	NA	NA
MSMEG_2717	NA	NA	NA	NA
MSMEG_2718	NA	NA	NA	NA
MSMEG_2719	NA	NA	NA	NA
MSMEG_2720	0.1711	0.1316	0.3289	0.3684
MSMEG_2721	NA	NA	NA	NA
MSMEG_2722	0.1739	0.1304	0.3478	0.3478
MSMEG_2723	0.2308	0.1648	0.2747	0.3297
MSMEG_2724	NA	NA	NA	NA
MSMEG_2725	NA	NA	NA	NA
MSMEG_2726	NA	NA	NA	NA
MSMEG_2727	0.4	0.1667	0.2333	0.2
MSMEG_2728	NA	NA	NA	NA
MSMEG_2729	NA	NA	NA	NA
MSMEG_2731	0.1892	0.0811	0.4054	0.3243
MSMEG_2732	0.2647	0.0882	0.3235	0.3235
MSMEG_2733	NA	NA	NA	NA
MSMEG_2734	NA	NA	NA	NA
MSMEG_2735	NA	NA	NA	NA
MSMEG_2736	0.5	0.25	0	0.25
MSMEG_2737	0.2414	0.1034	0.4138	0.2414
MSMEG_2738	NA	NA	NA	NA
MSMEG_2739	0.1818	0.2045	0.4545	0.1591
MSMEG_2740	NA	NA	NA	NA
MSMEG_2741	NA	NA	NA	NA
MSMEG_2742	0.3059	0.2	0.2471	0.2471
MSMEG_2743	0.15	0.2	0.45	0.2
MSMEG_2744	NA	NA	NA	NA
MSMEG_2746	0.1864	0.1017	0.4407	0.2712
MSMEG_2748	NA	NA	NA	NA
MSMEG_2749	NA	NA	NA	NA
MSMEG_2750	0.1304	0.1739	0.5217	0.1739
MSMEG_2751	0.1523	0.1371	0.3299	0.3807
MSMEG_2752	0.2143	0.1429	0.3571	0.2857
MSMEG_2753	NA	NA	NA	NA
MSMEG_2754	NA	NA	NA	NA
MSMEG_2755	0	0.3333	0.3333	0.3333
MSMEG_2756	0.26	0.1	0.36	0.28
MSMEG_2757	NA	NA	NA	NA
MSMEG_2758	0.2602	0.1626	0.2764	0.3008
MSMEG_2759	NA	NA	NA	NA
MSMEG_2760	0.1558	0.1299	0.2208	0.4935
MSMEG_2761	NA	NA	NA	NA
MSMEG_2762	NA	NA	NA	NA
MSMEG_2763	0.3462	0.0385	0.4615	0.1538
MSMEG_2764	NA	NA	NA	NA
MSMEG_2765	NA	NA	NA	NA
MSMEG_2766	NA	NA	NA	NA
MSMEG_2767	NA	NA	NA	NA
MSMEG_2768	0.2391	0.1304	0.4348	0.1957
MSMEG_2769	NA	NA	NA	NA
MSMEG_2770	0.3043	0.1159	0.2899	0.2899
MSMEG_2771	0.1667	0.1875	0.3333	0.3125
MSMEG_2772	NA	NA	NA	NA
MSMEG_2773	0.1724	0.1609	0.3563	0.3103
MSMEG_2774	0.2	0.24	0.36	0.2
MSMEG_2775	0.1071	0.1429	0.3929	0.3571
MSMEG_2776	NA	NA	NA	NA
MSMEG_2777	NA	NA	NA	NA
MSMEG_2778	0.1735	0.1429	0.3163	0.3673
MSMEG_2779	NA	NA	NA	NA
MSMEG_2780	0	0	1.0	0
MSMEG_2781	NA	NA	NA	NA
MSMEG_2782	NA	NA	NA	NA
MSMEG_2783	NA	NA	NA	NA
MSMEG_2784	NA	NA	NA	NA
MSMEG_2785	0.1716	0.1368	0.3333	0.3582
MSMEG_2786	NA	NA	NA	NA
MSMEG_2787	NA	NA	NA	NA
MSMEG_2788	NA	NA	NA	NA
MSMEG_2789	NA	NA	NA	NA
MSMEG_2790	NA	NA	NA	NA
MSMEG_2791	NA	NA	NA	NA
MSMEG_2792	NA	NA	NA	NA
MSMEG_2793	NA	NA	NA	NA
MSMEG_2794	0.2857	0.2857	0.25	0.1786
MSMEG_2795	NA	NA	NA	NA
MSMEG_2796	NA	NA	NA	NA
MSMEG_2797	NA	NA	NA	NA
MSMEG_2798	0.2727	0.0606	0.3333	0.3333
MSMEG_2799	0.2099	0.1713	0.2983	0.3204
MSMEG_2800	0.1731	0.1538	0.3077	0.3654
MSMEG_2801	NA	NA	NA	NA
MSMEG_2802	NA	NA	NA	NA
MSMEG_2803	NA	NA	NA	NA
MSMEG_2804	0.1613	0.2258	0.4516	0.1613
MSMEG_2805	NA	NA	NA	NA
MSMEG_2806	NA	NA	NA	NA
MSMEG_2807	NA	NA	NA	NA
MSMEG_2808	NA	NA	NA	NA
MSMEG_2809	NA	NA	NA	NA
MSMEG_2810	NA	NA	NA	NA
MSMEG_2811	NA	NA	NA	NA
MSMEG_2812	NA	NA	NA	NA
MSMEG_2813	0	0	0.5	0.5
MSMEG_2814	NA	NA	NA	NA
MSMEG_2817	NA	NA	NA	NA
MSMEG_2818	NA	NA	NA	NA
MSMEG_2819	NA	NA	NA	NA
MSMEG_2820	0.2602	0.1378	0.3291	0.273
MSMEG_2821	NA	NA	NA	NA
MSMEG_2822	0.2685	0.1782	0.3287	0.2245
MSMEG_2823	NA	NA	NA	NA
MSMEG_2824	NA	NA	NA	NA
MSMEG_2825	NA	NA	NA	NA
MSMEG_2826	0.1786	0.1429	0.4286	0.25
MSMEG_2827	NA	NA	NA	NA
MSMEG_2828	NA	NA	NA	NA
MSMEG_2829	0.2243	0.1869	0.4206	0.1682
MSMEG_2830	NA	NA	NA	NA
MSMEG_2831	NA	NA	NA	NA
MSMEG_2832	NA	NA	NA	NA
MSMEG_2837	NA	NA	NA	NA
MSMEG_2838	NA	NA	NA	NA
MSMEG_2839	NA	NA	NA	NA
MSMEG_2840	0.3333	0	0.3333	0.3333
MSMEG_2841	NA	NA	NA	NA
MSMEG_2842	NA	NA	NA	NA
MSMEG_2843	0.1379	0.1655	0.2966	0.4
MSMEG_2844	NA	NA	NA	NA
MSMEG_2845	NA	NA	NA	NA
MSMEG_2846	NA	NA	NA	NA
MSMEG_2847	NA	NA	NA	NA
MSMEG_2848	NA	NA	NA	NA
MSMEG_2849	NA	NA	NA	NA
MSMEG_2850	NA	NA	NA	NA
MSMEG_2851	NA	NA	NA	NA
MSMEG_2852	NA	NA	NA	NA
MSMEG_2853	NA	NA	NA	NA
MSMEG_2854	NA	NA	NA	NA
MSMEG_2855	NA	NA	NA	NA
MSMEG_2856	NA	NA	NA	NA
MSMEG_2857	NA	NA	NA	NA
MSMEG_2858	NA	NA	NA	NA
MSMEG_2859	NA	NA	NA	NA
MSMEG_2860	NA	NA	NA	NA
MSMEG_2861	NA	NA	NA	NA
MSMEG_2862	NA	NA	NA	NA
MSMEG_2863	NA	NA	NA	NA
MSMEG_2864	NA	NA	NA	NA
MSMEG_2865	NA	NA	NA	NA
MSMEG_2866	NA	NA	NA	NA
MSMEG_2867	NA	NA	NA	NA
MSMEG_2868	NA	NA	NA	NA
MSMEG_2869	NA	NA	NA	NA
MSMEG_2870	NA	NA	NA	NA
MSMEG_2871	NA	NA	NA	NA
MSMEG_2872	NA	NA	NA	NA
MSMEG_2873	NA	NA	NA	NA
MSMEG_2874	NA	NA	NA	NA
MSMEG_2875	NA	NA	NA	NA
MSMEG_2876	NA	NA	NA	NA
MSMEG_2877	NA	NA	NA	NA
MSMEG_2878	NA	NA	NA	NA
MSMEG_2879	NA	NA	NA	NA
MSMEG_2880	NA	NA	NA	NA
MSMEG_2881	0.4118	0.0588	0.2353	0.2941
MSMEG_2882	NA	NA	NA	NA
MSMEG_2883	NA	NA	NA	NA
MSMEG_2884	NA	NA	NA	NA
MSMEG_2885	NA	NA	NA	NA
MSMEG_2886	NA	NA	NA	NA
MSMEG_2887	NA	NA	NA	NA
MSMEG_2888	NA	NA	NA	NA
MSMEG_2889	NA	NA	NA	NA
MSMEG_2890	0.2165	0.1616	0.2957	0.3262
MSMEG_2891	NA	NA	NA	NA
MSMEG_2892	NA	NA	NA	NA
MSMEG_2893	NA	NA	NA	NA
MSMEG_2894	NA	NA	NA	NA
MSMEG_2895	0.2647	0.0588	0.4118	0.2647
MSMEG_2896	NA	NA	NA	NA
MSMEG_2897	NA	NA	NA	NA
MSMEG_2898	0.1667	0.1111	0.5833	0.1389
MSMEG_2899	0.3333	0.2083	0.2083	0.25
MSMEG_2900	0.2759	0.1379	0.2759	0.3103
MSMEG_2901	0.2653	0.0204	0.3469	0.3673
MSMEG_2902	NA	NA	NA	NA
MSMEG_2904	NA	NA	NA	NA
MSMEG_2905	NA	NA	NA	NA
MSMEG_2906	NA	NA	NA	NA
MSMEG_2907	NA	NA	NA	NA
MSMEG_2908	NA	NA	NA	NA
MSMEG_2909	NA	NA	NA	NA
MSMEG_2910	NA	NA	NA	NA
MSMEG_2911	0.1818	0.1364	0.2879	0.3939
MSMEG_2912	NA	NA	NA	NA
MSMEG_2913	NA	NA	NA	NA
MSMEG_2914	NA	NA	NA	NA
MSMEG_2915	NA	NA	NA	NA
MSMEG_2916	NA	NA	NA	NA
MSMEG_2917	NA	NA	NA	NA
MSMEG_2918	NA	NA	NA	NA
MSMEG_2919	0.2097	0.1935	0.3226	0.2742
MSMEG_2920	NA	NA	NA	NA
MSMEG_2921	NA	NA	NA	NA
MSMEG_2922	NA	NA	NA	NA
MSMEG_2923	NA	NA	NA	NA
MSMEG_2924	NA	NA	NA	NA
MSMEG_2925	NA	NA	NA	NA
MSMEG_2926	NA	NA	NA	NA
MSMEG_2927	NA	NA	NA	NA
MSMEG_2928	NA	NA	NA	NA
MSMEG_2929	NA	NA	NA	NA
MSMEG_2930	NA	NA	NA	NA
MSMEG_2931	0.1714	0.1714	0.2571	0.4
MSMEG_2932	0.1838	0.1243	0.373	0.3189
MSMEG_2933	NA	NA	NA	NA
MSMEG_2934	0.2262	0.0714	0.3452	0.3571
MSMEG_2935	NA	NA	NA	NA
MSMEG_2936	0.1503	0.1503	0.4335	0.2659
MSMEG_2937	0.3913	0.1739	0.3043	0.1304
MSMEG_2938	NA	NA	NA	NA
MSMEG_2939	NA	NA	NA	NA
MSMEG_2940	0.25	0.125	0.375	0.25
MSMEG_2941	0.1915	0.2128	0.3404	0.2553
MSMEG_2942	0.2857	0.0857	0.4	0.2286
MSMEG_2943	0.2083	0.25	0.375	0.1667
MSMEG_2944	NA	NA	NA	NA
MSMEG_2945	NA	NA	NA	NA
MSMEG_2946	NA	NA	NA	NA
MSMEG_2947	0.2075	0.3019	0.2453	0.2453
MSMEG_2948	NA	NA	NA	NA
MSMEG_2949	NA	NA	NA	NA
MSMEG_2950	NA	NA	NA	NA
MSMEG_2951	NA	NA	NA	NA
MSMEG_2952	NA	NA	NA	NA
MSMEG_2953	0.4211	0.0526	0.3158	0.2105
MSMEG_2954	NA	NA	NA	NA
MSMEG_2955	NA	NA	NA	NA
MSMEG_2956	0.2732	0.2131	0.2514	0.2623
MSMEG_2957	NA	NA	NA	NA
MSMEG_2958	NA	NA	NA	NA
MSMEG_2959	0.1111	0.2222	0.2222	0.4444
MSMEG_2960	0.194	0.1642	0.2985	0.3433
MSMEG_2961	0.3824	0.1176	0.2059	0.2941
MSMEG_2962	NA	NA	NA	NA
MSMEG_2963	NA	NA	NA	NA
MSMEG_2964	0.2162	0.1622	0.4054	0.2162
MSMEG_2965	0.1923	0.1538	0.4615	0.1923
MSMEG_2966	NA	NA	NA	NA
MSMEG_2967	NA	NA	NA	NA
MSMEG_2968	NA	NA	NA	NA
MSMEG_2969	NA	NA	NA	NA
MSMEG_2970	NA	NA	NA	NA
MSMEG_2971	NA	NA	NA	NA
MSMEG_2972	NA	NA	NA	NA
MSMEG_2973	0.16	0.1143	0.3257	0.4
MSMEG_2974	0.2955	0.0227	0.3182	0.3636
MSMEG_2975	NA	NA	NA	NA
MSMEG_2976	0.1897	0.1552	0.3161	0.3391
MSMEG_2977	NA	NA	NA	NA
MSMEG_2978	NA	NA	NA	NA
MSMEG_2979	NA	NA	NA	NA
MSMEG_2980	NA	NA	NA	NA
MSMEG_2981	NA	NA	NA	NA
MSMEG_2982	0.2326	0.186	0.2791	0.3023
MSMEG_2983	NA	NA	NA	NA
MSMEG_2984	NA	NA	NA	NA
MSMEG_2985	NA	NA	NA	NA
MSMEG_2986	NA	NA	NA	NA
MSMEG_2988	NA	NA	NA	NA
MSMEG_2989	0.2329	0.1644	0.3288	0.274
MSMEG_2990	NA	NA	NA	NA
MSMEG_2991	NA	NA	NA	NA
MSMEG_2992	NA	NA	NA	NA
MSMEG_2993	NA	NA	NA	NA
