 	adja_AA_5pUTR	adja_AC_5pUTR	adja_AG_5pUTR	adja_AU_5pUTR	adja_CA_5pUTR	adja_CC_5pUTR	adja_CG_5pUTR	adja_CU_5pUTR	adja_GA_5pUTR	adja_GC_5pUTR	adja_GG_5pUTR	adja_GU_5pUTR	adja_UA_5pUTR	adja_UC_5pUTR	adja_UG_5pUTR	adja_UU_5pUTR
MSMEG_0851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0855	0.037	0.037	0.0741	0.0741	0.0741	0.1111	0.0741	0.037	0.0741	0.1111	0.1111	0.037	0.037	0.0741	0.037	0.0
MSMEG_0856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0859	0.0526	0.0526	0.1053	0.1316	0.0263	0.0526	0.0526	0.0526	0.0789	0.0263	0.0789	0.0526	0.1842	0.0526	0.0	0.0
MSMEG_0860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0862	0.0449	0.0337	0.0787	0.0225	0.0562	0.1236	0.1011	0.0337	0.0674	0.0674	0.0674	0.1124	0.0112	0.0787	0.0674	0.0337
MSMEG_0863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0866	0.1667	0.0556	0.1111	0.0	0.0	0.0556	0.1111	0.0556	0.1667	0.0	0.1111	0.0556	0.0	0.1111	0.0	0.0
MSMEG_0867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0876	0.0	0.0952	0.0476	0.0238	0.0476	0.119	0.119	0.0952	0.0952	0.0714	0.119	0.0238	0.0238	0.119	0.0	0.0
MSMEG_0877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0880	0.0217	0.087	0.0435	0.0217	0.0797	0.1159	0.1159	0.0507	0.0725	0.0942	0.1087	0.0507	0.0072	0.0652	0.0507	0.0145
MSMEG_0881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0892	0.025	0.05	0.0917	0.0417	0.0417	0.0833	0.1	0.0417	0.1333	0.0833	0.1083	0.05	0.0083	0.0583	0.0667	0.0167
MSMEG_0893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0894	0.1071	0.0714	0.0893	0.0357	0.0536	0.0714	0.0714	0.0714	0.1071	0.0357	0.0357	0.0714	0.0357	0.1071	0.0357	0.0
MSMEG_0895	0.0192	0.1154	0.0385	0.0385	0.0962	0.1346	0.1923	0.0	0.0769	0.1731	0.0769	0.0	0.0	0.0192	0.0192	0.0
MSMEG_0896	0.0357	0.0714	0.051	0.0612	0.0791	0.0791	0.1148	0.0612	0.0918	0.1071	0.0561	0.023	0.0102	0.0765	0.0587	0.023
MSMEG_0897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0900	0.0303	0.0606	0.1818	0.0	0.0909	0.0606	0.0606	0.0	0.1212	0.0	0.0909	0.1212	0.0303	0.0909	0.0	0.0606
MSMEG_0901	0.0467	0.0981	0.0794	0.028	0.0935	0.0701	0.0794	0.0561	0.0888	0.0981	0.0935	0.0374	0.0234	0.0327	0.0607	0.014
MSMEG_0902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0909	0.0417	0.0417	0.1458	0.0208	0.0625	0.0417	0.1042	0.0625	0.1458	0.1667	0.0833	0.0	0.0	0.0417	0.0417	0.0
MSMEG_0910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0911	0.0923	0.1077	0.0923	0.0	0.1077	0.0769	0.0615	0.0462	0.0615	0.0923	0.0308	0.0769	0.0308	0.0154	0.0769	0.0308
MSMEG_0912	0.0938	0.0469	0.0781	0.0156	0.0469	0.0469	0.125	0.0312	0.1094	0.125	0.0938	0.0625	0.0	0.0312	0.0781	0.0156
MSMEG_0913	0.1263	0.0316	0.0737	0.0421	0.0632	0.0737	0.1053	0.0421	0.0632	0.1053	0.0632	0.0526	0.0211	0.0842	0.0316	0.0211
MSMEG_0914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0916	0.1852	0.1481	0.037	0.0	0.0	0.037	0.0741	0.1111	0.1481	0.037	0.1111	0.0	0.0741	0.0	0.037	0.0
MSMEG_0917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0918	0.0	0.0882	0.0882	0.0588	0.0882	0.0294	0.1176	0.0294	0.1176	0.0882	0.1471	0.0294	0.0588	0.0588	0.0	0.0
MSMEG_0919	0.0762	0.1905	0.0571	0.019	0.1238	0.0857	0.0952	0.0381	0.1143	0.0571	0.0476	0.019	0.019	0.019	0.0381	0.0
MSMEG_0920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0932	0.0175	0.0594	0.0315	0.014	0.0664	0.1573	0.1364	0.0524	0.0385	0.1294	0.0385	0.0804	0.0	0.0699	0.0769	0.0315
MSMEG_0933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0940	0.0571	0.0531	0.0612	0.0327	0.0286	0.0735	0.1061	0.0653	0.098	0.1224	0.1061	0.0367	0.0204	0.0286	0.0857	0.0245
MSMEG_0941	0.0206	0.0644	0.0438	0.0232	0.0387	0.0464	0.1546	0.0567	0.0876	0.1108	0.1108	0.0747	0.0052	0.0722	0.0747	0.0155
MSMEG_0942	0.0588	0.0	0.1176	0.0392	0.0784	0.0588	0.0588	0.098	0.0784	0.1569	0.0392	0.0392	0.0	0.0784	0.0784	0.0196
MSMEG_0943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0944	0.013	0.026	0.013	0.0519	0.0	0.0779	0.1169	0.039	0.0779	0.1169	0.1558	0.0909	0.013	0.013	0.1429	0.0519
MSMEG_0945	0.0526	0.0526	0.1053	0.0526	0.0526	0.0	0.0789	0.0789	0.1053	0.0789	0.0789	0.0526	0.0526	0.0789	0.0263	0.0526
MSMEG_0946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0947	0.0187	0.0437	0.0625	0.0437	0.025	0.025	0.1187	0.0437	0.1	0.0813	0.1437	0.0813	0.025	0.0625	0.0813	0.0437
MSMEG_0948	0.0714	0.0714	0.1667	0.0	0.0952	0.0238	0.0476	0.0238	0.119	0.119	0.119	0.0476	0.0238	0.0	0.0476	0.0238
MSMEG_0949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0951	0.0244	0.0701	0.061	0.0091	0.064	0.1128	0.125	0.0579	0.061	0.122	0.1037	0.0518	0.0122	0.0579	0.0488	0.0183
MSMEG_0952	0.0769	0.0	0.0769	0.0769	0.0	0.0769	0.0	0.0	0.1538	0.0769	0.0769	0.1538	0.0	0.0	0.2308	0.0
MSMEG_0953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0962	0.0556	0.0556	0.0833	0.0556	0.0833	0.0833	0.1111	0.0556	0.0278	0.1944	0.0556	0.0278	0.0556	0.0	0.0556	0.0
MSMEG_0963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0965	0.0597	0.0597	0.1119	0.0373	0.0672	0.0522	0.0448	0.0522	0.1119	0.0672	0.0896	0.0597	0.0299	0.0448	0.0746	0.0373
MSMEG_0966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0972	0.0374	0.0665	0.0457	0.027	0.0686	0.0936	0.1497	0.0333	0.0665	0.1123	0.0769	0.0707	0.0042	0.0728	0.0541	0.0208
MSMEG_0973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0974	0.0508	0.0508	0.0932	0.0169	0.0169	0.0678	0.1356	0.0254	0.1356	0.1017	0.1441	0.0424	0.0085	0.0339	0.0424	0.0339
MSMEG_0975	0.0385	0.0	0.1538	0.0385	0.0	0.0385	0.0385	0.0	0.1923	0.0	0.1923	0.0769	0.0	0.0769	0.0385	0.1154
MSMEG_0976	0.0	0.0	0.1818	0.0	0.0	0.0	0.0909	0.0	0.1818	0.0	0.1818	0.0909	0.0	0.0909	0.0	0.1818
MSMEG_0977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0985	0.0312	0.1562	0.0	0.0	0.0938	0.0312	0.0625	0.0625	0.0625	0.0	0.2812	0.0625	0.0	0.0938	0.0312	0.0312
MSMEG_0986	0.0938	0.1875	0.0625	0.0	0.0312	0.0625	0.1875	0.0312	0.1875	0.0625	0.0625	0.0	0.0	0.0312	0.0	0.0
MSMEG_0987	0.0588	0.0882	0.0882	0.0294	0.0	0.0	0.1176	0.0	0.1471	0.0294	0.1176	0.1176	0.0294	0.0294	0.0882	0.0588
MSMEG_0988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0990	0.0274	0.0616	0.0685	0.0274	0.0753	0.0685	0.1849	0.0068	0.089	0.1301	0.1096	0.0548	0.0	0.0685	0.0205	0.0068
MSMEG_0991	0.0153	0.046	0.0613	0.0245	0.0491	0.0706	0.135	0.0491	0.0767	0.1104	0.0859	0.0767	0.0061	0.0798	0.0644	0.0491
MSMEG_0992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_0999	0.037	0.037	0.0926	0.037	0.0926	0.0741	0.0926	0.0741	0.037	0.1667	0.037	0.0556	0.037	0.0741	0.0556	0.0
MSMEG_1000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1002	0.0472	0.0283	0.1226	0.0189	0.0283	0.0094	0.0755	0.0566	0.1415	0.0943	0.1226	0.066	0.0094	0.0377	0.0943	0.0472
MSMEG_1003	0.0349	0.0388	0.0581	0.0426	0.0504	0.0736	0.0853	0.0581	0.0659	0.0853	0.0969	0.0853	0.0194	0.0736	0.093	0.0388
MSMEG_1004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1005	0.087	0.1304	0.087	0.0435	0.087	0.1304	0.087	0.0	0.1304	0.0435	0.0435	0.0435	0.0	0.0435	0.0435	0.0
MSMEG_1006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1007	0.0	0.0	0.2	0.0	0.0	0.1	0.1	0.0	0.2	0.2	0.0	0.1	0.0	0.0	0.1	0.0
MSMEG_1008	0.0435	0.0609	0.0609	0.0174	0.0609	0.0783	0.0957	0.0783	0.0696	0.0696	0.0783	0.0783	0.0174	0.1043	0.0522	0.0348
MSMEG_1009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1012	0.0513	0.1026	0.1282	0.0513	0.1282	0.0256	0.0513	0.0513	0.1282	0.0256	0.0256	0.0513	0.0256	0.1282	0.0	0.0256
MSMEG_1013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1017	0.039	0.0585	0.0878	0.0195	0.0732	0.1171	0.1073	0.0293	0.078	0.1024	0.0878	0.0488	0.0098	0.0488	0.039	0.0537
MSMEG_1019	0.0351	0.1579	0.0877	0.0	0.1579	0.1404	0.0526	0.0351	0.0526	0.0877	0.0526	0.0526	0.0175	0.0175	0.0526	0.0
MSMEG_1021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1023	0.046	0.0805	0.023	0.023	0.069	0.069	0.1724	0.0345	0.0575	0.1149	0.0575	0.092	0.0	0.0805	0.069	0.0115
MSMEG_1024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1025	0.0469	0.0625	0.0625	0.0625	0.0312	0.0938	0.1094	0.0625	0.1094	0.0469	0.0938	0.0312	0.0469	0.0938	0.0156	0.0312
MSMEG_1026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1027	0.0299	0.0	0.0299	0.0597	0.0448	0.1493	0.1194	0.0149	0.0149	0.1343	0.1045	0.0896	0.0299	0.0597	0.0746	0.0448
MSMEG_1028	0.08	0.16	0.08	0.04	0.12	0.0	0.08	0.08	0.16	0.04	0.04	0.0	0.0	0.12	0.0	0.0
MSMEG_1029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1030	0.0968	0.0968	0.0484	0.0323	0.0645	0.1452	0.0968	0.0323	0.0645	0.0806	0.0968	0.0323	0.0323	0.0323	0.0323	0.0161
MSMEG_1031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1033	0.1296	0.037	0.0741	0.0185	0.0556	0.0741	0.0926	0.037	0.0741	0.0926	0.1111	0.0741	0.0	0.0556	0.0741	0.0
MSMEG_1034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1037	0.0556	0.0714	0.0397	0.0476	0.0397	0.0556	0.127	0.0476	0.0873	0.0873	0.0635	0.0794	0.0317	0.0635	0.0794	0.0238
MSMEG_1038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1051	0.0392	0.0588	0.0196	0.0392	0.0	0.0588	0.1765	0.0196	0.1176	0.098	0.1373	0.0588	0.0	0.0392	0.0784	0.0588
MSMEG_1052	0.1556	0.0444	0.0444	0.0889	0.1111	0.0444	0.0222	0.0222	0.0667	0.0667	0.1333	0.0222	0.0222	0.0444	0.0667	0.0444
MSMEG_1053	0.0909	0.1364	0.0227	0.0227	0.0909	0.0682	0.0909	0.0909	0.0909	0.0	0.0455	0.0682	0.0	0.1591	0.0227	0.0
MSMEG_1054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1058	0.0442	0.0331	0.0939	0.0166	0.0276	0.0221	0.0884	0.0552	0.1105	0.0994	0.1326	0.0829	0.011	0.0387	0.105	0.0387
MSMEG_1059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1060	0.1667	0.0667	0.1	0.0667	0.0667	0.0333	0.0667	0.0333	0.1	0.0667	0.0667	0.0333	0.0333	0.0667	0.0333	0.0
MSMEG_1061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1062	0.0252	0.0566	0.0503	0.0535	0.0472	0.0786	0.1572	0.0472	0.1069	0.1195	0.0755	0.0377	0.0063	0.0755	0.0566	0.0063
MSMEG_1063	0.0	0.0571	0.0857	0.0	0.0571	0.1714	0.0857	0.0857	0.0857	0.0857	0.0571	0.0571	0.0	0.1143	0.0286	0.0286
MSMEG_1064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSMEG_1065	0.0444	0.0444	0.0444	0.0222	0.0222	0.1778	0.1111	0.0667	0.0889	0.0667	0.0667	0.0667	0.0	0.0667	0.0889	0.0222
MSMEG_1066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
