 	fprUTRlast30nt_plusStartCodon_all_StartCodon_UnpairedProb
MSMEG_5765	NA
MSMEG_5766	NA
MSMEG_5767	NA
MSMEG_5768	0.0009
MSMEG_5769	0.9967
MSMEG_5770	NA
MSMEG_5771	0.2804
MSMEG_5772	NA
MSMEG_5773	0.9430
MSMEG_5774	NA
MSMEG_5775	0.0028
MSMEG_5776	NA
MSMEG_5777	NA
MSMEG_5778	0.9415
MSMEG_5779	NA
MSMEG_5780	NA
MSMEG_5781	NA
MSMEG_5782	0.7244
MSMEG_5784	0.2260
MSMEG_5785	NA
MSMEG_5786	0.9102
MSMEG_5787	NA
MSMEG_5788	0.9284
MSMEG_5789	NA
MSMEG_5790	NA
MSMEG_5791	NA
MSMEG_5792	NA
MSMEG_5793	NA
MSMEG_5794	NA
MSMEG_5795	NA
MSMEG_5796	NA
MSMEG_5797	0.9845
MSMEG_5798	NA
MSMEG_5799	NA
MSMEG_5800	0.8433
MSMEG_5801	NA
MSMEG_5802	NA
MSMEG_5803	NA
MSMEG_5804	NA
MSMEG_5805	NA
MSMEG_5806	NA
MSMEG_5807	NA
MSMEG_5808	NA
MSMEG_5809	NA
MSMEG_5810	NA
MSMEG_5811	0.8524
MSMEG_5812	0.0809
MSMEG_5813	NA
MSMEG_5814	NA
MSMEG_5815	NA
MSMEG_5816	0.9261
MSMEG_5817	NA
MSMEG_5818	NA
MSMEG_5819	NA
MSMEG_5820	NA
MSMEG_5821	NA
MSMEG_5822	NA
MSMEG_5823	NA
MSMEG_5824	NA
MSMEG_5825	NA
MSMEG_5826	NA
MSMEG_5827	NA
MSMEG_5828	0.8770
MSMEG_5829	NA
MSMEG_5830	NA
MSMEG_5831	0.8357
MSMEG_5832	NA
MSMEG_5834	NA
MSMEG_5835	NA
MSMEG_5836	NA
MSMEG_5837	NA
MSMEG_5838	NA
MSMEG_5839	NA
MSMEG_5840	NA
MSMEG_5841	NA
MSMEG_5842	NA
MSMEG_5843	NA
MSMEG_5844	NA
MSMEG_5845	NA
MSMEG_5846	NA
MSMEG_5847	NA
MSMEG_5848	0.9938
MSMEG_5849	NA
MSMEG_5850	NA
MSMEG_5851	0.6266
MSMEG_5852	NA
MSMEG_5853	0.8266
MSMEG_5854	NA
MSMEG_5855	0.1031
MSMEG_5856	NA
MSMEG_5857	NA
MSMEG_5858	NA
MSMEG_5859	0.1090
MSMEG_5860	NA
MSMEG_5861	NA
MSMEG_5862	NA
MSMEG_5863	NA
MSMEG_5864	NA
MSMEG_5865	NA
MSMEG_5866	0.9650
MSMEG_5867	NA
MSMEG_5868	0.3527
MSMEG_5869	NA
MSMEG_5870	NA
MSMEG_5871	NA
MSMEG_5872	NA
MSMEG_5873	NA
MSMEG_5875	NA
MSMEG_5876	0.9987
MSMEG_5877	NA
MSMEG_5878	0.7874
MSMEG_5879	0.9841
MSMEG_5880	NA
MSMEG_5881	NA
MSMEG_5882	NA
MSMEG_5883	NA
MSMEG_5884	NA
MSMEG_5885	0.1409
MSMEG_5886	NA
MSMEG_5887	0.6513
MSMEG_5888	NA
MSMEG_5889	0.9516
MSMEG_5890	NA
MSMEG_5891	NA
MSMEG_5892	NA
MSMEG_5893	NA
MSMEG_5894	0.9930
MSMEG_5895	NA
MSMEG_5896	NA
MSMEG_5897	NA
MSMEG_5898	NA
MSMEG_5899	NA
MSMEG_5900	NA
MSMEG_5901	NA
MSMEG_5902	0.1911
MSMEG_5903	NA
MSMEG_5904	0.0368
MSMEG_5905	NA
MSMEG_5906	0.7422
MSMEG_5907	NA
MSMEG_5908	NA
MSMEG_5909	NA
MSMEG_5910	NA
MSMEG_5911	NA
MSMEG_5912	0.9570
MSMEG_5913	NA
MSMEG_5914	NA
MSMEG_5915	NA
MSMEG_5916	0.9973
MSMEG_5917	NA
MSMEG_5918	NA
MSMEG_5919	NA
MSMEG_5920	0.9954
MSMEG_5921	NA
MSMEG_5922	NA
MSMEG_5923	NA
MSMEG_5924	NA
MSMEG_5925	NA
MSMEG_5926	NA
MSMEG_5927	NA
MSMEG_5928	NA
MSMEG_5929	0.9806
MSMEG_5930	NA
MSMEG_5931	NA
MSMEG_5932	NA
MSMEG_5933	0.9265
MSMEG_5934	0.1256
MSMEG_5935	NA
MSMEG_5936	NA
MSMEG_5937	0.6421
MSMEG_5938	NA
MSMEG_5939	NA
MSMEG_5940	0.9918
MSMEG_5941	NA
MSMEG_5942	NA
MSMEG_5943	0.8898
MSMEG_5944	0.9671
MSMEG_5945	NA
MSMEG_5946	NA
MSMEG_5947	NA
MSMEG_5948	NA
MSMEG_5949	NA
MSMEG_5950	NA
MSMEG_5951	NA
MSMEG_5952	0.9828
MSMEG_5953	NA
MSMEG_5954	NA
MSMEG_5955	NA
MSMEG_5956	0.9988
MSMEG_5957	NA
MSMEG_5958	NA
MSMEG_5959	0.6243
MSMEG_5960	NA
MSMEG_5961	NA
MSMEG_5962	0.1585
MSMEG_5963	NA
MSMEG_5964	NA
MSMEG_5965	NA
MSMEG_5966	NA
MSMEG_5967	0.4858
MSMEG_5968	0.9699
MSMEG_5969	0.6600
MSMEG_5970	NA
MSMEG_5971	0.0408
MSMEG_5972	NA
MSMEG_5973	NA
MSMEG_5974	NA
MSMEG_5975	NA
MSMEG_5976	0.9686
MSMEG_5977	NA
MSMEG_5978	NA
MSMEG_5979	NA
MSMEG_5980	NA
MSMEG_5981	0.9154
MSMEG_5982	NA
MSMEG_5983	NA
MSMEG_5984	NA
MSMEG_5985	NA
MSMEG_5986	NA
MSMEG_5987	NA
MSMEG_5988	0.3949
MSMEG_5989	0.3820
MSMEG_5990	NA
MSMEG_5991	NA
MSMEG_5992	NA
MSMEG_5993	NA
MSMEG_5994	NA
MSMEG_5995	0.9653
MSMEG_5996	NA
MSMEG_5997	0.0048
MSMEG_5998	NA
MSMEG_5999	NA
MSMEG_6000	NA
MSMEG_6001	0.8336
MSMEG_6002	NA
MSMEG_6003	NA
MSMEG_6004	NA
MSMEG_6005	NA
MSMEG_6006	0.9676
MSMEG_6008	NA
MSMEG_6009	NA
MSMEG_6010	0.9827
MSMEG_6011	NA
MSMEG_6012	NA
MSMEG_6014	NA
MSMEG_6015	NA
MSMEG_6016	NA
MSMEG_6017	NA
MSMEG_6018	0.6266
MSMEG_6019	0.9930
MSMEG_6020	0.8888
MSMEG_6021	0.9615
MSMEG_6022	0.0296
MSMEG_6023	NA
MSMEG_6024	0.6731
MSMEG_6025	NA
MSMEG_6026	NA
MSMEG_6027	0.8863
MSMEG_6028	NA
MSMEG_6029	NA
MSMEG_6030	NA
MSMEG_6031	0.8919
MSMEG_6032	0.0016
MSMEG_6033	0.0444
MSMEG_6034	NA
MSMEG_6035	NA
MSMEG_6036	NA
MSMEG_6037	NA
MSMEG_6038	0.9523
MSMEG_6039	0.9112
MSMEG_6040	NA
MSMEG_6041	NA
MSMEG_6042	0.0410
MSMEG_6043	NA
MSMEG_6044	NA
MSMEG_6045	NA
MSMEG_6046	NA
MSMEG_6047	NA
MSMEG_6048	NA
MSMEG_6049	NA
MSMEG_6050	NA
MSMEG_6052	NA
MSMEG_6053	NA
MSMEG_6054	NA
MSMEG_6055	NA
MSMEG_6057	NA
MSMEG_6058	NA
MSMEG_6059	NA
MSMEG_6060	NA
MSMEG_6061	NA
MSMEG_6062	NA
MSMEG_6063	NA
MSMEG_6064	0.9628
MSMEG_6065	NA
MSMEG_6066	NA
MSMEG_6067	NA
MSMEG_6068	NA
MSMEG_6069	NA
MSMEG_6070	NA
MSMEG_6071	NA
MSMEG_6072	NA
MSMEG_6073	0.9723
MSMEG_6074	NA
MSMEG_6075	NA
MSMEG_6076	0.4559
MSMEG_6077	NA
MSMEG_6078	0.8456
MSMEG_6079	NA
MSMEG_6080	NA
MSMEG_6081	NA
MSMEG_6082	NA
MSMEG_6083	0.4912
MSMEG_6085	NA
MSMEG_6086	NA
MSMEG_6087	NA
MSMEG_6088	NA
MSMEG_6089	NA
MSMEG_6090	0.9905
MSMEG_6091	0.9878
MSMEG_6092	0.9759
MSMEG_6093	NA
MSMEG_6094	NA
MSMEG_6095	NA
MSMEG_6096	NA
MSMEG_6097	NA
MSMEG_6098	0.9971
MSMEG_6099	NA
MSMEG_6100	NA
MSMEG_6101	NA
MSMEG_6102	NA
MSMEG_6103	NA
MSMEG_6104	0.6634
MSMEG_6105	0.9650
MSMEG_6106	NA
MSMEG_6107	NA
MSMEG_6108	NA
MSMEG_6109	NA
MSMEG_6110	NA
MSMEG_6111	NA
MSMEG_6112	0.9828
MSMEG_6113	0.9977
MSMEG_6114	0.0120
MSMEG_6115	NA
MSMEG_6116	NA
MSMEG_6117	NA
MSMEG_6118	NA
MSMEG_6119	NA
MSMEG_6120	NA
MSMEG_6121	NA
MSMEG_6122	NA
MSMEG_6123	NA
MSMEG_6124	NA
MSMEG_6125	NA
MSMEG_6126	NA
MSMEG_6127	NA
MSMEG_6128	NA
MSMEG_6129	NA
MSMEG_6130	NA
MSMEG_6131	0.8154
MSMEG_6132	NA
MSMEG_6133	NA
MSMEG_6134	NA
MSMEG_6135	NA
MSMEG_6136	0.9933
MSMEG_6137	NA
MSMEG_6138	NA
MSMEG_6139	NA
MSMEG_6140	NA
MSMEG_6141	NA
MSMEG_6142	NA
MSMEG_6143	NA
MSMEG_6144	NA
MSMEG_6145	0.9678
MSMEG_6146	NA
MSMEG_6147	NA
MSMEG_6148	0.2654
MSMEG_6149	0.9541
MSMEG_6150	NA
MSMEG_6151	NA
MSMEG_6153	NA
MSMEG_6154	NA
MSMEG_6155	NA
MSMEG_6156	0.9541
MSMEG_6157	0.9573
MSMEG_6158	NA
MSMEG_6159	0.9955
MSMEG_6160	0.1526
MSMEG_6161	NA
MSMEG_6162	0.9541
MSMEG_6163	NA
MSMEG_6164	NA
MSMEG_6165	NA
MSMEG_6166	NA
MSMEG_6167	NA
MSMEG_6168	NA
MSMEG_6169	NA
MSMEG_6170	NA
MSMEG_6171	0.9676
MSMEG_6172	NA
MSMEG_6173	NA
MSMEG_6174	NA
MSMEG_6175	NA
MSMEG_6176	NA
MSMEG_6177	NA
MSMEG_6178	NA
MSMEG_6179	NA
MSMEG_6180	0.1111
MSMEG_6181	NA
MSMEG_6182	0.2789
MSMEG_6183	NA
MSMEG_6184	NA
MSMEG_6185	0.0445
MSMEG_6186	NA
MSMEG_6187	NA
MSMEG_6188	NA
MSMEG_6189	NA
MSMEG_6190	NA
MSMEG_6191	NA
MSMEG_6192	NA
MSMEG_6193	NA
MSMEG_6194	NA
MSMEG_6195	NA
MSMEG_6196	NA
MSMEG_6197	NA
MSMEG_6198	NA
MSMEG_6199	0.6004
MSMEG_6200	NA
MSMEG_6201	0.1589
MSMEG_6202	NA
MSMEG_6203	NA
MSMEG_6205	NA
MSMEG_6206	NA
MSMEG_6207	NA
MSMEG_6208	NA
MSMEG_6209	NA
MSMEG_6210	NA
MSMEG_6211	NA
MSMEG_6212	NA
MSMEG_6213	NA
MSMEG_6214	NA
MSMEG_6215	NA
MSMEG_6216	NA
MSMEG_6217	NA
MSMEG_6218	NA
MSMEG_6219	0.6842
MSMEG_6220	NA
MSMEG_6221	0.0490
MSMEG_6222	NA
MSMEG_6223	NA
MSMEG_6224	NA
MSMEG_6225	NA
MSMEG_6226	NA
MSMEG_6227	0.9978
MSMEG_6228	NA
MSMEG_6229	0.8734
MSMEG_6230	NA
MSMEG_6231	NA
MSMEG_6232	NA
MSMEG_6233	NA
MSMEG_6234	NA
MSMEG_6235	NA
MSMEG_6236	NA
MSMEG_6237	0.0018
MSMEG_6238	NA
MSMEG_6239	0.6576
MSMEG_6240	0.0190
MSMEG_6241	0.0380
MSMEG_6242	0.9875
MSMEG_6243	0.9894
MSMEG_6244	NA
MSMEG_6245	0.1342
MSMEG_6246	NA
MSMEG_6247	NA
MSMEG_6248	NA
MSMEG_6249	NA
MSMEG_6250	0.9914
MSMEG_6251	NA
MSMEG_6252	NA
MSMEG_6253	NA
MSMEG_6254	0.9929
MSMEG_6255	NA
MSMEG_6256	NA
MSMEG_6257	0.1359
MSMEG_6258	NA
MSMEG_6259	0.1269
MSMEG_6260	NA
MSMEG_6261	NA
MSMEG_6262	NA
MSMEG_6263	NA
MSMEG_6264	NA
MSMEG_6265	NA
MSMEG_6266	0.0080
MSMEG_6267	NA
MSMEG_6268	NA
MSMEG_6269	NA
MSMEG_6270	0.2396
MSMEG_6271	0.9800
MSMEG_6272	NA
MSMEG_6273	NA
MSMEG_6274	NA
MSMEG_6275	NA
MSMEG_6276	NA
MSMEG_6277	NA
MSMEG_6278	NA
MSMEG_6279	NA
MSMEG_6280	0.9540
MSMEG_6281	NA
MSMEG_6282	0.8807
MSMEG_6283	NA
MSMEG_6284	NA
MSMEG_6285	NA
MSMEG_6286	0.3351
MSMEG_6288	NA
MSMEG_6289	NA
MSMEG_6290	NA
MSMEG_6291	0.9974
MSMEG_6292	NA
MSMEG_6293	NA
MSMEG_6294	NA
MSMEG_6295	NA
MSMEG_6296	NA
MSMEG_6297	NA
MSMEG_6298	NA
MSMEG_6299	NA
MSMEG_6300	NA
MSMEG_6301	NA
MSMEG_6302	NA
MSMEG_6303	0.9853
MSMEG_6304	NA
MSMEG_6305	NA
MSMEG_6306	NA
MSMEG_6307	NA
MSMEG_6308	NA
MSMEG_6309	NA
MSMEG_6310	NA
MSMEG_6311	NA
MSMEG_6312	NA
MSMEG_6313	NA
MSMEG_6314	0.1733
MSMEG_6315	NA
MSMEG_6316	0.0026
MSMEG_6317	NA
MSMEG_6318	NA
MSMEG_6319	NA
MSMEG_6320	NA
MSMEG_6321	NA
MSMEG_6322	NA
MSMEG_6323	NA
MSMEG_6324	NA
MSMEG_6325	NA
MSMEG_6327	NA
MSMEG_6328	NA
MSMEG_6329	NA
MSMEG_6330	NA
MSMEG_6331	NA
MSMEG_6332	NA
MSMEG_6333	NA
MSMEG_6334	0.1163
MSMEG_6335	NA
MSMEG_6336	NA
MSMEG_6337	NA
MSMEG_6338	NA
MSMEG_6339	NA
MSMEG_6340	0.7204
MSMEG_6341	NA
MSMEG_6342	NA
MSMEG_6343	NA
MSMEG_6344	0.9979
MSMEG_6345	NA
MSMEG_6346	0.9599
MSMEG_6347	NA
MSMEG_6348	0.8249
MSMEG_6351	NA
MSMEG_6352	0.0832
MSMEG_6353	NA
MSMEG_6354	0.0295
MSMEG_6355	NA
MSMEG_6356	0.9568
MSMEG_6357	NA
MSMEG_6358	0.3754
MSMEG_6359	NA
MSMEG_6361	NA
MSMEG_6362	NA
MSMEG_6363	0.3007
MSMEG_6365	0.9653
MSMEG_6366	NA
MSMEG_6367	NA
MSMEG_6368	NA
MSMEG_6369	0.9650
MSMEG_6370	NA
MSMEG_6371	NA
MSMEG_6372	NA
MSMEG_6373	NA
MSMEG_6374	NA
MSMEG_6375	NA
MSMEG_6376	NA
MSMEG_6377	NA
MSMEG_6378	NA
MSMEG_6379	0.9985
MSMEG_6380	0.9406
MSMEG_6381	NA
MSMEG_6382	NA
MSMEG_6383	0.7138
MSMEG_6384	NA
MSMEG_6385	NA
MSMEG_6386	0.0339
MSMEG_6387	NA
MSMEG_6388	NA
MSMEG_6389	NA
MSMEG_6390	0.0391
MSMEG_6391	0.9952
MSMEG_6392	NA
MSMEG_6393	0.9357
MSMEG_6394	0.9908
MSMEG_6395	NA
MSMEG_6396	NA
MSMEG_6397	NA
MSMEG_6398	0.9860
MSMEG_6399	0.9771
MSMEG_6400	NA
MSMEG_6401	0.9962
MSMEG_6402	NA
MSMEG_6403	NA
MSMEG_6404	NA
MSMEG_6405	0.7397
MSMEG_6406	NA
MSMEG_6407	NA
MSMEG_6408	0.9650
MSMEG_6409	NA
MSMEG_6410	0.4810
MSMEG_6411	0.9395
MSMEG_6412	NA
MSMEG_6413	NA
MSMEG_6414	0.0422
MSMEG_6415	NA
MSMEG_6416	0.8280
MSMEG_6417	NA
MSMEG_6418	NA
MSMEG_6419	0.9857
MSMEG_6420	NA
MSMEG_6421	NA
MSMEG_6422	NA
MSMEG_6423	NA
MSMEG_6424	NA
MSMEG_6425	NA
MSMEG_6426	0.9912
MSMEG_6427	0.1689
MSMEG_6428	0.9919
MSMEG_6429	NA
MSMEG_6430	0.4453
MSMEG_6431	NA
MSMEG_6432	0.6891
MSMEG_6433	0.0479
MSMEG_6434	0.8693
MSMEG_6435	NA
MSMEG_6436	NA
MSMEG_6437	NA
MSMEG_6438	0.9159
MSMEG_6439	NA
MSMEG_6440	NA
MSMEG_6441	NA
MSMEG_6442	NA
MSMEG_6443	NA
MSMEG_6444	NA
MSMEG_6445	NA
MSMEG_6446	NA
MSMEG_6447	0.9793
MSMEG_6448	NA
MSMEG_6449	NA
MSMEG_6450	NA
MSMEG_6451	0.6941
MSMEG_6452	0.7633
MSMEG_6453	NA
MSMEG_6454	NA
MSMEG_6455	NA
MSMEG_6456	0.2717
MSMEG_6457	0.8689
MSMEG_6458	NA
MSMEG_6459	NA
MSMEG_6460	NA
MSMEG_6461	NA
MSMEG_6462	NA
MSMEG_6463	NA
MSMEG_6464	NA
MSMEG_6465	NA
MSMEG_6466	NA
MSMEG_6467	NA
MSMEG_6468	NA
MSMEG_6469	NA
MSMEG_6470	NA
MSMEG_6471	NA
MSMEG_6472	NA
MSMEG_6473	NA
MSMEG_6474	NA
MSMEG_6475	NA
MSMEG_6476	NA
MSMEG_6477	NA
MSMEG_6478	NA
MSMEG_6479	NA
MSMEG_6480	NA
MSMEG_6481	0.0147
MSMEG_6482	NA
MSMEG_6483	NA
MSMEG_6484	0.9587
MSMEG_6485	NA
MSMEG_6486	NA
MSMEG_6487	0.0048
MSMEG_6488	NA
MSMEG_6489	NA
MSMEG_6490	NA
MSMEG_6491	NA
MSMEG_6492	NA
MSMEG_6493	NA
MSMEG_6494	NA
MSMEG_6495	NA
MSMEG_6496	NA
MSMEG_6497	0.6154
MSMEG_6498	0.6056
MSMEG_6499	NA
MSMEG_6500	NA
MSMEG_6501	NA
MSMEG_6502	NA
MSMEG_6503	NA
MSMEG_6504	NA
MSMEG_6505	NA
MSMEG_6506	NA
MSMEG_6507	NA
MSMEG_6508	0.9809
MSMEG_6509	NA
MSMEG_6510	NA
MSMEG_6511	NA
MSMEG_6512	NA
MSMEG_6513	NA
MSMEG_6514	NA
MSMEG_6515	NA
MSMEG_6516	NA
MSMEG_6517	NA
MSMEG_6518	0.9956
MSMEG_6519	0.0005
MSMEG_6520	NA
MSMEG_6521	NA
MSMEG_6522	NA
MSMEG_6523	NA
MSMEG_6524	0.9958
MSMEG_6525	NA
MSMEG_6526	NA
MSMEG_6527	NA
MSMEG_6528	0.0220
MSMEG_6529	NA
MSMEG_6530	NA
MSMEG_6531	NA
MSMEG_6532	NA
MSMEG_6533	NA
MSMEG_6534	NA
MSMEG_6535	0.0255
MSMEG_6536	NA
MSMEG_6537	NA
MSMEG_6538	0.7050
MSMEG_6539	NA
MSMEG_6540	0.2441
MSMEG_6541	0.9803
MSMEG_6542	NA
MSMEG_6544	0.9138
MSMEG_6545	NA
MSMEG_6546	NA
MSMEG_6547	NA
MSMEG_6548	NA
MSMEG_6549	NA
MSMEG_6550	NA
MSMEG_6551	NA
MSMEG_6552	0.9634
MSMEG_6553	NA
MSMEG_6554	NA
MSMEG_6555	0.9860
MSMEG_6556	NA
MSMEG_6557	NA
MSMEG_6558	NA
MSMEG_6559	NA
MSMEG_6560	NA
MSMEG_6561	NA
MSMEG_6562	NA
MSMEG_6563	0.7925
MSMEG_6564	NA
MSMEG_6565	NA
MSMEG_6566	0.9609
MSMEG_6567	NA
MSMEG_6568	0.9460
MSMEG_6569	NA
MSMEG_6570	NA
MSMEG_6571	NA
MSMEG_6572	NA
MSMEG_6573	NA
MSMEG_6574	NA
MSMEG_6575	NA
MSMEG_6576	NA
MSMEG_6577	0.9973
MSMEG_6578	NA
MSMEG_6579	0.9146
MSMEG_6580	NA
MSMEG_6581	0.7694
MSMEG_6582	NA
MSMEG_6583	NA
MSMEG_6584	NA
MSMEG_6585	NA
MSMEG_6586	NA
MSMEG_6587	0.2636
MSMEG_6588	0.4624
MSMEG_6589	NA
MSMEG_6590	NA
MSMEG_6591	NA
MSMEG_6592	NA
MSMEG_6593	NA
MSMEG_6594	NA
MSMEG_6595	NA
MSMEG_6596	NA
MSMEG_6597	NA
MSMEG_6598	NA
MSMEG_6600	NA
MSMEG_6601	NA
MSMEG_6602	NA
MSMEG_6603	0.7122
MSMEG_6604	NA
MSMEG_6605	NA
MSMEG_6606	NA
MSMEG_6607	NA
MSMEG_6608	NA
MSMEG_6609	NA
MSMEG_6610	NA
MSMEG_6611	NA
MSMEG_6612	NA
MSMEG_6613	NA
MSMEG_6614	NA
MSMEG_6615	NA
MSMEG_6616	NA
MSMEG_6617	NA
MSMEG_6618	NA
MSMEG_6620	NA
MSMEG_6621	NA
MSMEG_6622	NA
MSMEG_6623	NA
MSMEG_6624	NA
MSMEG_6625	NA
MSMEG_6626	NA
MSMEG_6627	NA
MSMEG_6628	NA
MSMEG_6629	NA
MSMEG_6630	NA
MSMEG_6631	NA
MSMEG_6632	NA
MSMEG_6633	NA
MSMEG_6634	0.9969
MSMEG_6635	NA
MSMEG_6636	0.7371
MSMEG_6637	0.9002
MSMEG_6638	0.8962
MSMEG_6639	NA
MSMEG_6640	0.8506
MSMEG_6641	NA
MSMEG_6642	0.9545
MSMEG_6643	NA
MSMEG_6644	NA
MSMEG_6645	NA
MSMEG_6646	NA
MSMEG_6647	NA
MSMEG_6648	NA
MSMEG_6649	0.9284
MSMEG_6650	0.4516
MSMEG_6651	NA
MSMEG_6652	NA
MSMEG_6654	0.0244
MSMEG_6655	NA
MSMEG_6656	NA
MSMEG_6657	NA
MSMEG_6658	NA
MSMEG_6659	NA
MSMEG_6660	0.9308
MSMEG_6661	NA
MSMEG_6662	NA
MSMEG_6663	0.9328
MSMEG_6664	NA
MSMEG_6665	NA
MSMEG_6666	NA
MSMEG_6667	NA
MSMEG_6668	NA
MSMEG_6669	NA
MSMEG_6670	NA
MSMEG_6671	NA
MSMEG_6672	NA
MSMEG_6673	NA
MSMEG_6674	NA
MSMEG_6675	NA
MSMEG_6676	NA
MSMEG_6677	NA
MSMEG_6678	0.5159
MSMEG_6679	NA
MSMEG_6680	NA
MSMEG_6681	NA
MSMEG_6682	NA
MSMEG_6683	NA
MSMEG_6684	NA
MSMEG_6685	NA
MSMEG_6686	0.9931
MSMEG_6687	NA
MSMEG_6688	NA
MSMEG_6689	NA
MSMEG_6690	0.9749
MSMEG_6691	NA
MSMEG_6692	NA
MSMEG_6693	NA
MSMEG_6694	NA
MSMEG_6695	NA
MSMEG_6696	NA
MSMEG_6697	NA
MSMEG_6698	0.2936
MSMEG_6699	NA
MSMEG_6700	0.0004
MSMEG_6701	NA
MSMEG_6702	NA
MSMEG_6703	NA
MSMEG_6704	NA
MSMEG_6705	NA
MSMEG_6706	NA
MSMEG_6707	NA
MSMEG_6708	NA
MSMEG_6709	NA
MSMEG_6710	NA
MSMEG_6711	NA
MSMEG_6712	NA
MSMEG_6713	NA
MSMEG_6714	NA
MSMEG_6715	NA
MSMEG_6716	NA
MSMEG_6717	NA
MSMEG_6718	NA
MSMEG_6719	NA
MSMEG_6720	NA
MSMEG_6721	NA
MSMEG_6722	NA
MSMEG_6723	NA
MSMEG_6724	NA
MSMEG_6725	NA
MSMEG_6726	0.9241
MSMEG_6727	0.8544
MSMEG_6728	NA
MSMEG_6729	NA
MSMEG_6730	0.9899
MSMEG_6731	NA
MSMEG_6732	NA
MSMEG_6733	NA
MSMEG_6734	NA
MSMEG_6735	NA
MSMEG_6736	NA
MSMEG_6737	NA
MSMEG_6738	NA
MSMEG_6739	0.9170
MSMEG_6740	0.9413
MSMEG_6741	NA
MSMEG_6742	NA
MSMEG_6743	0.5598
MSMEG_6744	0.9006
MSMEG_6745	NA
MSMEG_6746	NA
MSMEG_6747	0.7794
MSMEG_6748	NA
MSMEG_6749	NA
MSMEG_6750	NA
MSMEG_6751	NA
MSMEG_6752	NA
MSMEG_6753	NA
MSMEG_6754	0.9949
MSMEG_6755	NA
MSMEG_6756	NA
MSMEG_6757	NA
MSMEG_6758	0.6157
MSMEG_6759	0.9977
MSMEG_6760	0.9664
MSMEG_6761	0.9952
MSMEG_6762	NA
MSMEG_6763	NA
MSMEG_6764	NA
MSMEG_6765	NA
MSMEG_6766	NA
MSMEG_6767	NA
MSMEG_6768	NA
MSMEG_6769	NA
MSMEG_6770	NA
MSMEG_6771	0.9266
MSMEG_6772	0.8793
MSMEG_6773	NA
MSMEG_6774	NA
MSMEG_6775	NA
MSMEG_6776	NA
MSMEG_6777	NA
MSMEG_6778	NA
MSMEG_6779	NA
MSMEG_6780	NA
MSMEG_6781	0.6138
MSMEG_6782	NA
MSMEG_6783	NA
MSMEG_6784	NA
MSMEG_6785	NA
MSMEG_6786	0.1618
MSMEG_6787	0.9585
MSMEG_6788	NA
MSMEG_6789	0.0492
MSMEG_6790	NA
MSMEG_6791	NA
MSMEG_6792	NA
MSMEG_6793	NA
MSMEG_6794	NA
MSMEG_6795	NA
MSMEG_6796	NA
MSMEG_6797	NA
MSMEG_6798	NA
MSMEG_6799	NA
MSMEG_6800	0.2011
MSMEG_6801	NA
MSMEG_6802	0.8377
MSMEG_6803	NA
MSMEG_6804	0.9623
MSMEG_6805	NA
MSMEG_6806	NA
MSMEG_6807	NA
MSMEG_6808	0.4193
MSMEG_6809	NA
MSMEG_6811	NA
MSMEG_6813	NA
MSMEG_6814	NA
MSMEG_6815	NA
MSMEG_6816	NA
MSMEG_6817	NA
MSMEG_6818	NA
MSMEG_6820	NA
MSMEG_6821	0.6684
MSMEG_6822	0.9562
MSMEG_6823	NA
MSMEG_6824	NA
MSMEG_6825	NA
MSMEG_6826	0.0950
MSMEG_6827	NA
MSMEG_6828	NA
MSMEG_6829	NA
MSMEG_6830	NA
MSMEG_6831	NA
MSMEG_6832	NA
MSMEG_6833	NA
MSMEG_6834	NA
MSMEG_6835	NA
MSMEG_6836	NA
MSMEG_6837	NA
MSMEG_6838	NA
MSMEG_6839	NA
MSMEG_6840	NA
MSMEG_6841	NA
MSMEG_6842	NA
MSMEG_6843	0.8004
MSMEG_6844	NA
MSMEG_6845	NA
MSMEG_6846	NA
MSMEG_6847	NA
MSMEG_6848	NA
MSMEG_6849	NA
MSMEG_6850	NA
MSMEG_6851	NA
MSMEG_6852	NA
MSMEG_6853	NA
MSMEG_6854	NA
MSMEG_6855	NA
MSMEG_6856	NA
MSMEG_6857	NA
MSMEG_6858	NA
MSMEG_6859	NA
MSMEG_6860	NA
MSMEG_6861	0.3130
MSMEG_6862	NA
MSMEG_6863	NA
MSMEG_6864	NA
MSMEG_6865	0.8886
MSMEG_6866	NA
MSMEG_6867	NA
MSMEG_6869	NA
MSMEG_6870	NA
MSMEG_6871	NA
MSMEG_6872	NA
MSMEG_6874	0.9763
MSMEG_6875	NA
MSMEG_6876	NA
MSMEG_6877	NA
MSMEG_6878	NA
MSMEG_6879	NA
MSMEG_6880	NA
MSMEG_6881	0.8258
MSMEG_6882	NA
MSMEG_6884	0.6917
MSMEG_6885	NA
MSMEG_6886	NA
MSMEG_6887	NA
MSMEG_6888	NA
MSMEG_6889	NA
MSMEG_6890	NA
MSMEG_6892	0.6452
MSMEG_6893	NA
MSMEG_6894	NA
MSMEG_6895	NA
MSMEG_6896	0.3248
MSMEG_6897	0.3966
MSMEG_6898	NA
MSMEG_6899	NA
MSMEG_6900	0.0032
MSMEG_6901	NA
MSMEG_6902	NA
MSMEG_6903	0.1984
MSMEG_6904	NA
MSMEG_6906	NA
MSMEG_6907	NA
MSMEG_6908	NA
MSMEG_6909	NA
MSMEG_6911	0.9507
MSMEG_6913	NA
MSMEG_6914	NA
MSMEG_6916	NA
