 	fprUTR_MFE_20_10nt_5pUTR	fprUTR_MFE_20_10nt_5p	fprUTR_MFE_20_10nt_mid	fprUTR_MFE_20_10nt_3p
MSMEG_2450	NA	NA	NA	NA
MSMEG_2451	-3.014	-3.7533	-3.7357	-1.5
MSMEG_2452	NA	NA	NA	NA
MSMEG_2453	NA	NA	NA	NA
MSMEG_2454	NA	NA	NA	NA
MSMEG_2455	-1.35	-0.85	-3.7	0.0
MSMEG_2456	NA	NA	NA	NA
MSMEG_2457	NA	NA	NA	NA
MSMEG_2458	NA	NA	NA	NA
MSMEG_2459	NA	NA	NA	NA
MSMEG_2460	NA	NA	NA	NA
MSMEG_2461	NA	NA	NA	NA
MSMEG_2462	NA	NA	NA	NA
MSMEG_2463	NA	NA	NA	NA
MSMEG_2464	NA	NA	NA	NA
MSMEG_2465	NA	NA	NA	NA
MSMEG_2466	NA	NA	NA	NA
MSMEG_2467	-4.66	-4.75	-4.85	-4.1
MSMEG_2468	NA	NA	NA	NA
MSMEG_2469	NA	NA	NA	NA
MSMEG_2470	NA	NA	NA	NA
MSMEG_2471	NA	NA	NA	NA
MSMEG_2472	NA	NA	NA	NA
MSMEG_2474	NA	NA	NA	NA
MSMEG_2475	NA	NA	NA	NA
MSMEG_2476	NA	NA	NA	NA
MSMEG_2477	NA	NA	NA	NA
MSMEG_2478	-2.375	-2.4	-4.7	0.0
MSMEG_2479	NA	NA	NA	NA
MSMEG_2480	NA	NA	NA	NA
MSMEG_2481	NA	NA	NA	NA
MSMEG_2482	NA	NA	NA	NA
MSMEG_2483	NA	NA	NA	NA
MSMEG_2484	NA	NA	NA	NA
MSMEG_2485	NA	NA	NA	NA
MSMEG_2486	-2.8	-3.0	-4.4667	0.0
MSMEG_2487	0.0	0.0	0.0	0.0
MSMEG_2488	-1.8	-0.7	-2.9	-2.9
MSMEG_2489	NA	NA	NA	NA
MSMEG_2490	-2.6538	-2.16	-4.35	-1.575
MSMEG_2491	NA	NA	NA	NA
MSMEG_2492	NA	NA	NA	NA
MSMEG_2493	NA	NA	NA	NA
MSMEG_2494	NA	NA	NA	NA
MSMEG_2495	-3.0929	-3.4133	-3.1	-2.7154
MSMEG_2496	NA	NA	NA	NA
MSMEG_2497	-2.75	-0.6	-4.9	-4.9
MSMEG_2498	NA	NA	NA	NA
MSMEG_2499	NA	NA	NA	NA
MSMEG_2500	NA	NA	NA	NA
MSMEG_2501	NA	NA	NA	NA
MSMEG_2502	NA	NA	NA	NA
MSMEG_2503	NA	NA	NA	NA
MSMEG_2504	NA	NA	NA	NA
MSMEG_2505	NA	NA	NA	NA
MSMEG_2506	-3.065	-4.9714	-2.0714	-2.0
MSMEG_2507	-2.52	-3.6	-2.7	0.0
MSMEG_2508	NA	NA	NA	NA
MSMEG_2509	NA	NA	NA	NA
MSMEG_2511	-4.575	-6.5	-2.65	-0.2
MSMEG_2512	-3.6893	-3.0	-3.58	-4.6875
MSMEG_2513	NA	NA	NA	NA
MSMEG_2515	NA	NA	NA	NA
MSMEG_2516	NA	NA	NA	NA
MSMEG_2517	-5.0333	-7.55	0.0	0.0
MSMEG_2518	NA	NA	NA	NA
MSMEG_2519	-4.575	-5.56	-4.35	-3.2333
MSMEG_2520	-3.0625	-4.8667	-3.3	0.0
MSMEG_2521	NA	NA	NA	NA
MSMEG_2522	NA	NA	NA	NA
MSMEG_2523	NA	NA	NA	NA
MSMEG_2524	NA	NA	NA	NA
MSMEG_2525	NA	NA	NA	NA
MSMEG_2526	-3.3667	-3.6	-4.7	0.0
MSMEG_2527	NA	NA	NA	NA
MSMEG_2528	-5.4	-4.7	-12.1	-0.1
MSMEG_2529	NA	NA	NA	NA
MSMEG_2530	NA	NA	NA	NA
MSMEG_2531	-4.4	-6.8	-3.5667	-2.05
MSMEG_2532	-3.1357	-2.64	-3.88	-2.825
MSMEG_2533	NA	NA	NA	NA
MSMEG_2534	NA	NA	NA	NA
MSMEG_2535	NA	NA	NA	NA
MSMEG_2536	NA	NA	NA	NA
MSMEG_2537	NA	NA	NA	NA
MSMEG_2538	NA	NA	NA	NA
MSMEG_2539	NA	NA	NA	NA
MSMEG_2540	-2.9	-4.95	-1.7	0.0
MSMEG_2541	-1.525	-1.45	-1.6	-3.0
MSMEG_2542	-2.0556	-3.7333	-1.7	-0.7333
MSMEG_2543	-1.12	-0.6	-2.2	0.0
MSMEG_2544	NA	NA	NA	NA
MSMEG_2545	NA	NA	NA	NA
MSMEG_2546	NA	NA	NA	NA
MSMEG_2547	NA	NA	NA	NA
MSMEG_2548	NA	NA	NA	NA
MSMEG_2549	NA	NA	NA	NA
MSMEG_2550	NA	NA	NA	NA
MSMEG_2551	NA	NA	NA	NA
MSMEG_2552	NA	NA	NA	NA
MSMEG_2553	-3.0862	-3.28	-3.65	-2.2444
MSMEG_2554	NA	NA	NA	NA
MSMEG_2555	NA	NA	NA	NA
MSMEG_2556	NA	NA	NA	NA
MSMEG_2557	NA	NA	NA	NA
MSMEG_2558	NA	NA	NA	NA
MSMEG_2559	NA	NA	NA	NA
MSMEG_2560	NA	NA	NA	NA
MSMEG_2561	NA	NA	NA	NA
MSMEG_2562	NA	NA	NA	NA
MSMEG_2563	NA	NA	NA	NA
MSMEG_2564	NA	NA	NA	NA
MSMEG_2565	NA	NA	NA	NA
MSMEG_2566	NA	NA	NA	NA
MSMEG_2567	NA	NA	NA	NA
MSMEG_2568	NA	NA	NA	NA
MSMEG_2569	NA	NA	NA	NA
MSMEG_2570	-4.0	-5.4429	-2.5833	-3.7333
MSMEG_2571	-5.8	-10.2	-1.4	-1.4
MSMEG_2572	-2.9233	-3.2933	-1.9357	-3.5143
MSMEG_2573	NA	NA	NA	NA
MSMEG_2574	-4.09	-2.075	-6.175	-3.95
MSMEG_2575	NA	NA	NA	NA
MSMEG_2576	NA	NA	NA	NA
MSMEG_2577	NA	NA	NA	NA
MSMEG_2578	NA	NA	NA	NA
MSMEG_2579	-1.8333	-3.0667	-0.9	0.0
MSMEG_2580	NA	NA	NA	NA
MSMEG_2581	-2.7857	-5.6667	-0.8333	0.0
MSMEG_2582	-3.8333	-5.3	-0.9	-0.9
MSMEG_2583	NA	NA	NA	NA
MSMEG_2584	NA	NA	NA	NA
MSMEG_2585	NA	NA	NA	NA
MSMEG_2586	NA	NA	NA	NA
MSMEG_2587	NA	NA	NA	NA
MSMEG_2588	NA	NA	NA	NA
MSMEG_2589	NA	NA	NA	NA
MSMEG_2590	NA	NA	NA	NA
MSMEG_2591	NA	NA	NA	NA
MSMEG_2592	NA	NA	NA	NA
MSMEG_2593	NA	NA	NA	NA
MSMEG_2594	NA	NA	NA	NA
MSMEG_2595	-1.5571	-1.3667	-1.7	-1.7
MSMEG_2596	NA	NA	NA	NA
MSMEG_2597	-3.5321	-3.51	-3.7667	-3.3222
MSMEG_2598	NA	NA	NA	NA
MSMEG_2599	NA	NA	NA	NA
MSMEG_2600	NA	NA	NA	NA
MSMEG_2601	NA	NA	NA	NA
MSMEG_2602	NA	NA	NA	NA
MSMEG_2603	NA	NA	NA	NA
MSMEG_2604	-3.4818	-4.0583	-2.8	-3.54
MSMEG_2605	NA	NA	NA	NA
MSMEG_2606	NA	NA	NA	NA
MSMEG_2607	NA	NA	NA	NA
MSMEG_2608	NA	NA	NA	NA
MSMEG_2609	NA	NA	NA	NA
MSMEG_2610	NA	NA	NA	NA
MSMEG_2611	-0.1	0.0	-0.2	-0.2
MSMEG_2612	NA	NA	NA	NA
MSMEG_2613	-1.76	-1.5	-2.9	0.0
MSMEG_2614	NA	NA	NA	NA
MSMEG_2615	NA	NA	NA	NA
MSMEG_2616	NA	NA	NA	NA
MSMEG_2617	NA	NA	NA	NA
MSMEG_2618	NA	NA	NA	NA
MSMEG_2619	NA	NA	NA	NA
MSMEG_2620	NA	NA	NA	NA
MSMEG_2621	NA	NA	NA	NA
MSMEG_2622	NA	NA	NA	NA
MSMEG_2623	NA	NA	NA	NA
MSMEG_2624	-1.675	-1.85	-3.0	0.0
MSMEG_2625	-1.13	-2.0	-0.4667	-0.6333
MSMEG_2626	NA	NA	NA	NA
MSMEG_2627	NA	NA	NA	NA
MSMEG_2628	NA	NA	NA	NA
MSMEG_2629	NA	NA	NA	NA
MSMEG_2630	-1.2	0.0	-1.8	0.0
MSMEG_2631	NA	NA	NA	NA
MSMEG_2632	NA	NA	NA	NA
MSMEG_2633	NA	NA	NA	NA
MSMEG_2634	NA	NA	NA	NA
MSMEG_2635	-3.3	-2.95	-3.65	-1.6
MSMEG_2636	NA	NA	NA	NA
MSMEG_2637	NA	NA	NA	NA
MSMEG_2638	NA	NA	NA	NA
MSMEG_2639	NA	NA	NA	NA
MSMEG_2640	NA	NA	NA	NA
MSMEG_2641	NA	NA	NA	NA
MSMEG_2642	NA	NA	NA	NA
MSMEG_2643	-2.5667	-2.5111	-3.6375	-1.4143
MSMEG_2644	NA	NA	NA	NA
MSMEG_2645	-4.4	-4.0	-7.0	0.0
MSMEG_2646	NA	NA	NA	NA
MSMEG_2647	NA	NA	NA	NA
MSMEG_2648	NA	NA	NA	NA
MSMEG_2649	NA	NA	NA	NA
MSMEG_2650	NA	NA	NA	NA
MSMEG_2651	NA	NA	NA	NA
MSMEG_2652	NA	NA	NA	NA
MSMEG_2653	NA	NA	NA	NA
MSMEG_2654	-2.58	-4.5	-1.9	-0.1
MSMEG_2655	-3.471	-3.3545	-2.82	-4.25
MSMEG_2656	-3.3042	-4.275	-2.9778	-2.6143
MSMEG_2657	-2.8684	-1.3571	-3.4857	-4.12
MSMEG_2658	NA	NA	NA	NA
MSMEG_2659	NA	NA	NA	NA
MSMEG_2660	NA	NA	NA	NA
MSMEG_2661	NA	NA	NA	NA
MSMEG_2662	NA	NA	NA	NA
MSMEG_2663	-2.387	-2.5	-2.6133	-2.04
MSMEG_2664	NA	NA	NA	NA
MSMEG_2665	NA	NA	NA	NA
MSMEG_2666	NA	NA	NA	NA
MSMEG_2667	NA	NA	NA	NA
MSMEG_2668	-3.6562	-2.8833	-3.9333	-4.4
MSMEG_2669	NA	NA	NA	NA
MSMEG_2670	NA	NA	NA	NA
MSMEG_2671	NA	NA	NA	NA
MSMEG_2672	NA	NA	NA	NA
MSMEG_2673	-2.2447	-3.2	-1.9462	-1.5333
MSMEG_2674	NA	NA	NA	NA
MSMEG_2675	NA	NA	NA	NA
MSMEG_2676	NA	NA	NA	NA
MSMEG_2677	NA	NA	NA	NA
MSMEG_2678	NA	NA	NA	NA
MSMEG_2679	-2.6111	-2.3308	-2.5917	-2.9636
MSMEG_2680	NA	NA	NA	NA
MSMEG_2681	NA	NA	NA	NA
MSMEG_2682	NA	NA	NA	NA
MSMEG_2683	NA	NA	NA	NA
MSMEG_2684	NA	NA	NA	NA
MSMEG_2685	NA	NA	NA	NA
MSMEG_2686	NA	NA	NA	NA
MSMEG_2687	NA	NA	NA	NA
MSMEG_2688	-0.2	0.0	-0.4	-0.4
MSMEG_2689	NA	NA	NA	NA
MSMEG_2690	NA	NA	NA	NA
MSMEG_2691	NA	NA	NA	NA
MSMEG_2692	NA	NA	NA	NA
MSMEG_2693	-4.0	-7.05	-0.95	-0.3
MSMEG_2694	-1.3	-2.6	0.0	0.0
MSMEG_2695	-1.12	-0.35	-2.45	0.0
MSMEG_2696	-0.9	0.0	-1.35	-0.4
MSMEG_2697	NA	NA	NA	NA
MSMEG_2698	NA	NA	NA	NA
MSMEG_2699	NA	NA	NA	NA
MSMEG_2700	NA	NA	NA	NA
MSMEG_2701	NA	NA	NA	NA
MSMEG_2702	NA	NA	NA	NA
MSMEG_2703	NA	NA	NA	NA
MSMEG_2705	NA	NA	NA	NA
MSMEG_2706	NA	NA	NA	NA
MSMEG_2707	NA	NA	NA	NA
MSMEG_2708	NA	NA	NA	NA
MSMEG_2709	NA	NA	NA	NA
MSMEG_2710	NA	NA	NA	NA
MSMEG_2711	NA	NA	NA	NA
MSMEG_2712	NA	NA	NA	NA
MSMEG_2713	NA	NA	NA	NA
MSMEG_2714	NA	NA	NA	NA
MSMEG_2715	NA	NA	NA	NA
MSMEG_2716	NA	NA	NA	NA
MSMEG_2717	NA	NA	NA	NA
MSMEG_2718	NA	NA	NA	NA
MSMEG_2719	NA	NA	NA	NA
MSMEG_2720	-4.1333	-3.5	-4.95	-3.95
MSMEG_2721	NA	NA	NA	NA
MSMEG_2722	NA	NA	NA	NA
MSMEG_2723	-2.0143	-2.0333	-1.8	-2.2
MSMEG_2724	NA	NA	NA	NA
MSMEG_2725	NA	NA	NA	NA
MSMEG_2726	NA	NA	NA	NA
MSMEG_2727	NA	NA	NA	NA
MSMEG_2728	NA	NA	NA	NA
MSMEG_2729	NA	NA	NA	NA
MSMEG_2731	-1.55	-2.0	-1.1	-1.1
MSMEG_2732	NA	NA	NA	NA
MSMEG_2733	NA	NA	NA	NA
MSMEG_2734	NA	NA	NA	NA
MSMEG_2735	NA	NA	NA	NA
MSMEG_2736	NA	NA	NA	NA
MSMEG_2737	NA	NA	NA	NA
MSMEG_2738	NA	NA	NA	NA
MSMEG_2739	-2.85	-0.5	-5.2	-5.2
MSMEG_2740	NA	NA	NA	NA
MSMEG_2741	NA	NA	NA	NA
MSMEG_2742	-1.3167	-1.5333	-0.45	-2.4
MSMEG_2743	-1.7	-2.0	-1.4	-1.4
MSMEG_2744	NA	NA	NA	NA
MSMEG_2746	-4.35	-1.95	-10.6	-2.9
MSMEG_2748	NA	NA	NA	NA
MSMEG_2749	NA	NA	NA	NA
MSMEG_2750	NA	NA	NA	NA
MSMEG_2751	-2.8222	-3.1167	-2.5571	-2.84
MSMEG_2752	NA	NA	NA	NA
MSMEG_2753	NA	NA	NA	NA
MSMEG_2754	NA	NA	NA	NA
MSMEG_2755	NA	NA	NA	NA
MSMEG_2756	-2.4	-3.6	0.0	0.0
MSMEG_2757	NA	NA	NA	NA
MSMEG_2758	-2.39	-3.175	-2.0	-1.6
MSMEG_2759	NA	NA	NA	NA
MSMEG_2760	-2.2	-0.1	-4.3333	0.0
MSMEG_2761	NA	NA	NA	NA
MSMEG_2762	NA	NA	NA	NA
MSMEG_2763	NA	NA	NA	NA
MSMEG_2764	NA	NA	NA	NA
MSMEG_2765	NA	NA	NA	NA
MSMEG_2766	NA	NA	NA	NA
MSMEG_2767	NA	NA	NA	NA
MSMEG_2768	-3.0	-2.8	-6.2	0.0
MSMEG_2769	NA	NA	NA	NA
MSMEG_2770	-2.02	-1.9	-3.15	0.0
MSMEG_2771	-0.8667	-1.7	-0.45	0.0
MSMEG_2772	NA	NA	NA	NA
MSMEG_2773	-4.2	-4.7	-6.15	-1.5
MSMEG_2774	NA	NA	NA	NA
MSMEG_2775	-5.275	-6.75	-7.6	0.0
MSMEG_2776	NA	NA	NA	NA
MSMEG_2777	NA	NA	NA	NA
MSMEG_2778	-2.25	-2.6333	-3.1667	-0.3
MSMEG_2779	NA	NA	NA	NA
MSMEG_2780	NA	NA	NA	NA
MSMEG_2781	NA	NA	NA	NA
MSMEG_2782	NA	NA	NA	NA
MSMEG_2783	NA	NA	NA	NA
MSMEG_2784	NA	NA	NA	NA
MSMEG_2785	-3.3289	-4.9	-2.8154	-2.1833
MSMEG_2786	NA	NA	NA	NA
MSMEG_2787	NA	NA	NA	NA
MSMEG_2788	NA	NA	NA	NA
MSMEG_2789	NA	NA	NA	NA
MSMEG_2790	NA	NA	NA	NA
MSMEG_2791	NA	NA	NA	NA
MSMEG_2792	NA	NA	NA	NA
MSMEG_2793	NA	NA	NA	NA
MSMEG_2794	NA	NA	NA	NA
MSMEG_2795	NA	NA	NA	NA
MSMEG_2796	NA	NA	NA	NA
MSMEG_2797	NA	NA	NA	NA
MSMEG_2798	NA	NA	NA	NA
MSMEG_2799	-2.8625	-3.0833	-2.92	-2.54
MSMEG_2800	-4.6333	-6.25	-1.4	-1.4
MSMEG_2801	NA	NA	NA	NA
MSMEG_2802	NA	NA	NA	NA
MSMEG_2803	NA	NA	NA	NA
MSMEG_2804	NA	NA	NA	NA
MSMEG_2805	NA	NA	NA	NA
MSMEG_2806	NA	NA	NA	NA
MSMEG_2807	NA	NA	NA	NA
MSMEG_2808	NA	NA	NA	NA
MSMEG_2809	NA	NA	NA	NA
MSMEG_2810	NA	NA	NA	NA
MSMEG_2811	NA	NA	NA	NA
MSMEG_2812	NA	NA	NA	NA
MSMEG_2813	NA	NA	NA	NA
MSMEG_2814	NA	NA	NA	NA
MSMEG_2817	NA	NA	NA	NA
MSMEG_2818	NA	NA	NA	NA
MSMEG_2819	NA	NA	NA	NA
MSMEG_2820	-2.1432	-2.6154	-1.6846	-2.1273
MSMEG_2821	NA	NA	NA	NA
MSMEG_2822	-2.039	-2.2143	-2.2857	-1.5846
MSMEG_2823	NA	NA	NA	NA
MSMEG_2824	NA	NA	NA	NA
MSMEG_2825	NA	NA	NA	NA
MSMEG_2826	NA	NA	NA	NA
MSMEG_2827	NA	NA	NA	NA
MSMEG_2828	NA	NA	NA	NA
MSMEG_2829	-2.7333	-3.1667	-2.95	-1.65
MSMEG_2830	NA	NA	NA	NA
MSMEG_2831	NA	NA	NA	NA
MSMEG_2832	NA	NA	NA	NA
MSMEG_2837	NA	NA	NA	NA
MSMEG_2838	NA	NA	NA	NA
MSMEG_2839	NA	NA	NA	NA
MSMEG_2840	NA	NA	NA	NA
MSMEG_2841	NA	NA	NA	NA
MSMEG_2842	NA	NA	NA	NA
MSMEG_2843	-3.925	-6.04	-1.4	-3.7667
MSMEG_2844	NA	NA	NA	NA
MSMEG_2845	NA	NA	NA	NA
MSMEG_2846	NA	NA	NA	NA
MSMEG_2847	NA	NA	NA	NA
MSMEG_2848	NA	NA	NA	NA
MSMEG_2849	NA	NA	NA	NA
MSMEG_2850	NA	NA	NA	NA
MSMEG_2851	NA	NA	NA	NA
MSMEG_2852	NA	NA	NA	NA
MSMEG_2853	NA	NA	NA	NA
MSMEG_2854	NA	NA	NA	NA
MSMEG_2855	NA	NA	NA	NA
MSMEG_2856	NA	NA	NA	NA
MSMEG_2857	NA	NA	NA	NA
MSMEG_2858	NA	NA	NA	NA
MSMEG_2859	NA	NA	NA	NA
MSMEG_2860	NA	NA	NA	NA
MSMEG_2861	NA	NA	NA	NA
MSMEG_2862	NA	NA	NA	NA
MSMEG_2863	NA	NA	NA	NA
MSMEG_2864	NA	NA	NA	NA
MSMEG_2865	NA	NA	NA	NA
MSMEG_2866	NA	NA	NA	NA
MSMEG_2867	NA	NA	NA	NA
MSMEG_2868	NA	NA	NA	NA
MSMEG_2869	NA	NA	NA	NA
MSMEG_2870	NA	NA	NA	NA
MSMEG_2871	NA	NA	NA	NA
MSMEG_2872	NA	NA	NA	NA
MSMEG_2873	NA	NA	NA	NA
MSMEG_2874	NA	NA	NA	NA
MSMEG_2875	NA	NA	NA	NA
MSMEG_2876	NA	NA	NA	NA
MSMEG_2877	NA	NA	NA	NA
MSMEG_2878	NA	NA	NA	NA
MSMEG_2879	NA	NA	NA	NA
MSMEG_2880	NA	NA	NA	NA
MSMEG_2881	NA	NA	NA	NA
MSMEG_2882	NA	NA	NA	NA
MSMEG_2883	NA	NA	NA	NA
MSMEG_2884	NA	NA	NA	NA
MSMEG_2885	NA	NA	NA	NA
MSMEG_2886	NA	NA	NA	NA
MSMEG_2887	NA	NA	NA	NA
MSMEG_2888	NA	NA	NA	NA
MSMEG_2889	NA	NA	NA	NA
MSMEG_2890	-2.6581	-2.4636	-3.44	-2.09
MSMEG_2891	NA	NA	NA	NA
MSMEG_2892	NA	NA	NA	NA
MSMEG_2893	NA	NA	NA	NA
MSMEG_2894	NA	NA	NA	NA
MSMEG_2895	NA	NA	NA	NA
MSMEG_2896	NA	NA	NA	NA
MSMEG_2897	NA	NA	NA	NA
MSMEG_2898	-0.75	-1.5	0.0	0.0
MSMEG_2899	NA	NA	NA	NA
MSMEG_2900	NA	NA	NA	NA
MSMEG_2901	-3.6	-5.4	0.0	0.0
MSMEG_2902	NA	NA	NA	NA
MSMEG_2904	NA	NA	NA	NA
MSMEG_2905	NA	NA	NA	NA
MSMEG_2906	NA	NA	NA	NA
MSMEG_2907	NA	NA	NA	NA
MSMEG_2908	NA	NA	NA	NA
MSMEG_2909	NA	NA	NA	NA
MSMEG_2910	NA	NA	NA	NA
MSMEG_2911	-2.4	-3.5	-2.5	0.0
MSMEG_2912	NA	NA	NA	NA
MSMEG_2913	NA	NA	NA	NA
MSMEG_2914	NA	NA	NA	NA
MSMEG_2915	NA	NA	NA	NA
MSMEG_2916	NA	NA	NA	NA
MSMEG_2917	NA	NA	NA	NA
MSMEG_2918	NA	NA	NA	NA
MSMEG_2919	-1.15	-1.9	-0.4	-0.8
MSMEG_2920	NA	NA	NA	NA
MSMEG_2921	NA	NA	NA	NA
MSMEG_2922	NA	NA	NA	NA
MSMEG_2923	NA	NA	NA	NA
MSMEG_2924	NA	NA	NA	NA
MSMEG_2925	NA	NA	NA	NA
MSMEG_2926	NA	NA	NA	NA
MSMEG_2927	NA	NA	NA	NA
MSMEG_2928	NA	NA	NA	NA
MSMEG_2929	NA	NA	NA	NA
MSMEG_2930	NA	NA	NA	NA
MSMEG_2931	0.0	0.0	0.0	0.0
MSMEG_2932	-3.6812	-3.2	-3.0667	-5.325
MSMEG_2933	NA	NA	NA	NA
MSMEG_2934	-3.3333	-4.3	-2.8	-1.5
MSMEG_2935	NA	NA	NA	NA
MSMEG_2936	-4.0267	-4.7	-2.8	-4.55
MSMEG_2937	NA	NA	NA	NA
MSMEG_2938	NA	NA	NA	NA
MSMEG_2939	NA	NA	NA	NA
MSMEG_2940	NA	NA	NA	NA
MSMEG_2941	-3.2143	-3.3333	-2.4667	-5.1
MSMEG_2942	-0.5	-0.5	-0.5	-0.5
MSMEG_2943	NA	NA	NA	NA
MSMEG_2944	NA	NA	NA	NA
MSMEG_2945	NA	NA	NA	NA
MSMEG_2946	NA	NA	NA	NA
MSMEG_2947	-1.3667	-0.5	-3.1	-3.1
MSMEG_2948	NA	NA	NA	NA
MSMEG_2949	NA	NA	NA	NA
MSMEG_2950	NA	NA	NA	NA
MSMEG_2951	NA	NA	NA	NA
MSMEG_2952	NA	NA	NA	NA
MSMEG_2953	NA	NA	NA	NA
MSMEG_2954	NA	NA	NA	NA
MSMEG_2955	NA	NA	NA	NA
MSMEG_2956	-2.0188	-3.2	-1.1833	-1.5
MSMEG_2957	NA	NA	NA	NA
MSMEG_2958	NA	NA	NA	NA
MSMEG_2959	-0.1	0.0	-0.2	0.0
MSMEG_2960	-2.78	-5.0	-1.9	-0.1
MSMEG_2961	NA	NA	NA	NA
MSMEG_2962	NA	NA	NA	NA
MSMEG_2963	NA	NA	NA	NA
MSMEG_2964	-3.28	-5.5	-2.7	0.0
MSMEG_2965	NA	NA	NA	NA
MSMEG_2966	NA	NA	NA	NA
MSMEG_2967	NA	NA	NA	NA
MSMEG_2968	NA	NA	NA	NA
MSMEG_2969	NA	NA	NA	NA
MSMEG_2970	NA	NA	NA	NA
MSMEG_2971	NA	NA	NA	NA
MSMEG_2972	NA	NA	NA	NA
MSMEG_2973	-3.1333	-3.9333	-2.32	-2.95
MSMEG_2974	-1.35	0.0	-2.7	-2.7
MSMEG_2975	NA	NA	NA	NA
MSMEG_2976	-3.28	-3.55	-4.22	-1.7
MSMEG_2977	NA	NA	NA	NA
MSMEG_2978	NA	NA	NA	NA
MSMEG_2979	NA	NA	NA	NA
MSMEG_2980	NA	NA	NA	NA
MSMEG_2981	NA	NA	NA	NA
MSMEG_2982	-2.0714	-1.8333	-4.3	-0.2
MSMEG_2983	NA	NA	NA	NA
MSMEG_2984	NA	NA	NA	NA
MSMEG_2985	NA	NA	NA	NA
MSMEG_2986	NA	NA	NA	NA
MSMEG_2988	NA	NA	NA	NA
MSMEG_2989	-2.82	-2.55	-4.5	0.0
MSMEG_2990	NA	NA	NA	NA
MSMEG_2991	NA	NA	NA	NA
MSMEG_2992	NA	NA	NA	NA
MSMEG_2993	NA	NA	NA	NA
MSMEG_2994	-0.5	-0.5	-0.5	-0.5
MSMEG_2995	NA	NA	NA	NA
MSMEG_2996	NA	NA	NA	NA
MSMEG_2997	NA	NA	NA	NA
MSMEG_2998	NA	NA	NA	NA
MSMEG_2999	NA	NA	NA	NA
MSMEG_3000	-4.8	-6.5	-3.1	-3.1
MSMEG_3001	NA	NA	NA	NA
MSMEG_3002	NA	NA	NA	NA
MSMEG_3003	NA	NA	NA	NA
MSMEG_3004	NA	NA	NA	NA
MSMEG_3005	NA	NA	NA	NA
MSMEG_3006	NA	NA	NA	NA
MSMEG_3007	NA	NA	NA	NA
MSMEG_3008	-3.0667	-2.6	-3.7	-3.2
MSMEG_3009	NA	NA	NA	NA
MSMEG_3010	NA	NA	NA	NA
MSMEG_3011	NA	NA	NA	NA
MSMEG_3012	NA	NA	NA	NA
MSMEG_3013	-0.725	-1.45	0.0	0.0
MSMEG_3014	NA	NA	NA	NA
MSMEG_3015	-3.65	-4.15	-5.6	-0.7
MSMEG_3016	NA	NA	NA	NA
MSMEG_3017	NA	NA	NA	NA
MSMEG_3018	NA	NA	NA	NA
MSMEG_3019	-1.55	-1.3	-1.8	-1.8
MSMEG_3020	NA	NA	NA	NA
MSMEG_3021	NA	NA	NA	NA
MSMEG_3022	NA	NA	NA	NA
MSMEG_3024	NA	NA	NA	NA
MSMEG_3025	-3.48	-5.9	-3.7333	0.0
MSMEG_3026	NA	NA	NA	NA
MSMEG_3027	NA	NA	NA	NA
MSMEG_3028	NA	NA	NA	NA
MSMEG_3029	-4.1279	-4.8267	-4.0071	-3.5
MSMEG_3030	NA	NA	NA	NA
MSMEG_3031	NA	NA	NA	NA
MSMEG_3032	NA	NA	NA	NA
MSMEG_3033	NA	NA	NA	NA
MSMEG_3034	NA	NA	NA	NA
MSMEG_3035	-3.5053	-5.3	-3.55	-1.3667
MSMEG_3036	NA	NA	NA	NA
MSMEG_3038	NA	NA	NA	NA
MSMEG_3039	NA	NA	NA	NA
MSMEG_3040	NA	NA	NA	NA
MSMEG_3041	NA	NA	NA	NA
MSMEG_3042	-3.1607	-3.05	-3.54	-2.825
MSMEG_3043	NA	NA	NA	NA
MSMEG_3044	NA	NA	NA	NA
MSMEG_3045	-4.0875	-3.4333	-5.5333	-2.9
MSMEG_3046	-4.2489	-4.875	-3.625	-4.2467
MSMEG_3047	NA	NA	NA	NA
MSMEG_3048	NA	NA	NA	NA
MSMEG_3049	NA	NA	NA	NA
MSMEG_3050	-1.86	-1.85	0.0	-5.6
MSMEG_3051	NA	NA	NA	NA
MSMEG_3052	NA	NA	NA	NA
MSMEG_3053	-1.75	-1.95	-2.175	-0.5
MSMEG_3054	NA	NA	NA	NA
MSMEG_3055	-2.12	-2.1667	-3.64	-0.15
MSMEG_3056	NA	NA	NA	NA
MSMEG_3057	-3.7286	-3.32	-3.4929	-4.4538
MSMEG_3058	NA	NA	NA	NA
MSMEG_3059	NA	NA	NA	NA
MSMEG_3060	NA	NA	NA	NA
MSMEG_3061	NA	NA	NA	NA
MSMEG_3062	-4.8667	-6.05	-2.5	-2.5
MSMEG_3063	NA	NA	NA	NA
MSMEG_3064	NA	NA	NA	NA
MSMEG_3065	-3.995	-4.8714	-3.9571	-3.0167
MSMEG_3066	NA	NA	NA	NA
MSMEG_3067	NA	NA	NA	NA
MSMEG_3068	-2.2667	-3.05	-0.7	-0.7
MSMEG_3069	NA	NA	NA	NA
MSMEG_3070	NA	NA	NA	NA
MSMEG_3071	NA	NA	NA	NA
MSMEG_3072	-2.8667	-3.55	-3.3667	0.0
MSMEG_3073	NA	NA	NA	NA
MSMEG_3074	NA	NA	NA	NA
MSMEG_3075	NA	NA	NA	NA
MSMEG_3076	NA	NA	NA	NA
MSMEG_3077	NA	NA	NA	NA
MSMEG_3078	NA	NA	NA	NA
