 	CDS_length
MSMEG_6321	2265
MSMEG_6322	1374
MSMEG_6323	411
MSMEG_6324	1788
MSMEG_6325	540
MSMEG_6327	450
MSMEG_6328	507
MSMEG_6329	603
MSMEG_6330	960
MSMEG_6331	807
MSMEG_6332	645
MSMEG_6333	1107
MSMEG_6334	690
MSMEG_6335	267
MSMEG_6336	366
MSMEG_6337	1014
MSMEG_6338	609
MSMEG_6339	1881
MSMEG_6340	756
MSMEG_6341	879
MSMEG_6342	873
MSMEG_6343	498
MSMEG_6344	330
MSMEG_6345	351
MSMEG_6346	429
MSMEG_6347	837
MSMEG_6348	579
MSMEG_6351	1086
MSMEG_6352	474
MSMEG_6353	816
MSMEG_6354	720
MSMEG_6355	255
MSMEG_6356	633
MSMEG_6357	138
MSMEG_6358	909
MSMEG_6359	903
MSMEG_6361	513
MSMEG_6362	978
MSMEG_6363	1197
MSMEG_6365	528
MSMEG_6366	729
MSMEG_6367	909
MSMEG_6368	405
MSMEG_6369	831
MSMEG_6370	462
MSMEG_6371	1410
MSMEG_6372	408
MSMEG_6373	939
MSMEG_6374	1023
MSMEG_6375	1278
MSMEG_6376	1059
MSMEG_6377	108
MSMEG_6378	903
MSMEG_6379	1332
MSMEG_6380	411
MSMEG_6381	1824
MSMEG_6382	1383
MSMEG_6383	462
MSMEG_6384	2220
MSMEG_6385	765
MSMEG_6386	1875
MSMEG_6387	3225
MSMEG_6388	3285
MSMEG_6389	3249
MSMEG_6390	1227
MSMEG_6391	1554
MSMEG_6392	5451
MSMEG_6393	1893
MSMEG_6394	1014
MSMEG_6395	474
MSMEG_6396	903
MSMEG_6397	171
MSMEG_6398	1008
MSMEG_6399	1014
MSMEG_6400	1515
MSMEG_6401	957
MSMEG_6402	543
MSMEG_6403	1941
MSMEG_6404	1239
MSMEG_6405	918
MSMEG_6406	1611
MSMEG_6407	825
MSMEG_6408	762
MSMEG_6409	792
MSMEG_6410	1557
MSMEG_6411	333
MSMEG_6412	819
MSMEG_6413	1254
MSMEG_6414	1452
MSMEG_6415	345
MSMEG_6416	687
MSMEG_6417	189
MSMEG_6418	933
MSMEG_6419	786
MSMEG_6420	783
MSMEG_6421	1872
MSMEG_6422	546
MSMEG_6423	846
MSMEG_6424	1158
MSMEG_6425	342
MSMEG_6426	144
MSMEG_6427	624
MSMEG_6428	534
MSMEG_6429	156
MSMEG_6430	1695
MSMEG_6431	429
MSMEG_6432	462
MSMEG_6433	1107
MSMEG_6434	657
MSMEG_6435	534
MSMEG_6436	552
MSMEG_6437	930
MSMEG_6438	489
MSMEG_6439	480
MSMEG_6440	1479
MSMEG_6441	654
MSMEG_6442	363
MSMEG_6443	1212
MSMEG_6444	285
MSMEG_6445	1005
MSMEG_6446	1062
MSMEG_6447	324
MSMEG_6448	372
MSMEG_6449	321
MSMEG_6450	1398
MSMEG_6451	393
MSMEG_6452	1353
MSMEG_6453	1635
MSMEG_6454	855
MSMEG_6455	585
MSMEG_6456	141
MSMEG_6457	504
MSMEG_6458	1467
MSMEG_6459	4629
MSMEG_6460	189
MSMEG_6461	504
MSMEG_6462	1323
MSMEG_6463	702
MSMEG_6464	801
MSMEG_6465	1377
MSMEG_6466	774
MSMEG_6467	552
MSMEG_6468	900
MSMEG_6469	426
MSMEG_6470	207
MSMEG_6471	1374
MSMEG_6472	225
MSMEG_6473	819
MSMEG_6474	1023
MSMEG_6475	501
MSMEG_6476	393
MSMEG_6477	516
MSMEG_6478	1344
MSMEG_6479	570
MSMEG_6480	633
MSMEG_6481	1047
MSMEG_6482	672
MSMEG_6483	723
MSMEG_6484	1242
MSMEG_6485	456
MSMEG_6486	1032
MSMEG_6487	1068
MSMEG_6488	438
MSMEG_6489	1191
MSMEG_6490	1344
MSMEG_6491	1500
MSMEG_6492	1737
MSMEG_6493	1053
MSMEG_6494	831
MSMEG_6495	780
MSMEG_6496	762
MSMEG_6497	534
MSMEG_6498	294
MSMEG_6499	798
MSMEG_6500	1863
MSMEG_6501	213
MSMEG_6502	444
MSMEG_6503	567
MSMEG_6504	1293
MSMEG_6505	705
MSMEG_6506	552
MSMEG_6507	2145
MSMEG_6508	468
MSMEG_6509	870
MSMEG_6510	804
MSMEG_6511	1158
MSMEG_6512	1110
MSMEG_6513	1992
MSMEG_6514	1326
MSMEG_6515	1782
MSMEG_6516	174
MSMEG_6517	141
MSMEG_6518	390
MSMEG_6519	801
MSMEG_6520	579
MSMEG_6521	1065
MSMEG_6522	822
MSMEG_6523	861
MSMEG_6524	1152
MSMEG_6525	507
MSMEG_6526	429
MSMEG_6527	606
MSMEG_6528	753
MSMEG_6529	750
MSMEG_6530	576
MSMEG_6531	294
MSMEG_6532	606
MSMEG_6533	927
MSMEG_6534	132
MSMEG_6535	2196
MSMEG_6536	567
MSMEG_6537	576
MSMEG_6538	708
MSMEG_6539	900
MSMEG_6540	1242
MSMEG_6541	351
MSMEG_6542	1098
MSMEG_6544	150
MSMEG_6545	708
MSMEG_6546	834
MSMEG_6547	1263
MSMEG_6548	417
MSMEG_6549	591
MSMEG_6550	231
MSMEG_6551	513
MSMEG_6552	447
MSMEG_6553	1731
MSMEG_6554	2583
MSMEG_6555	711
MSMEG_6556	615
MSMEG_6557	903
MSMEG_6558	657
MSMEG_6559	306
MSMEG_6560	423
MSMEG_6561	1221
MSMEG_6562	2259
MSMEG_6563	1011
MSMEG_6564	570
MSMEG_6565	669
MSMEG_6566	156
MSMEG_6567	1206
MSMEG_6568	1125
MSMEG_6569	495
MSMEG_6570	1380
MSMEG_6571	543
MSMEG_6572	633
MSMEG_6573	1668
MSMEG_6574	486
MSMEG_6575	1230
MSMEG_6576	441
MSMEG_6577	1545
MSMEG_6578	105
MSMEG_6579	399
MSMEG_6580	450
MSMEG_6581	669
MSMEG_6582	1116
MSMEG_6583	1203
MSMEG_6584	1191
MSMEG_6585	1272
MSMEG_6586	843
MSMEG_6587	3951
MSMEG_6588	906
MSMEG_6589	1047
MSMEG_6590	396
MSMEG_6591	1731
MSMEG_6592	855
MSMEG_6593	768
MSMEG_6594	894
MSMEG_6595	975
MSMEG_6596	909
MSMEG_6597	762
MSMEG_6598	453
MSMEG_6600	993
MSMEG_6601	522
MSMEG_6602	1038
MSMEG_6603	396
MSMEG_6604	600
MSMEG_6605	597
MSMEG_6606	675
MSMEG_6607	861
MSMEG_6608	951
MSMEG_6609	465
MSMEG_6610	861
MSMEG_6611	528
MSMEG_6612	1002
MSMEG_6613	894
MSMEG_6614	1167
MSMEG_6615	672
MSMEG_6616	1182
MSMEG_6617	720
MSMEG_6618	2838
MSMEG_6620	387
MSMEG_6621	852
MSMEG_6622	1191
MSMEG_6623	780
MSMEG_6624	558
MSMEG_6625	423
MSMEG_6626	774
MSMEG_6627	672
MSMEG_6628	612
MSMEG_6629	900
MSMEG_6630	351
MSMEG_6631	606
MSMEG_6632	1617
MSMEG_6633	309
MSMEG_6634	864
MSMEG_6635	612
MSMEG_6636	621
MSMEG_6637	258
MSMEG_6638	2316
MSMEG_6639	678
MSMEG_6640	123
MSMEG_6641	1362
MSMEG_6642	1200
MSMEG_6643	1419
MSMEG_6644	912
MSMEG_6645	1515
MSMEG_6646	918
MSMEG_6647	1131
MSMEG_6648	3081
MSMEG_6649	891
MSMEG_6650	180
MSMEG_6651	114
MSMEG_6652	411
MSMEG_6654	1404
MSMEG_6655	777
MSMEG_6656	1509
MSMEG_6657	1134
MSMEG_6658	831
MSMEG_6659	261
MSMEG_6660	1437
MSMEG_6661	843
MSMEG_6662	846
MSMEG_6663	744
MSMEG_6664	846
MSMEG_6665	276
MSMEG_6666	459
MSMEG_6667	531
MSMEG_6668	1140
MSMEG_6669	954
MSMEG_6670	825
MSMEG_6671	1044
MSMEG_6672	1020
MSMEG_6673	1470
MSMEG_6674	894
MSMEG_6675	177
MSMEG_6676	615
MSMEG_6677	861
MSMEG_6678	486
MSMEG_6679	909
MSMEG_6680	471
MSMEG_6681	237
MSMEG_6682	624
MSMEG_6683	480
MSMEG_6684	1095
MSMEG_6685	1353
MSMEG_6686	1194
MSMEG_6687	1464
MSMEG_6688	1512
MSMEG_6689	1104
MSMEG_6690	810
MSMEG_6691	747
MSMEG_6692	720
MSMEG_6693	1386
MSMEG_6694	189
MSMEG_6695	1203
MSMEG_6696	405
MSMEG_6697	1323
MSMEG_6698	627
MSMEG_6699	870
MSMEG_6700	738
MSMEG_6701	1497
MSMEG_6702	1383
MSMEG_6703	831
MSMEG_6704	813
MSMEG_6705	747
MSMEG_6706	105
MSMEG_6707	321
MSMEG_6708	906
MSMEG_6709	753
MSMEG_6710	849
MSMEG_6711	1368
MSMEG_6712	1086
MSMEG_6713	876
MSMEG_6714	618
MSMEG_6715	840
MSMEG_6716	822
MSMEG_6717	1071
MSMEG_6718	1368
MSMEG_6719	858
MSMEG_6720	864
MSMEG_6721	120
MSMEG_6722	900
MSMEG_6723	519
MSMEG_6724	783
MSMEG_6725	1476
MSMEG_6726	630
MSMEG_6727	1347
MSMEG_6728	489
MSMEG_6729	870
MSMEG_6730	906
MSMEG_6731	579
MSMEG_6732	591
MSMEG_6733	795
MSMEG_6734	1314
MSMEG_6735	1437
MSMEG_6736	1002
MSMEG_6737	882
MSMEG_6738	684
MSMEG_6739	447
MSMEG_6740	1005
MSMEG_6741	681
MSMEG_6742	564
MSMEG_6743	456
MSMEG_6744	855
MSMEG_6745	744
MSMEG_6746	1071
MSMEG_6747	918
MSMEG_6748	1668
MSMEG_6749	213
MSMEG_6750	810
MSMEG_6751	216
MSMEG_6752	990
MSMEG_6753	723
MSMEG_6754	1029
MSMEG_6755	924
MSMEG_6756	1518
MSMEG_6757	762
MSMEG_6758	816
MSMEG_6759	1518
MSMEG_6760	486
MSMEG_6761	1707
MSMEG_6762	348
MSMEG_6763	825
MSMEG_6764	582
MSMEG_6765	843
MSMEG_6766	837
MSMEG_6767	5481
MSMEG_6768	1752
MSMEG_6769	1281
MSMEG_6770	399
MSMEG_6771	543
MSMEG_6772	1029
MSMEG_6773	1188
MSMEG_6774	783
MSMEG_6775	1356
MSMEG_6776	891
MSMEG_6777	780
MSMEG_6778	441
MSMEG_6779	648
MSMEG_6780	873
MSMEG_6781	1473
MSMEG_6782	270
MSMEG_6783	993
MSMEG_6784	1068
MSMEG_6785	792
MSMEG_6786	600
MSMEG_6787	459
MSMEG_6788	1716
MSMEG_6789	777
MSMEG_6790	921
MSMEG_6791	963
MSMEG_6792	1401
MSMEG_6793	1389
MSMEG_6794	867
MSMEG_6795	843
MSMEG_6796	387
MSMEG_6797	414
MSMEG_6798	999
MSMEG_6799	1107
MSMEG_6800	651
MSMEG_6801	930
MSMEG_6802	792
MSMEG_6803	1020
MSMEG_6804	999
MSMEG_6805	1521
MSMEG_6806	2523
MSMEG_6807	606
MSMEG_6808	1161
MSMEG_6809	804
MSMEG_6811	1224
MSMEG_6813	954
MSMEG_6814	435
MSMEG_6815	786
MSMEG_6816	2163
MSMEG_6817	891
MSMEG_6818	1203
MSMEG_6820	780
MSMEG_6821	1098
MSMEG_6822	912
MSMEG_6823	735
MSMEG_6824	714
MSMEG_6825	813
MSMEG_6826	1683
MSMEG_6827	141
MSMEG_6828	2733
MSMEG_6829	453
MSMEG_6830	729
MSMEG_6831	852
MSMEG_6832	624
MSMEG_6833	1080
MSMEG_6834	1029
MSMEG_6835	1395
MSMEG_6836	411
MSMEG_6837	936
MSMEG_6838	516
MSMEG_6839	999
MSMEG_6840	882
MSMEG_6841	132
MSMEG_6842	1323
MSMEG_6843	822
MSMEG_6844	1053
MSMEG_6845	1296
MSMEG_6846	510
MSMEG_6847	1155
MSMEG_6848	1248
MSMEG_6849	933
MSMEG_6850	717
MSMEG_6851	540
MSMEG_6852	924
MSMEG_6853	549
MSMEG_6854	1269
MSMEG_6855	891
MSMEG_6856	1434
MSMEG_6857	771
MSMEG_6858	1119
MSMEG_6859	753
MSMEG_6860	447
MSMEG_6861	555
MSMEG_6862	585
MSMEG_6863	768
MSMEG_6864	690
MSMEG_6865	1476
MSMEG_6866	999
MSMEG_6867	825
MSMEG_6869	963
MSMEG_6870	825
MSMEG_6871	1128
MSMEG_6872	1050
MSMEG_6874	1503
MSMEG_6875	1131
MSMEG_6876	723
MSMEG_6877	780
MSMEG_6878	975
MSMEG_6879	912
MSMEG_6880	1290
MSMEG_6881	630
MSMEG_6882	960
MSMEG_6884	543
MSMEG_6885	825
MSMEG_6886	363
MSMEG_6887	1248
MSMEG_6888	822
MSMEG_6889	309
MSMEG_6890	294
MSMEG_6892	3075
MSMEG_6893	267
MSMEG_6894	456
MSMEG_6895	255
MSMEG_6896	498
MSMEG_6897	273
MSMEG_6898	576
MSMEG_6899	1665
MSMEG_6900	2358
MSMEG_6901	432
MSMEG_6902	870
MSMEG_6903	555
MSMEG_6904	1017
MSMEG_6906	915
MSMEG_6907	798
MSMEG_6908	666
MSMEG_6909	1773
MSMEG_6911	738
MSMEG_6913	501
MSMEG_6914	1341
MSMEG_6916	666
MSMEG_6917	2862
MSMEG_6919	945
MSMEG_6920	369
MSMEG_6921	606
MSMEG_6922	1296
MSMEG_6923	774
MSMEG_6925	498
MSMEG_6926	1443
MSMEG_6927	894
MSMEG_6928	2403
MSMEG_6929	3651
MSMEG_6930	831
MSMEG_6931	627
MSMEG_6932	738
MSMEG_6933	936
MSMEG_6934	333
MSMEG_6935	1191
MSMEG_6936	753
MSMEG_6938	1056
MSMEG_6939	972
MSMEG_6940	708
MSMEG_6941	552
MSMEG_6942	1104
MSMEG_6944	348
MSMEG_6945	372
MSMEG_6946	144
MSMEG_6947	1515
VBIMycSme59918_0010	1059
VBIMycSme59918_0018	420
VBIMycSme59918_0034	243
VBIMycSme59918_0035	171
VBIMycSme59918_0041	195
VBIMycSme59918_0067	135
VBIMycSme59918_0071	1197
VBIMycSme59918_0076	117
VBIMycSme59918_0195	474
VBIMycSme59918_0296	150
VBIMycSme59918_0307	453
VBIMycSme59918_0325	135
VBIMycSme59918_0417	138
VBIMycSme59918_0486	159
VBIMycSme59918_0490	771
VBIMycSme59918_0491	813
VBIMycSme59918_0517	618
VBIMycSme59918_0518	456
VBIMycSme59918_0627	1398
VBIMycSme59918_0649	810
VBIMycSme59918_0650	183
VBIMycSme59918_0690	1080
VBIMycSme59918_0712	171
VBIMycSme59918_0718	219
VBIMycSme59918_0719	468
VBIMycSme59918_0769	822
VBIMycSme59918_0792	1110
VBIMycSme59918_0793	1245
VBIMycSme59918_0806	339
VBIMycSme59918_0830	282
VBIMycSme59918_0949	876
VBIMycSme59918_0991	639
VBIMycSme59918_1005	300
VBIMycSme59918_1007	363
VBIMycSme59918_1023	1299
VBIMycSme59918_1027	1671
VBIMycSme59918_1043	279
VBIMycSme59918_1074	879
VBIMycSme59918_1075	813
VBIMycSme59918_1087	225
VBIMycSme59918_1093	471
VBIMycSme59918_1094	654
VBIMycSme59918_1119	138
VBIMycSme59918_1120	120
VBIMycSme59918_1121	192
VBIMycSme59918_1131	288
VBIMycSme59918_1157	273
VBIMycSme59918_1158	213
VBIMycSme59918_1159	270
VBIMycSme59918_1194	183
VBIMycSme59918_1202	501
VBIMycSme59918_1228	702
VBIMycSme59918_1229	189
VBIMycSme59918_1240	114
VBIMycSme59918_1257	1344
VBIMycSme59918_1338	609
VBIMycSme59918_1383	1824
VBIMycSme59918_1387	579
VBIMycSme59918_1391	912
VBIMycSme59918_1392	576
VBIMycSme59918_1393	699
VBIMycSme59918_1394	117
VBIMycSme59918_1395	600
VBIMycSme59918_1435	117
VBIMycSme59918_1436	321
VBIMycSme59918_1534	408
VBIMycSme59918_1535	1467
VBIMycSme59918_1541	417
VBIMycSme59918_1547	390
VBIMycSme59918_1548	1038
VBIMycSme59918_1577	384
VBIMycSme59918_1602	735
VBIMycSme59918_1603	1233
VBIMycSme59918_1632	294
VBIMycSme59918_1703	219
VBIMycSme59918_1726	117
VBIMycSme59918_1794	294
VBIMycSme59918_1796	255
VBIMycSme59918_1797	636
VBIMycSme59918_1806	141
VBIMycSme59918_1809	990
VBIMycSme59918_1825	1257
VBIMycSme59918_1826	204
VBIMycSme59918_1831	912
VBIMycSme59918_1836	942
VBIMycSme59918_1837	615
VBIMycSme59918_1950	777
VBIMycSme59918_1995	699
VBIMycSme59918_1996	489
VBIMycSme59918_2016	114
VBIMycSme59918_2017	1035
VBIMycSme59918_2061	381
VBIMycSme59918_2062	936
VBIMycSme59918_2077	771
VBIMycSme59918_2116	171
VBIMycSme59918_2117	927
VBIMycSme59918_2129	198
VBIMycSme59918_2130	2691
VBIMycSme59918_2177	558
VBIMycSme59918_2178	609
VBIMycSme59918_2249	639
VBIMycSme59918_2263	300
VBIMycSme59918_2265	363
VBIMycSme59918_2281	1299
VBIMycSme59918_2285	1689
VBIMycSme59918_2301	279
VBIMycSme59918_2310	135
VBIMycSme59918_2311	324
VBIMycSme59918_2314	1206
VBIMycSme59918_2332	1098
VBIMycSme59918_2364	315
VBIMycSme59918_2366	264
VBIMycSme59918_2417	153
VBIMycSme59918_2437	372
VBIMycSme59918_2438	963
VBIMycSme59918_2475	759
VBIMycSme59918_2476	366
VBIMycSme59918_2480	1008
VBIMycSme59918_2481	900
VBIMycSme59918_2521	537
VBIMycSme59918_2639	207
VBIMycSme59918_2645	162
VBIMycSme59918_2671	591
VBIMycSme59918_2672	471
VBIMycSme59918_2697	414
VBIMycSme59918_2698	201
VBIMycSme59918_2712	903
VBIMycSme59918_2714	657
VBIMycSme59918_2715	180
VBIMycSme59918_2720	165
VBIMycSme59918_2770	321
VBIMycSme59918_2781	279
VBIMycSme59918_2782	282
VBIMycSme59918_2783	216
VBIMycSme59918_2784	210
VBIMycSme59918_2788	480
VBIMycSme59918_2789	156
VBIMycSme59918_2792	1197
VBIMycSme59918_2864	144
VBIMycSme59918_2865	111
VBIMycSme59918_2866	1074
VBIMycSme59918_2949	1089
VBIMycSme59918_2985	630
VBIMycSme59918_2999	2217
VBIMycSme59918_3049	441
VBIMycSme59918_3050	621
VBIMycSme59918_3105	177
VBIMycSme59918_3122	414
VBIMycSme59918_3146	1350
VBIMycSme59918_3147	933
VBIMycSme59918_3192	1377
VBIMycSme59918_3205	798
VBIMycSme59918_3217	165
VBIMycSme59918_3257	303
VBIMycSme59918_3265	573
VBIMycSme59918_3266	270
VBIMycSme59918_3279	486
VBIMycSme59918_3280	420
VBIMycSme59918_3291	993
VBIMycSme59918_3292	360
VBIMycSme59918_3325	129
VBIMycSme59918_3326	543
VBIMycSme59918_3337	132
VBIMycSme59918_3341	129
VBIMycSme59918_3349	183
VBIMycSme59918_3356	771
VBIMycSme59918_3357	363
VBIMycSme59918_3364	1362
VBIMycSme59918_3372	303
VBIMycSme59918_3392	141
VBIMycSme59918_3469	1233
VBIMycSme59918_3621	123
VBIMycSme59918_3638	591
VBIMycSme59918_3639	168
VBIMycSme59918_3650	1062
VBIMycSme59918_3662	183
VBIMycSme59918_3663	546
VBIMycSme59918_3688	927
VBIMycSme59918_3690	1155
VBIMycSme59918_3691	591
VBIMycSme59918_3718	348
VBIMycSme59918_3769	1257
VBIMycSme59918_3796	183
VBIMycSme59918_3828	279
VBIMycSme59918_3829	753
VBIMycSme59918_3854	153
VBIMycSme59918_3856	195
VBIMycSme59918_3881	615
VBIMycSme59918_3911	1317
VBIMycSme59918_3913	120
VBIMycSme59918_3917	423
VBIMycSme59918_3918	285
VBIMycSme59918_3922	942
VBIMycSme59918_3968	354
VBIMycSme59918_3990	402
VBIMycSme59918_3993	114
VBIMycSme59918_3997	159
VBIMycSme59918_3999	282
VBIMycSme59918_4006	246
VBIMycSme59918_4047	126
VBIMycSme59918_4049	138
VBIMycSme59918_4050	150
VBIMycSme59918_4053	135
VBIMycSme59918_4057	867
VBIMycSme59918_4058	456
VBIMycSme59918_4063	918
VBIMycSme59918_4099	1356
VBIMycSme59918_4126	2184
VBIMycSme59918_4127	1875
VBIMycSme59918_4179	618
VBIMycSme59918_4188	207
VBIMycSme59918_4249	189
VBIMycSme59918_4281	792
VBIMycSme59918_4301	168
VBIMycSme59918_4356	1368
VBIMycSme59918_4404	150
VBIMycSme59918_4448	771
VBIMycSme59918_4449	171
VBIMycSme59918_4468	579
VBIMycSme59918_4469	840
VBIMycSme59918_4499	798
VBIMycSme59918_4501	144
VBIMycSme59918_4502	141
VBIMycSme59918_4503	1053
VBIMycSme59918_4506	327
VBIMycSme59918_4507	117
VBIMycSme59918_4509	639
VBIMycSme59918_4510	246
VBIMycSme59918_4511	363
VBIMycSme59918_4524	1488
VBIMycSme59918_4609	129
VBIMycSme59918_4615	132
VBIMycSme59918_4644	123
VBIMycSme59918_4645	306
VBIMycSme59918_4775	117
VBIMycSme59918_4807	546
VBIMycSme59918_4871	159
VBIMycSme59918_4908	285
VBIMycSme59918_4909	816
VBIMycSme59918_4915	123
VBIMycSme59918_4988	237
VBIMycSme59918_4997	447
VBIMycSme59918_4998	117
VBIMycSme59918_5004	156
VBIMycSme59918_5168	225
VBIMycSme59918_5199	1200
VBIMycSme59918_5200	1311
VBIMycSme59918_5234	180
VBIMycSme59918_5247	2649
VBIMycSme59918_5248	363
VBIMycSme59918_5281	1209
VBIMycSme59918_5346	138
VBIMycSme59918_5369	441
VBIMycSme59918_5370	270
VBIMycSme59918_5409	231
VBIMycSme59918_5410	645
VBIMycSme59918_5415	504
VBIMycSme59918_5416	360
VBIMycSme59918_5503	633
VBIMycSme59918_5601	117
VBIMycSme59918_5629	918
VBIMycSme59918_5676	285
VBIMycSme59918_5677	390
VBIMycSme59918_5802	135
VBIMycSme59918_5843	486
VBIMycSme59918_5844	381
VBIMycSme59918_5849	1287
VBIMycSme59918_5850	213
VBIMycSme59918_5887	1164
VBIMycSme59918_5888	825
VBIMycSme59918_5893	1074
VBIMycSme59918_5894	111
VBIMycSme59918_5922	633
VBIMycSme59918_5931	144
VBIMycSme59918_5984	132
VBIMycSme59918_5985	186
VBIMycSme59918_5987	825
VBIMycSme59918_6000	564
VBIMycSme59918_6006	168
VBIMycSme59918_6018	756
VBIMycSme59918_6071	120
VBIMycSme59918_6180	669
VBIMycSme59918_6247	165
VBIMycSme59918_6321	249
VBIMycSme59918_6367	507
VBIMycSme59918_6368	1143
VBIMycSme59918_6395	120
VBIMycSme59918_6423	846
VBIMycSme59918_6424	276
VBIMycSme59918_6441	1530
VBIMycSme59918_6442	1053
VBIMycSme59918_6444	615
VBIMycSme59918_6476	135
VBIMycSme59918_6477	1557
VBIMycSme59918_6478	873
VBIMycSme59918_6492	120
VBIMycSme59918_6618	270
VBIMycSme59918_6630	1182
VBIMycSme59918_6632	915
VBIMycSme59918_6639	345
VBIMycSme59918_6640	591
VBIMycSme59918_6654	117
VBIMycSme59918_6689	810
VBIMycSme59918_6690	819
VBIMycSme59918_6695	393
VBIMycSme59918_6704	168
VBIMycSme59918_6709	135
VBIMycSme59918_6719	429
ORF1	717
ORF2	132
ORF3	165
ORF4	393
ORF5	93
ORF6	396
ORF7	261
ORF8	294
ORF9	369
ORF10	510
ORF11	534
ORF12	702
ORF13	702
ORF14	1956
ORF15	1314
ORF16	1143
ORF17	840
ORF18	804
ORF19	792
ORF20	777
ORF21	777
ORF22	756
ORF23	732
ORF24	732
ORF25	633
ORF26	612
ORF27	606
ORF28	603
ORF29	549
ORF30	513
ORF31	459
ORF32	438
ORF33	432
ORF34	387
ORF35	366
ORF36	339
ORF37	336
ORF38	330
ORF39	312
ORF40	309
ORF41	306
ORF42	291
ORF43	279
ORF44	273
ORF45	255
ORF46	255
ORF47	234
ORF48	234
ORF49	225
ORF50	210
ORF51	201
ORF52	195
ORF53	186
ORF54	177
ORF55	156
ORF56	144
ORF57	138
ORF58	135
ORF59	135
ORF60	129
ORF61	114
ORF62	111
ORF63	102
ORF64	90
ORF65	123
ORF66	96
