 	fpr_UTR_length
MSMEG_6219	112
MSMEG_6220	NA
MSMEG_6221	222
MSMEG_6222	NA
MSMEG_6223	NA
MSMEG_6224	27
MSMEG_6225	NA
MSMEG_6226	0
MSMEG_6227	39
MSMEG_6228	0
MSMEG_6229	35
MSMEG_6230	NA
MSMEG_6231	NA
MSMEG_6232	NA
MSMEG_6233	NA
MSMEG_6234	0
MSMEG_6235	NA
MSMEG_6236	NA
MSMEG_6237	236
MSMEG_6238	NA
MSMEG_6239	42
MSMEG_6240	155
MSMEG_6241	203
MSMEG_6242	41
MSMEG_6243	34
MSMEG_6244	NA
MSMEG_6245	144
MSMEG_6246	NA
MSMEG_6247	NA
MSMEG_6248	NA
MSMEG_6249	NA
MSMEG_6250	42
MSMEG_6251	NA
MSMEG_6252	NA
MSMEG_6253	0
MSMEG_6254	117
MSMEG_6255	NA
MSMEG_6256	NA
MSMEG_6257	41
MSMEG_6258	0
MSMEG_6259	40
MSMEG_6260	NA
MSMEG_6261	NA
MSMEG_6262	NA
MSMEG_6263	NA
MSMEG_6264	NA
MSMEG_6265	NA
MSMEG_6266	73
MSMEG_6267	NA
MSMEG_6268	NA
MSMEG_6269	NA
MSMEG_6270	327
MSMEG_6271	117
MSMEG_6272	NA
MSMEG_6273	NA
MSMEG_6274	NA
MSMEG_6275	0
MSMEG_6276	0
MSMEG_6277	NA
MSMEG_6278	NA
MSMEG_6279	NA
MSMEG_6280	117
MSMEG_6281	NA
MSMEG_6282	71
MSMEG_6283	0
MSMEG_6284	18
MSMEG_6285	0
MSMEG_6286	146
MSMEG_6288	NA
MSMEG_6289	NA
MSMEG_6290	0
MSMEG_6291	55
MSMEG_6292	NA
MSMEG_6293	0
MSMEG_6294	0
MSMEG_6295	NA
MSMEG_6296	NA
MSMEG_6297	NA
MSMEG_6298	NA
MSMEG_6299	NA
MSMEG_6300	28
MSMEG_6301	NA
MSMEG_6302	1
MSMEG_6303	31
MSMEG_6304	NA
MSMEG_6305	NA
MSMEG_6306	0
MSMEG_6307	0
MSMEG_6308	NA
MSMEG_6309	NA
MSMEG_6310	NA
MSMEG_6311	NA
MSMEG_6312	NA
MSMEG_6313	0
MSMEG_6314	351
MSMEG_6315	0
MSMEG_6316	47
MSMEG_6317	0
MSMEG_6318	NA
MSMEG_6319	NA
MSMEG_6320	NA
MSMEG_6321	NA
MSMEG_6322	NA
MSMEG_6323	NA
MSMEG_6324	NA
MSMEG_6325	NA
MSMEG_6327	NA
MSMEG_6328	0
MSMEG_6329	0
MSMEG_6330	0
MSMEG_6331	NA
MSMEG_6332	NA
MSMEG_6333	NA
MSMEG_6334	291
MSMEG_6335	NA
MSMEG_6336	0
MSMEG_6337	0
MSMEG_6338	0
MSMEG_6339	NA
MSMEG_6340	46
MSMEG_6341	NA
MSMEG_6342	NA
MSMEG_6343	0
MSMEG_6344	34
MSMEG_6345	0
MSMEG_6346	34
MSMEG_6347	NA
MSMEG_6348	44
MSMEG_6351	0
MSMEG_6352	107
MSMEG_6353	24
MSMEG_6354	488
MSMEG_6355	NA
MSMEG_6356	126
MSMEG_6357	NA
MSMEG_6358	325
MSMEG_6359	NA
MSMEG_6361	0
MSMEG_6362	0
MSMEG_6363	106
MSMEG_6365	99
MSMEG_6366	NA
MSMEG_6367	NA
MSMEG_6368	0
MSMEG_6369	72
MSMEG_6370	0
MSMEG_6371	NA
MSMEG_6372	0
MSMEG_6373	NA
MSMEG_6374	NA
MSMEG_6375	NA
MSMEG_6376	NA
MSMEG_6377	NA
MSMEG_6378	NA
MSMEG_6379	376
MSMEG_6380	258
MSMEG_6381	22
MSMEG_6382	NA
MSMEG_6383	203
MSMEG_6384	NA
MSMEG_6385	29
MSMEG_6386	48
MSMEG_6387	0
MSMEG_6388	0
MSMEG_6389	NA
MSMEG_6390	38
MSMEG_6391	68
MSMEG_6392	NA
MSMEG_6393	91
MSMEG_6394	151
MSMEG_6395	0
MSMEG_6396	NA
MSMEG_6397	NA
MSMEG_6398	73
MSMEG_6399	68
MSMEG_6400	NA
MSMEG_6401	62
MSMEG_6402	NA
MSMEG_6403	NA
MSMEG_6404	1
MSMEG_6405	103
MSMEG_6406	0
MSMEG_6407	NA
MSMEG_6408	307
MSMEG_6409	0
MSMEG_6410	31
MSMEG_6411	303
MSMEG_6412	NA
MSMEG_6413	0
MSMEG_6414	36
MSMEG_6415	NA
MSMEG_6416	110
MSMEG_6417	NA
MSMEG_6418	0
MSMEG_6419	30
MSMEG_6420	0
MSMEG_6421	NA
MSMEG_6422	0
MSMEG_6423	NA
MSMEG_6424	NA
MSMEG_6425	NA
MSMEG_6426	81
MSMEG_6427	64
MSMEG_6428	53
MSMEG_6429	NA
MSMEG_6430	142
MSMEG_6431	NA
MSMEG_6432	42
MSMEG_6433	45
MSMEG_6434	56
MSMEG_6435	NA
MSMEG_6436	NA
MSMEG_6437	NA
MSMEG_6438	62
MSMEG_6439	0
MSMEG_6440	0
MSMEG_6441	0
MSMEG_6442	NA
MSMEG_6443	NA
MSMEG_6444	NA
MSMEG_6445	NA
MSMEG_6446	16
MSMEG_6447	364
MSMEG_6448	11
MSMEG_6449	NA
MSMEG_6450	NA
MSMEG_6451	35
MSMEG_6452	36
MSMEG_6453	NA
MSMEG_6454	0
MSMEG_6455	NA
MSMEG_6456	38
MSMEG_6457	41
MSMEG_6458	NA
MSMEG_6459	NA
MSMEG_6460	NA
MSMEG_6461	NA
MSMEG_6462	NA
MSMEG_6463	NA
MSMEG_6464	0
MSMEG_6465	0
MSMEG_6466	NA
MSMEG_6467	NA
MSMEG_6468	0
MSMEG_6469	NA
MSMEG_6470	NA
MSMEG_6471	NA
MSMEG_6472	NA
MSMEG_6473	NA
MSMEG_6474	NA
MSMEG_6475	0
MSMEG_6476	NA
MSMEG_6477	25
MSMEG_6478	NA
MSMEG_6479	0
MSMEG_6480	29
MSMEG_6481	307
MSMEG_6482	NA
MSMEG_6483	NA
MSMEG_6484	77
MSMEG_6485	0
MSMEG_6486	NA
MSMEG_6487	160
MSMEG_6488	NA
MSMEG_6489	NA
MSMEG_6490	NA
MSMEG_6491	NA
MSMEG_6492	NA
MSMEG_6493	NA
MSMEG_6494	NA
MSMEG_6495	NA
MSMEG_6496	NA
MSMEG_6497	83
MSMEG_6498	42
MSMEG_6499	0
MSMEG_6500	NA
MSMEG_6501	NA
MSMEG_6502	0
MSMEG_6503	0
MSMEG_6504	NA
MSMEG_6505	NA
MSMEG_6506	NA
MSMEG_6507	0
MSMEG_6508	204
MSMEG_6509	NA
MSMEG_6510	NA
MSMEG_6511	24
MSMEG_6512	NA
MSMEG_6513	NA
MSMEG_6514	NA
MSMEG_6515	1
MSMEG_6516	NA
MSMEG_6517	NA
MSMEG_6518	132
MSMEG_6519	324
MSMEG_6520	0
MSMEG_6521	NA
MSMEG_6522	NA
MSMEG_6523	NA
MSMEG_6524	119
MSMEG_6525	1
MSMEG_6526	0
MSMEG_6527	NA
MSMEG_6528	124
MSMEG_6529	NA
MSMEG_6530	NA
MSMEG_6531	NA
MSMEG_6532	NA
MSMEG_6533	NA
MSMEG_6534	NA
MSMEG_6535	48
MSMEG_6536	NA
MSMEG_6537	NA
MSMEG_6538	151
MSMEG_6539	NA
MSMEG_6540	42
MSMEG_6541	109
MSMEG_6542	NA
MSMEG_6544	185
MSMEG_6545	NA
MSMEG_6546	0
MSMEG_6547	0
MSMEG_6548	NA
MSMEG_6549	NA
MSMEG_6550	NA
MSMEG_6551	NA
MSMEG_6552	47
MSMEG_6553	NA
MSMEG_6554	NA
MSMEG_6555	66
MSMEG_6556	NA
MSMEG_6557	0
MSMEG_6558	NA
MSMEG_6559	0
MSMEG_6560	NA
MSMEG_6561	NA
MSMEG_6562	NA
MSMEG_6563	52
MSMEG_6564	NA
MSMEG_6565	NA
MSMEG_6566	63
MSMEG_6567	NA
MSMEG_6568	70
MSMEG_6569	NA
MSMEG_6570	NA
MSMEG_6571	0
MSMEG_6572	NA
MSMEG_6573	NA
MSMEG_6574	0
MSMEG_6575	NA
MSMEG_6576	NA
MSMEG_6577	120
MSMEG_6578	NA
MSMEG_6579	52
MSMEG_6580	0
MSMEG_6581	67
MSMEG_6582	NA
MSMEG_6583	0
MSMEG_6584	0
MSMEG_6585	NA
MSMEG_6586	NA
MSMEG_6587	47
MSMEG_6588	42
MSMEG_6589	NA
MSMEG_6590	1
MSMEG_6591	NA
MSMEG_6592	NA
MSMEG_6593	NA
MSMEG_6594	NA
MSMEG_6595	NA
MSMEG_6596	25
MSMEG_6597	NA
MSMEG_6598	0
MSMEG_6600	NA
MSMEG_6601	1
MSMEG_6602	NA
MSMEG_6603	35
MSMEG_6604	27
MSMEG_6605	0
MSMEG_6606	NA
MSMEG_6607	NA
MSMEG_6608	NA
MSMEG_6609	NA
MSMEG_6610	NA
MSMEG_6611	NA
MSMEG_6612	NA
MSMEG_6613	NA
MSMEG_6614	NA
MSMEG_6615	NA
MSMEG_6616	NA
MSMEG_6617	0
MSMEG_6618	3
MSMEG_6620	0
MSMEG_6621	NA
MSMEG_6622	NA
MSMEG_6623	NA
MSMEG_6624	NA
MSMEG_6625	NA
MSMEG_6626	NA
MSMEG_6627	0
MSMEG_6628	NA
MSMEG_6629	NA
MSMEG_6630	29
MSMEG_6631	NA
MSMEG_6632	NA
MSMEG_6633	NA
MSMEG_6634	301
MSMEG_6635	23
MSMEG_6636	40
MSMEG_6637	65
MSMEG_6638	339
MSMEG_6639	0
MSMEG_6640	480
MSMEG_6641	NA
MSMEG_6642	280
MSMEG_6643	0
MSMEG_6644	NA
MSMEG_6645	NA
MSMEG_6646	NA
MSMEG_6647	NA
MSMEG_6648	NA
MSMEG_6649	323
MSMEG_6650	180
MSMEG_6651	NA
MSMEG_6652	NA
MSMEG_6654	111
MSMEG_6655	NA
MSMEG_6656	NA
MSMEG_6657	NA
MSMEG_6658	NA
MSMEG_6659	NA
MSMEG_6660	39
MSMEG_6661	0
MSMEG_6662	NA
MSMEG_6663	56
MSMEG_6664	NA
MSMEG_6665	NA
MSMEG_6666	0
MSMEG_6667	NA
MSMEG_6668	NA
MSMEG_6669	NA
MSMEG_6670	NA
MSMEG_6671	NA
MSMEG_6672	NA
MSMEG_6673	NA
MSMEG_6674	NA
MSMEG_6675	NA
MSMEG_6676	NA
MSMEG_6677	NA
MSMEG_6678	34
MSMEG_6679	NA
MSMEG_6680	NA
MSMEG_6681	NA
MSMEG_6682	NA
MSMEG_6683	NA
MSMEG_6684	NA
MSMEG_6685	0
MSMEG_6686	65
MSMEG_6687	NA
MSMEG_6688	NA
MSMEG_6689	NA
MSMEG_6690	96
MSMEG_6691	NA
MSMEG_6692	NA
MSMEG_6693	NA
MSMEG_6694	NA
MSMEG_6695	NA
MSMEG_6696	NA
MSMEG_6697	NA
MSMEG_6698	182
MSMEG_6699	NA
MSMEG_6700	73
MSMEG_6701	NA
MSMEG_6702	NA
MSMEG_6703	NA
MSMEG_6704	NA
MSMEG_6705	NA
MSMEG_6706	NA
MSMEG_6707	NA
MSMEG_6708	NA
MSMEG_6709	NA
MSMEG_6710	NA
MSMEG_6711	NA
MSMEG_6712	NA
MSMEG_6713	NA
MSMEG_6714	NA
MSMEG_6715	NA
MSMEG_6716	NA
MSMEG_6717	NA
MSMEG_6718	NA
MSMEG_6719	NA
MSMEG_6720	NA
MSMEG_6721	NA
MSMEG_6722	NA
MSMEG_6723	NA
MSMEG_6724	NA
MSMEG_6725	NA
MSMEG_6726	105
MSMEG_6727	47
MSMEG_6728	NA
MSMEG_6729	0
MSMEG_6730	37
MSMEG_6731	0
MSMEG_6732	NA
MSMEG_6733	0
MSMEG_6734	NA
MSMEG_6735	NA
MSMEG_6736	NA
MSMEG_6737	NA
MSMEG_6738	0
MSMEG_6739	94
MSMEG_6740	59
MSMEG_6741	0
MSMEG_6742	NA
MSMEG_6743	37
MSMEG_6744	115
MSMEG_6745	0
MSMEG_6746	0
MSMEG_6747	44
MSMEG_6748	NA
MSMEG_6749	0
MSMEG_6750	NA
MSMEG_6751	NA
MSMEG_6752	0
MSMEG_6753	0
MSMEG_6754	43
MSMEG_6755	NA
MSMEG_6756	NA
MSMEG_6757	0
MSMEG_6758	54
MSMEG_6759	471
MSMEG_6760	343
MSMEG_6761	65
MSMEG_6762	NA
MSMEG_6763	NA
MSMEG_6764	22
MSMEG_6765	NA
MSMEG_6766	NA
MSMEG_6767	NA
MSMEG_6768	NA
MSMEG_6769	NA
MSMEG_6770	NA
MSMEG_6771	107
MSMEG_6772	53
MSMEG_6773	NA
MSMEG_6774	NA
MSMEG_6775	NA
MSMEG_6776	0
MSMEG_6777	NA
MSMEG_6778	0
MSMEG_6779	0
MSMEG_6780	0
MSMEG_6781	371
MSMEG_6782	NA
MSMEG_6783	23
MSMEG_6784	NA
MSMEG_6785	NA
MSMEG_6786	441
MSMEG_6787	124
MSMEG_6788	NA
MSMEG_6789	88
MSMEG_6790	NA
MSMEG_6791	NA
MSMEG_6792	NA
MSMEG_6793	NA
MSMEG_6794	NA
MSMEG_6795	NA
MSMEG_6796	NA
MSMEG_6797	NA
MSMEG_6798	NA
MSMEG_6799	NA
MSMEG_6800	124
MSMEG_6801	NA
MSMEG_6802	91
MSMEG_6803	NA
MSMEG_6804	44
MSMEG_6805	NA
MSMEG_6806	NA
MSMEG_6807	0
MSMEG_6808	35
MSMEG_6809	NA
MSMEG_6811	NA
MSMEG_6813	NA
MSMEG_6814	NA
MSMEG_6815	0
MSMEG_6816	NA
MSMEG_6817	NA
MSMEG_6818	NA
MSMEG_6820	NA
MSMEG_6821	58
MSMEG_6822	58
MSMEG_6823	NA
MSMEG_6824	NA
MSMEG_6825	NA
MSMEG_6826	32
MSMEG_6827	NA
MSMEG_6828	0
MSMEG_6829	0
MSMEG_6830	NA
MSMEG_6831	NA
MSMEG_6832	NA
MSMEG_6833	NA
MSMEG_6834	NA
MSMEG_6835	NA
MSMEG_6836	NA
MSMEG_6837	NA
MSMEG_6838	NA
MSMEG_6839	0
MSMEG_6840	NA
MSMEG_6841	NA
MSMEG_6842	NA
MSMEG_6843	256
MSMEG_6844	NA
MSMEG_6845	NA
MSMEG_6846	NA
MSMEG_6847	NA
MSMEG_6848	NA
MSMEG_6849	NA
MSMEG_6850	NA
MSMEG_6851	NA
MSMEG_6852	NA
MSMEG_6853	NA
MSMEG_6854	NA
MSMEG_6855	NA
MSMEG_6856	NA
MSMEG_6857	0
MSMEG_6858	NA
MSMEG_6859	23
MSMEG_6860	NA
MSMEG_6861	70
MSMEG_6862	0
MSMEG_6863	NA
MSMEG_6864	1
MSMEG_6865	118
MSMEG_6866	NA
MSMEG_6867	NA
MSMEG_6869	0
MSMEG_6870	NA
MSMEG_6871	NA
MSMEG_6872	NA
MSMEG_6874	64
MSMEG_6875	NA
MSMEG_6876	NA
MSMEG_6877	NA
MSMEG_6878	NA
MSMEG_6879	NA
MSMEG_6880	NA
MSMEG_6881	37
MSMEG_6882	0
MSMEG_6884	56
MSMEG_6885	NA
MSMEG_6886	0
MSMEG_6887	NA
MSMEG_6888	NA
MSMEG_6889	NA
MSMEG_6890	NA
MSMEG_6892	263
MSMEG_6893	NA
MSMEG_6894	NA
MSMEG_6895	NA
MSMEG_6896	78
MSMEG_6897	93
MSMEG_6898	NA
MSMEG_6899	NA
MSMEG_6900	214
MSMEG_6901	NA
MSMEG_6902	0
MSMEG_6903	88
MSMEG_6904	NA
MSMEG_6906	0
MSMEG_6907	0
MSMEG_6908	NA
MSMEG_6909	0
MSMEG_6911	443
MSMEG_6913	0
MSMEG_6914	1
MSMEG_6916	0
MSMEG_6917	0
MSMEG_6919	50
MSMEG_6920	NA
MSMEG_6921	0
MSMEG_6922	38
MSMEG_6923	NA
MSMEG_6925	244
MSMEG_6926	0
MSMEG_6927	0
MSMEG_6928	NA
MSMEG_6929	NA
MSMEG_6930	NA
MSMEG_6931	NA
MSMEG_6932	1
MSMEG_6933	37
MSMEG_6934	18
MSMEG_6935	45
MSMEG_6936	42
MSMEG_6938	NA
MSMEG_6939	NA
MSMEG_6940	NA
MSMEG_6941	337
MSMEG_6942	116
MSMEG_6944	NA
MSMEG_6945	NA
MSMEG_6946	168
MSMEG_6947	226
VBIMycSme59918_0010	NA
VBIMycSme59918_0018	NA
VBIMycSme59918_0034	NA
VBIMycSme59918_0035	NA
VBIMycSme59918_0041	NA
VBIMycSme59918_0067	NA
VBIMycSme59918_0071	NA
VBIMycSme59918_0076	NA
VBIMycSme59918_0195	NA
VBIMycSme59918_0296	NA
VBIMycSme59918_0307	NA
VBIMycSme59918_0325	NA
VBIMycSme59918_0417	NA
VBIMycSme59918_0486	NA
VBIMycSme59918_0490	NA
VBIMycSme59918_0491	NA
VBIMycSme59918_0517	NA
VBIMycSme59918_0518	NA
VBIMycSme59918_0627	NA
VBIMycSme59918_0649	NA
VBIMycSme59918_0650	NA
VBIMycSme59918_0690	NA
VBIMycSme59918_0712	NA
VBIMycSme59918_0718	NA
VBIMycSme59918_0719	NA
VBIMycSme59918_0769	NA
VBIMycSme59918_0792	NA
VBIMycSme59918_0793	NA
VBIMycSme59918_0806	NA
VBIMycSme59918_0830	NA
VBIMycSme59918_0949	NA
VBIMycSme59918_0991	NA
VBIMycSme59918_1005	NA
VBIMycSme59918_1007	NA
VBIMycSme59918_1023	NA
VBIMycSme59918_1027	NA
VBIMycSme59918_1043	NA
VBIMycSme59918_1074	NA
VBIMycSme59918_1075	NA
VBIMycSme59918_1087	NA
VBIMycSme59918_1093	NA
VBIMycSme59918_1094	NA
VBIMycSme59918_1119	NA
VBIMycSme59918_1120	NA
VBIMycSme59918_1121	NA
VBIMycSme59918_1131	NA
VBIMycSme59918_1157	NA
VBIMycSme59918_1158	NA
VBIMycSme59918_1159	NA
VBIMycSme59918_1194	NA
VBIMycSme59918_1202	NA
VBIMycSme59918_1228	NA
VBIMycSme59918_1229	NA
VBIMycSme59918_1240	NA
VBIMycSme59918_1257	NA
VBIMycSme59918_1338	NA
VBIMycSme59918_1383	NA
VBIMycSme59918_1387	NA
VBIMycSme59918_1391	NA
VBIMycSme59918_1392	NA
VBIMycSme59918_1393	NA
VBIMycSme59918_1394	NA
VBIMycSme59918_1395	NA
VBIMycSme59918_1435	NA
VBIMycSme59918_1436	NA
VBIMycSme59918_1534	NA
VBIMycSme59918_1535	NA
VBIMycSme59918_1541	NA
VBIMycSme59918_1547	NA
VBIMycSme59918_1548	NA
VBIMycSme59918_1577	NA
VBIMycSme59918_1602	NA
VBIMycSme59918_1603	NA
VBIMycSme59918_1632	NA
VBIMycSme59918_1703	NA
VBIMycSme59918_1726	NA
VBIMycSme59918_1794	NA
VBIMycSme59918_1796	NA
VBIMycSme59918_1797	NA
VBIMycSme59918_1806	NA
VBIMycSme59918_1809	NA
VBIMycSme59918_1825	NA
VBIMycSme59918_1826	NA
VBIMycSme59918_1831	NA
VBIMycSme59918_1836	NA
VBIMycSme59918_1837	NA
VBIMycSme59918_1950	NA
VBIMycSme59918_1995	NA
VBIMycSme59918_1996	NA
VBIMycSme59918_2016	NA
VBIMycSme59918_2017	NA
VBIMycSme59918_2061	NA
VBIMycSme59918_2062	NA
VBIMycSme59918_2077	NA
VBIMycSme59918_2116	NA
VBIMycSme59918_2117	NA
VBIMycSme59918_2129	NA
VBIMycSme59918_2130	NA
VBIMycSme59918_2177	NA
VBIMycSme59918_2178	NA
VBIMycSme59918_2249	NA
VBIMycSme59918_2263	NA
VBIMycSme59918_2265	NA
VBIMycSme59918_2281	NA
VBIMycSme59918_2285	NA
VBIMycSme59918_2301	NA
VBIMycSme59918_2310	NA
VBIMycSme59918_2311	NA
VBIMycSme59918_2314	NA
VBIMycSme59918_2332	NA
VBIMycSme59918_2364	NA
VBIMycSme59918_2366	NA
VBIMycSme59918_2417	NA
VBIMycSme59918_2437	NA
VBIMycSme59918_2438	NA
VBIMycSme59918_2475	NA
VBIMycSme59918_2476	NA
VBIMycSme59918_2480	NA
VBIMycSme59918_2481	NA
VBIMycSme59918_2521	NA
VBIMycSme59918_2639	NA
VBIMycSme59918_2645	NA
VBIMycSme59918_2671	NA
VBIMycSme59918_2672	NA
VBIMycSme59918_2697	NA
VBIMycSme59918_2698	NA
VBIMycSme59918_2712	NA
VBIMycSme59918_2714	NA
VBIMycSme59918_2715	NA
VBIMycSme59918_2720	NA
VBIMycSme59918_2770	NA
VBIMycSme59918_2781	NA
VBIMycSme59918_2782	NA
VBIMycSme59918_2783	NA
VBIMycSme59918_2784	NA
VBIMycSme59918_2788	NA
VBIMycSme59918_2789	NA
VBIMycSme59918_2792	NA
VBIMycSme59918_2864	NA
VBIMycSme59918_2865	NA
VBIMycSme59918_2866	NA
VBIMycSme59918_2949	NA
VBIMycSme59918_2985	NA
VBIMycSme59918_2999	NA
VBIMycSme59918_3049	NA
VBIMycSme59918_3050	NA
VBIMycSme59918_3105	NA
VBIMycSme59918_3122	NA
VBIMycSme59918_3146	NA
VBIMycSme59918_3147	NA
VBIMycSme59918_3192	NA
VBIMycSme59918_3205	NA
VBIMycSme59918_3217	NA
VBIMycSme59918_3257	NA
VBIMycSme59918_3265	NA
VBIMycSme59918_3266	NA
VBIMycSme59918_3279	NA
VBIMycSme59918_3280	NA
VBIMycSme59918_3291	NA
VBIMycSme59918_3292	NA
VBIMycSme59918_3325	NA
VBIMycSme59918_3326	NA
VBIMycSme59918_3337	NA
VBIMycSme59918_3341	NA
VBIMycSme59918_3349	NA
VBIMycSme59918_3356	NA
VBIMycSme59918_3357	NA
VBIMycSme59918_3364	NA
VBIMycSme59918_3372	NA
VBIMycSme59918_3392	NA
VBIMycSme59918_3469	NA
VBIMycSme59918_3621	NA
VBIMycSme59918_3638	NA
VBIMycSme59918_3639	NA
VBIMycSme59918_3650	NA
VBIMycSme59918_3662	NA
VBIMycSme59918_3663	NA
VBIMycSme59918_3688	NA
VBIMycSme59918_3690	NA
VBIMycSme59918_3691	NA
VBIMycSme59918_3718	NA
VBIMycSme59918_3769	NA
VBIMycSme59918_3796	NA
VBIMycSme59918_3828	NA
VBIMycSme59918_3829	NA
VBIMycSme59918_3854	NA
VBIMycSme59918_3856	NA
VBIMycSme59918_3881	NA
VBIMycSme59918_3911	NA
VBIMycSme59918_3913	NA
VBIMycSme59918_3917	NA
VBIMycSme59918_3918	NA
VBIMycSme59918_3922	NA
VBIMycSme59918_3968	NA
VBIMycSme59918_3990	NA
VBIMycSme59918_3993	NA
VBIMycSme59918_3997	NA
VBIMycSme59918_3999	NA
VBIMycSme59918_4006	NA
VBIMycSme59918_4047	NA
VBIMycSme59918_4049	NA
VBIMycSme59918_4050	NA
VBIMycSme59918_4053	NA
VBIMycSme59918_4057	NA
VBIMycSme59918_4058	NA
VBIMycSme59918_4063	NA
VBIMycSme59918_4099	NA
VBIMycSme59918_4126	NA
VBIMycSme59918_4127	NA
VBIMycSme59918_4179	NA
VBIMycSme59918_4188	NA
VBIMycSme59918_4249	NA
VBIMycSme59918_4281	NA
VBIMycSme59918_4301	NA
VBIMycSme59918_4356	NA
VBIMycSme59918_4404	NA
VBIMycSme59918_4448	NA
VBIMycSme59918_4449	NA
VBIMycSme59918_4468	NA
VBIMycSme59918_4469	NA
VBIMycSme59918_4499	NA
VBIMycSme59918_4501	NA
VBIMycSme59918_4502	NA
VBIMycSme59918_4503	NA
VBIMycSme59918_4506	NA
VBIMycSme59918_4507	NA
VBIMycSme59918_4509	NA
VBIMycSme59918_4510	NA
VBIMycSme59918_4511	NA
VBIMycSme59918_4524	NA
VBIMycSme59918_4609	NA
VBIMycSme59918_4615	NA
VBIMycSme59918_4644	NA
VBIMycSme59918_4645	NA
VBIMycSme59918_4775	NA
VBIMycSme59918_4807	NA
VBIMycSme59918_4871	NA
VBIMycSme59918_4908	NA
VBIMycSme59918_4909	NA
VBIMycSme59918_4915	NA
VBIMycSme59918_4988	NA
VBIMycSme59918_4997	NA
VBIMycSme59918_4998	NA
VBIMycSme59918_5004	NA
VBIMycSme59918_5168	NA
VBIMycSme59918_5199	NA
VBIMycSme59918_5200	NA
VBIMycSme59918_5234	NA
VBIMycSme59918_5247	NA
VBIMycSme59918_5248	NA
VBIMycSme59918_5281	NA
VBIMycSme59918_5346	NA
VBIMycSme59918_5369	NA
VBIMycSme59918_5370	NA
VBIMycSme59918_5409	NA
VBIMycSme59918_5410	NA
VBIMycSme59918_5415	NA
VBIMycSme59918_5416	NA
VBIMycSme59918_5503	NA
VBIMycSme59918_5601	NA
VBIMycSme59918_5629	NA
VBIMycSme59918_5676	NA
VBIMycSme59918_5677	NA
VBIMycSme59918_5802	NA
VBIMycSme59918_5843	NA
VBIMycSme59918_5844	NA
VBIMycSme59918_5849	NA
VBIMycSme59918_5850	NA
VBIMycSme59918_5887	NA
VBIMycSme59918_5888	NA
VBIMycSme59918_5893	NA
VBIMycSme59918_5894	NA
VBIMycSme59918_5922	NA
VBIMycSme59918_5931	NA
VBIMycSme59918_5984	NA
VBIMycSme59918_5985	NA
VBIMycSme59918_5987	NA
VBIMycSme59918_6000	NA
VBIMycSme59918_6006	NA
VBIMycSme59918_6018	NA
VBIMycSme59918_6071	NA
VBIMycSme59918_6180	NA
VBIMycSme59918_6247	NA
VBIMycSme59918_6321	NA
VBIMycSme59918_6367	NA
VBIMycSme59918_6368	NA
VBIMycSme59918_6395	NA
VBIMycSme59918_6423	NA
VBIMycSme59918_6424	NA
VBIMycSme59918_6441	NA
VBIMycSme59918_6442	NA
VBIMycSme59918_6444	NA
VBIMycSme59918_6476	NA
VBIMycSme59918_6477	NA
VBIMycSme59918_6478	NA
VBIMycSme59918_6492	NA
VBIMycSme59918_6618	NA
VBIMycSme59918_6630	NA
VBIMycSme59918_6632	NA
VBIMycSme59918_6639	NA
VBIMycSme59918_6640	NA
VBIMycSme59918_6654	NA
VBIMycSme59918_6689	NA
VBIMycSme59918_6690	NA
VBIMycSme59918_6695	NA
VBIMycSme59918_6704	NA
VBIMycSme59918_6709	NA
VBIMycSme59918_6719	NA
ORF1	NA
ORF2	NA
ORF3	NA
ORF4	NA
ORF5	NA
ORF6	NA
ORF7	NA
ORF8	NA
ORF9	NA
ORF10	NA
ORF11	NA
ORF12	NA
ORF13	NA
ORF14	NA
ORF15	NA
ORF16	NA
ORF17	NA
ORF18	NA
ORF19	NA
ORF20	NA
ORF21	NA
ORF22	NA
ORF23	NA
ORF24	NA
ORF25	NA
ORF26	NA
ORF27	NA
ORF28	NA
ORF29	NA
ORF30	NA
ORF31	NA
ORF32	NA
ORF33	NA
ORF34	NA
ORF35	NA
ORF36	NA
ORF37	NA
ORF38	NA
ORF39	NA
ORF40	NA
ORF41	NA
ORF42	NA
ORF43	NA
ORF44	NA
ORF45	NA
ORF46	NA
ORF47	NA
ORF48	NA
ORF49	NA
ORF50	NA
ORF51	NA
ORF52	NA
ORF53	NA
ORF54	NA
ORF55	NA
ORF56	NA
ORF57	NA
ORF58	NA
ORF59	NA
ORF60	NA
ORF61	NA
ORF62	NA
ORF63	NA
ORF64	NA
ORF65	NA
ORF66	NA
