 	CDS_5pUnpairedNt
MSMEG_6536	2
MSMEG_6537	3
MSMEG_6538	4
MSMEG_6539	0
MSMEG_6540	1
MSMEG_6541	19
MSMEG_6542	4
MSMEG_6544	4
MSMEG_6545	2
MSMEG_6546	1
MSMEG_6547	0
MSMEG_6548	3
MSMEG_6549	0
MSMEG_6550	0
MSMEG_6551	0
MSMEG_6552	2
MSMEG_6553	1
MSMEG_6554	3
MSMEG_6555	4
MSMEG_6556	0
MSMEG_6557	0
MSMEG_6558	4
MSMEG_6559	4
MSMEG_6560	1
MSMEG_6561	3
MSMEG_6562	6
MSMEG_6563	8
MSMEG_6564	2
MSMEG_6565	4
MSMEG_6566	2
MSMEG_6567	2
MSMEG_6568	0
MSMEG_6569	2
MSMEG_6570	2
MSMEG_6571	2
MSMEG_6572	0
MSMEG_6573	2
MSMEG_6574	0
MSMEG_6575	4
MSMEG_6576	0
MSMEG_6577	5
MSMEG_6578	0
MSMEG_6579	9
MSMEG_6580	2
MSMEG_6581	9
MSMEG_6582	3
MSMEG_6583	0
MSMEG_6584	3
MSMEG_6585	3
MSMEG_6586	2
MSMEG_6587	0
MSMEG_6588	4
MSMEG_6589	1
MSMEG_6590	1
MSMEG_6591	2
MSMEG_6592	11
MSMEG_6593	11
MSMEG_6594	0
MSMEG_6595	11
MSMEG_6596	2
MSMEG_6597	3
MSMEG_6598	0
MSMEG_6600	0
MSMEG_6601	30
MSMEG_6602	4
MSMEG_6603	2
MSMEG_6604	4
MSMEG_6605	0
MSMEG_6606	0
MSMEG_6607	4
MSMEG_6608	4
MSMEG_6609	0
MSMEG_6610	0
MSMEG_6611	0
MSMEG_6612	3
MSMEG_6613	0
MSMEG_6614	1
MSMEG_6615	0
MSMEG_6616	0
MSMEG_6617	5
MSMEG_6618	22
MSMEG_6620	1
MSMEG_6621	5
MSMEG_6622	5
MSMEG_6623	0
MSMEG_6624	0
MSMEG_6625	2
MSMEG_6626	1
MSMEG_6627	2
MSMEG_6628	2
MSMEG_6629	0
MSMEG_6630	1
MSMEG_6631	8
MSMEG_6632	4
MSMEG_6633	0
MSMEG_6634	11
MSMEG_6635	0
MSMEG_6636	1
MSMEG_6637	9
MSMEG_6638	2
MSMEG_6639	1
MSMEG_6640	0
MSMEG_6641	2
MSMEG_6642	4
MSMEG_6643	0
MSMEG_6644	2
MSMEG_6645	0
MSMEG_6646	2
MSMEG_6647	3
MSMEG_6648	0
MSMEG_6649	13
MSMEG_6650	1
MSMEG_6651	2
MSMEG_6652	0
MSMEG_6654	0
MSMEG_6655	1
MSMEG_6656	2
MSMEG_6657	1
MSMEG_6658	6
MSMEG_6659	0
MSMEG_6660	12
MSMEG_6661	1
MSMEG_6662	1
MSMEG_6663	5
MSMEG_6664	5
MSMEG_6665	4
MSMEG_6666	0
MSMEG_6667	9
MSMEG_6668	16
MSMEG_6669	1
MSMEG_6670	5
MSMEG_6671	8
MSMEG_6672	0
MSMEG_6673	0
MSMEG_6674	0
MSMEG_6675	1
MSMEG_6676	2
MSMEG_6677	3
MSMEG_6678	2
MSMEG_6679	1
MSMEG_6680	7
MSMEG_6681	6
MSMEG_6682	2
MSMEG_6683	3
MSMEG_6684	0
MSMEG_6685	4
MSMEG_6686	0
MSMEG_6687	3
MSMEG_6688	2
MSMEG_6689	1
MSMEG_6690	2
MSMEG_6691	2
MSMEG_6692	0
MSMEG_6693	4
MSMEG_6694	2
MSMEG_6695	2
MSMEG_6696	0
MSMEG_6697	0
MSMEG_6698	1
MSMEG_6699	13
MSMEG_6700	0
MSMEG_6701	1
MSMEG_6702	1
MSMEG_6703	0
MSMEG_6704	4
MSMEG_6705	2
MSMEG_6706	0
MSMEG_6707	4
MSMEG_6708	2
MSMEG_6709	4
MSMEG_6710	12
MSMEG_6711	0
MSMEG_6712	6
MSMEG_6713	4
MSMEG_6714	3
MSMEG_6715	0
MSMEG_6716	1
MSMEG_6717	0
MSMEG_6718	0
MSMEG_6719	2
MSMEG_6720	0
MSMEG_6721	1
MSMEG_6722	2
MSMEG_6723	0
MSMEG_6724	0
MSMEG_6725	7
MSMEG_6726	2
MSMEG_6727	1
MSMEG_6728	3
MSMEG_6729	1
MSMEG_6730	4
MSMEG_6731	2
MSMEG_6732	2
MSMEG_6733	8
MSMEG_6734	0
MSMEG_6735	2
MSMEG_6736	2
MSMEG_6737	0
MSMEG_6738	1
MSMEG_6739	9
MSMEG_6740	0
MSMEG_6741	1
MSMEG_6742	6
MSMEG_6743	1
MSMEG_6744	2
MSMEG_6745	0
MSMEG_6746	0
MSMEG_6747	0
MSMEG_6748	3
MSMEG_6749	5
MSMEG_6750	0
MSMEG_6751	11
MSMEG_6752	0
MSMEG_6753	3
MSMEG_6754	6
MSMEG_6755	2
MSMEG_6756	0
MSMEG_6757	0
MSMEG_6758	7
MSMEG_6759	3
MSMEG_6760	6
MSMEG_6761	3
MSMEG_6762	0
MSMEG_6763	4
MSMEG_6764	3
MSMEG_6765	12
MSMEG_6766	4
MSMEG_6767	0
MSMEG_6768	1
MSMEG_6769	1
MSMEG_6770	2
MSMEG_6771	2
MSMEG_6772	2
MSMEG_6773	2
MSMEG_6774	13
MSMEG_6775	0
MSMEG_6776	0
MSMEG_6777	15
MSMEG_6778	1
MSMEG_6779	0
MSMEG_6780	2
MSMEG_6781	8
MSMEG_6782	3
MSMEG_6783	9
MSMEG_6784	1
MSMEG_6785	0
MSMEG_6786	3
MSMEG_6787	3
MSMEG_6788	2
MSMEG_6789	12
MSMEG_6790	5
MSMEG_6791	2
MSMEG_6792	0
MSMEG_6793	0
MSMEG_6794	8
MSMEG_6795	2
MSMEG_6796	11
MSMEG_6797	5
MSMEG_6798	0
MSMEG_6799	10
MSMEG_6800	0
MSMEG_6801	10
MSMEG_6802	0
MSMEG_6803	11
MSMEG_6804	11
MSMEG_6805	2
MSMEG_6806	4
MSMEG_6807	2
MSMEG_6808	1
MSMEG_6809	2
MSMEG_6811	4
MSMEG_6813	2
MSMEG_6814	0
MSMEG_6815	0
MSMEG_6816	13
MSMEG_6817	4
MSMEG_6818	19
MSMEG_6820	2
MSMEG_6821	5
MSMEG_6822	4
MSMEG_6823	10
MSMEG_6824	0
MSMEG_6825	0
MSMEG_6826	0
MSMEG_6827	0
MSMEG_6828	7
MSMEG_6829	2
MSMEG_6830	11
MSMEG_6831	18
MSMEG_6832	11
MSMEG_6833	0
MSMEG_6834	10
MSMEG_6835	1
MSMEG_6836	1
MSMEG_6837	2
MSMEG_6838	0
MSMEG_6839	4
MSMEG_6840	1
MSMEG_6841	0
MSMEG_6842	3
MSMEG_6843	14
MSMEG_6844	4
MSMEG_6845	4
MSMEG_6846	9
MSMEG_6847	5
MSMEG_6848	4
MSMEG_6849	0
MSMEG_6850	13
MSMEG_6851	13
MSMEG_6852	1
MSMEG_6853	0
MSMEG_6854	2
MSMEG_6855	1
MSMEG_6856	2
MSMEG_6857	2
MSMEG_6858	0
MSMEG_6859	6
MSMEG_6860	1
MSMEG_6861	16
MSMEG_6862	4
MSMEG_6863	8
MSMEG_6864	2
MSMEG_6865	2
MSMEG_6866	11
MSMEG_6867	2
MSMEG_6869	4
MSMEG_6870	5
MSMEG_6871	0
MSMEG_6872	2
MSMEG_6874	3
MSMEG_6875	1
MSMEG_6876	2
MSMEG_6877	1
MSMEG_6878	2
MSMEG_6879	0
MSMEG_6880	3
MSMEG_6881	0
MSMEG_6882	8
MSMEG_6884	7
MSMEG_6885	4
MSMEG_6886	4
MSMEG_6887	0
MSMEG_6888	0
MSMEG_6889	2
MSMEG_6890	1
MSMEG_6892	0
MSMEG_6893	0
MSMEG_6894	5
MSMEG_6895	1
MSMEG_6896	2
MSMEG_6897	2
MSMEG_6898	0
MSMEG_6899	0
MSMEG_6900	2
MSMEG_6901	0
MSMEG_6902	0
MSMEG_6903	0
MSMEG_6904	3
MSMEG_6906	0
MSMEG_6907	0
MSMEG_6908	12
MSMEG_6909	7
MSMEG_6911	4
MSMEG_6913	1
MSMEG_6914	3
MSMEG_6916	0
MSMEG_6917	2
MSMEG_6919	2
MSMEG_6920	3
MSMEG_6921	0
MSMEG_6922	5
MSMEG_6923	4
MSMEG_6925	7
MSMEG_6926	0
MSMEG_6927	0
MSMEG_6928	0
MSMEG_6929	2
MSMEG_6930	4
MSMEG_6931	0
MSMEG_6932	6
MSMEG_6933	2
MSMEG_6934	4
MSMEG_6935	1
MSMEG_6936	2
MSMEG_6938	8
MSMEG_6939	2
MSMEG_6940	14
MSMEG_6941	4
MSMEG_6942	1
MSMEG_6944	5
MSMEG_6945	0
MSMEG_6946	0
MSMEG_6947	2
VBIMycSme59918_0010	3
VBIMycSme59918_0018	2
VBIMycSme59918_0034	1
VBIMycSme59918_0035	3
VBIMycSme59918_0041	0
VBIMycSme59918_0067	9
VBIMycSme59918_0071	0
VBIMycSme59918_0076	14
VBIMycSme59918_0195	13
VBIMycSme59918_0296	1
VBIMycSme59918_0307	0
VBIMycSme59918_0325	3
VBIMycSme59918_0417	0
VBIMycSme59918_0486	1
VBIMycSme59918_0490	0
VBIMycSme59918_0491	10
VBIMycSme59918_0517	0
VBIMycSme59918_0518	7
VBIMycSme59918_0627	0
VBIMycSme59918_0649	2
VBIMycSme59918_0650	3
VBIMycSme59918_0690	1
VBIMycSme59918_0712	4
VBIMycSme59918_0718	0
VBIMycSme59918_0719	2
VBIMycSme59918_0769	0
VBIMycSme59918_0792	0
VBIMycSme59918_0793	0
VBIMycSme59918_0806	1
VBIMycSme59918_0830	2
VBIMycSme59918_0949	0
VBIMycSme59918_0991	0
VBIMycSme59918_1005	0
VBIMycSme59918_1007	8
VBIMycSme59918_1023	0
VBIMycSme59918_1027	10
VBIMycSme59918_1043	3
VBIMycSme59918_1074	2
VBIMycSme59918_1075	0
VBIMycSme59918_1087	1
VBIMycSme59918_1093	0
VBIMycSme59918_1094	0
VBIMycSme59918_1119	2
VBIMycSme59918_1120	2
VBIMycSme59918_1121	5
VBIMycSme59918_1131	1
VBIMycSme59918_1157	3
VBIMycSme59918_1158	0
VBIMycSme59918_1159	0
VBIMycSme59918_1194	5
VBIMycSme59918_1202	3
VBIMycSme59918_1228	7
VBIMycSme59918_1229	4
VBIMycSme59918_1240	1
VBIMycSme59918_1257	2
VBIMycSme59918_1338	6
VBIMycSme59918_1383	1
VBIMycSme59918_1387	0
VBIMycSme59918_1391	2
VBIMycSme59918_1392	0
VBIMycSme59918_1393	4
VBIMycSme59918_1394	0
VBIMycSme59918_1395	5
VBIMycSme59918_1435	0
VBIMycSme59918_1436	2
VBIMycSme59918_1534	1
VBIMycSme59918_1535	1
VBIMycSme59918_1541	0
VBIMycSme59918_1547	5
VBIMycSme59918_1548	3
VBIMycSme59918_1577	1
VBIMycSme59918_1602	1
VBIMycSme59918_1603	10
VBIMycSme59918_1632	4
VBIMycSme59918_1703	0
VBIMycSme59918_1726	0
VBIMycSme59918_1794	0
VBIMycSme59918_1796	2
VBIMycSme59918_1797	0
VBIMycSme59918_1806	0
VBIMycSme59918_1809	0
VBIMycSme59918_1825	1
VBIMycSme59918_1826	1
VBIMycSme59918_1831	0
VBIMycSme59918_1836	0
VBIMycSme59918_1837	5
VBIMycSme59918_1950	1
VBIMycSme59918_1995	4
VBIMycSme59918_1996	4
VBIMycSme59918_2016	11
VBIMycSme59918_2017	2
VBIMycSme59918_2061	2
VBIMycSme59918_2062	4
VBIMycSme59918_2077	2
VBIMycSme59918_2116	0
VBIMycSme59918_2117	1
VBIMycSme59918_2129	1
VBIMycSme59918_2130	5
VBIMycSme59918_2177	1
VBIMycSme59918_2178	0
VBIMycSme59918_2249	0
VBIMycSme59918_2263	0
VBIMycSme59918_2265	8
VBIMycSme59918_2281	0
VBIMycSme59918_2285	0
VBIMycSme59918_2301	3
VBIMycSme59918_2310	0
VBIMycSme59918_2311	4
VBIMycSme59918_2314	1
VBIMycSme59918_2332	2
VBIMycSme59918_2364	28
VBIMycSme59918_2366	2
VBIMycSme59918_2417	1
VBIMycSme59918_2437	4
VBIMycSme59918_2438	0
VBIMycSme59918_2475	0
VBIMycSme59918_2476	1
VBIMycSme59918_2480	11
VBIMycSme59918_2481	0
VBIMycSme59918_2521	0
VBIMycSme59918_2639	6
VBIMycSme59918_2645	2
VBIMycSme59918_2671	0
VBIMycSme59918_2672	0
VBIMycSme59918_2697	2
VBIMycSme59918_2698	5
VBIMycSme59918_2712	1
VBIMycSme59918_2714	0
VBIMycSme59918_2715	2
VBIMycSme59918_2720	9
VBIMycSme59918_2770	1
VBIMycSme59918_2781	0
VBIMycSme59918_2782	0
VBIMycSme59918_2783	0
VBIMycSme59918_2784	6
VBIMycSme59918_2788	11
VBIMycSme59918_2789	0
VBIMycSme59918_2792	0
VBIMycSme59918_2864	0
VBIMycSme59918_2865	6
VBIMycSme59918_2866	2
VBIMycSme59918_2949	2
VBIMycSme59918_2985	1
VBIMycSme59918_2999	1
VBIMycSme59918_3049	0
VBIMycSme59918_3050	2
VBIMycSme59918_3105	0
VBIMycSme59918_3122	0
VBIMycSme59918_3146	1
VBIMycSme59918_3147	4
VBIMycSme59918_3192	0
VBIMycSme59918_3205	5
VBIMycSme59918_3217	2
VBIMycSme59918_3257	3
VBIMycSme59918_3265	0
VBIMycSme59918_3266	0
VBIMycSme59918_3279	0
VBIMycSme59918_3280	1
VBIMycSme59918_3291	1
VBIMycSme59918_3292	0
VBIMycSme59918_3325	4
VBIMycSme59918_3326	0
VBIMycSme59918_3337	3
VBIMycSme59918_3341	0
VBIMycSme59918_3349	3
VBIMycSme59918_3356	9
VBIMycSme59918_3357	3
VBIMycSme59918_3364	2
VBIMycSme59918_3372	2
VBIMycSme59918_3392	0
VBIMycSme59918_3469	2
VBIMycSme59918_3621	1
VBIMycSme59918_3638	1
VBIMycSme59918_3639	0
VBIMycSme59918_3650	4
VBIMycSme59918_3662	1
VBIMycSme59918_3663	3
VBIMycSme59918_3688	0
VBIMycSme59918_3690	2
VBIMycSme59918_3691	5
VBIMycSme59918_3718	3
VBIMycSme59918_3769	0
VBIMycSme59918_3796	5
VBIMycSme59918_3828	0
VBIMycSme59918_3829	0
VBIMycSme59918_3854	1
VBIMycSme59918_3856	0
VBIMycSme59918_3881	1
VBIMycSme59918_3911	4
VBIMycSme59918_3913	0
VBIMycSme59918_3917	4
VBIMycSme59918_3918	2
VBIMycSme59918_3922	0
VBIMycSme59918_3968	0
VBIMycSme59918_3990	8
VBIMycSme59918_3993	0
VBIMycSme59918_3997	4
VBIMycSme59918_3999	0
VBIMycSme59918_4006	1
VBIMycSme59918_4047	0
VBIMycSme59918_4049	8
VBIMycSme59918_4050	0
VBIMycSme59918_4053	5
VBIMycSme59918_4057	5
VBIMycSme59918_4058	1
VBIMycSme59918_4063	0
VBIMycSme59918_4099	2
VBIMycSme59918_4126	1
VBIMycSme59918_4127	0
VBIMycSme59918_4179	5
VBIMycSme59918_4188	1
VBIMycSme59918_4249	2
VBIMycSme59918_4281	0
VBIMycSme59918_4301	1
VBIMycSme59918_4356	0
VBIMycSme59918_4404	5
VBIMycSme59918_4448	2
VBIMycSme59918_4449	0
VBIMycSme59918_4468	0
VBIMycSme59918_4469	4
VBIMycSme59918_4499	1
VBIMycSme59918_4501	0
VBIMycSme59918_4502	2
VBIMycSme59918_4503	3
VBIMycSme59918_4506	0
VBIMycSme59918_4507	3
VBIMycSme59918_4509	2
VBIMycSme59918_4510	0
VBIMycSme59918_4511	0
VBIMycSme59918_4524	0
VBIMycSme59918_4609	0
VBIMycSme59918_4615	0
VBIMycSme59918_4644	0
VBIMycSme59918_4645	4
VBIMycSme59918_4775	0
VBIMycSme59918_4807	0
VBIMycSme59918_4871	1
VBIMycSme59918_4908	8
VBIMycSme59918_4909	0
VBIMycSme59918_4915	0
VBIMycSme59918_4988	8
VBIMycSme59918_4997	2
VBIMycSme59918_4998	3
VBIMycSme59918_5004	2
VBIMycSme59918_5168	0
VBIMycSme59918_5199	0
VBIMycSme59918_5200	2
VBIMycSme59918_5234	5
VBIMycSme59918_5247	0
VBIMycSme59918_5248	2
VBIMycSme59918_5281	0
VBIMycSme59918_5346	2
VBIMycSme59918_5369	4
VBIMycSme59918_5370	0
VBIMycSme59918_5409	4
VBIMycSme59918_5410	0
VBIMycSme59918_5415	3
VBIMycSme59918_5416	1
VBIMycSme59918_5503	1
VBIMycSme59918_5601	5
VBIMycSme59918_5629	6
VBIMycSme59918_5676	0
VBIMycSme59918_5677	2
VBIMycSme59918_5802	0
VBIMycSme59918_5843	4
VBIMycSme59918_5844	0
VBIMycSme59918_5849	0
VBIMycSme59918_5850	5
VBIMycSme59918_5887	0
VBIMycSme59918_5888	0
VBIMycSme59918_5893	2
VBIMycSme59918_5894	6
VBIMycSme59918_5922	3
VBIMycSme59918_5931	17
VBIMycSme59918_5984	1
VBIMycSme59918_5985	1
VBIMycSme59918_5987	0
VBIMycSme59918_6000	0
VBIMycSme59918_6006	2
VBIMycSme59918_6018	4
VBIMycSme59918_6071	2
VBIMycSme59918_6180	0
VBIMycSme59918_6247	4
VBIMycSme59918_6321	2
VBIMycSme59918_6367	8
VBIMycSme59918_6368	0
VBIMycSme59918_6395	0
VBIMycSme59918_6423	2
VBIMycSme59918_6424	0
VBIMycSme59918_6441	7
VBIMycSme59918_6442	0
VBIMycSme59918_6444	0
VBIMycSme59918_6476	0
VBIMycSme59918_6477	2
VBIMycSme59918_6478	0
VBIMycSme59918_6492	5
VBIMycSme59918_6618	11
VBIMycSme59918_6630	5
VBIMycSme59918_6632	0
VBIMycSme59918_6639	0
VBIMycSme59918_6640	5
VBIMycSme59918_6654	7
VBIMycSme59918_6689	2
VBIMycSme59918_6690	2
VBIMycSme59918_6695	0
VBIMycSme59918_6704	8
VBIMycSme59918_6709	0
VBIMycSme59918_6719	0
ORF1	3
ORF2	4
ORF3	0
ORF4	0
ORF5	6
ORF6	10
ORF7	6
ORF8	0
ORF9	12
ORF10	6
ORF11	7
ORF12	0
ORF13	0
ORF14	2
ORF15	0
ORF16	4
ORF17	0
ORF18	2
ORF19	0
ORF20	2
ORF21	9
ORF22	0
ORF23	2
ORF24	4
ORF25	2
ORF26	4
ORF27	2
ORF28	0
ORF29	0
ORF30	10
ORF31	0
ORF32	0
ORF33	2
ORF34	0
ORF35	0
ORF36	0
ORF37	2
ORF38	10
ORF39	1
ORF40	2
ORF41	2
ORF42	8
ORF43	4
ORF44	1
ORF45	0
ORF46	0
ORF47	7
ORF48	0
ORF49	0
ORF50	2
ORF51	2
ORF52	5
ORF53	1
ORF54	1
ORF55	2
ORF56	6
ORF57	0
ORF58	6
ORF59	1
ORF60	0
ORF61	0
ORF62	0
ORF63	0
ORF64	2
ORF65	0
ORF66	4
