 	MFE_unfold
MSMEG_5615	1.8000
MSMEG_5616	NA
MSMEG_5617	4.2000
MSMEG_5618	NA
MSMEG_5619	NA
MSMEG_5620	NA
MSMEG_5621	NA
MSMEG_5622	NA
MSMEG_5623	NA
MSMEG_5624	NA
MSMEG_5625	NA
MSMEG_5626	NA
MSMEG_5627	NA
MSMEG_5628	NA
MSMEG_5629	NA
MSMEG_5630	NA
MSMEG_5631	NA
MSMEG_5632	NA
MSMEG_5633	NA
MSMEG_5634	2.2000
MSMEG_5635	10.0000
MSMEG_5636	7.4000
MSMEG_5637	3.5000
MSMEG_5638	NA
MSMEG_5639	NA
MSMEG_5640	NA
MSMEG_5641	9.5000
MSMEG_5642	7.2000
MSMEG_5643	NA
MSMEG_5644	NA
MSMEG_5645	4.7000
MSMEG_5646	7.6000
MSMEG_5648	4.0000
MSMEG_5649	8.6000
MSMEG_5650	7.9000
MSMEG_5651	18.4000
MSMEG_5652	NA
MSMEG_5653	NA
MSMEG_5654	9.5000
MSMEG_5655	NA
MSMEG_5656	9.6000
MSMEG_5657	NA
MSMEG_5658	3.3600
MSMEG_5659	NA
MSMEG_5660	10.3000
MSMEG_5661	8.9000
MSMEG_5662	5.3000
MSMEG_5663	NA
MSMEG_5664	0.1000
MSMEG_5665	NA
MSMEG_5666	6.2000
MSMEG_5667	NA
MSMEG_5668	NA
MSMEG_5669	3.2000
MSMEG_5670	3.3000
MSMEG_5671	NA
MSMEG_5672	11.4000
MSMEG_5673	1.6000
MSMEG_5674	NA
MSMEG_5675	2.2000
MSMEG_5676	NA
MSMEG_5677	NA
MSMEG_5678	NA
MSMEG_5679	7.6000
MSMEG_5680	8.9000
MSMEG_5681	NA
MSMEG_5682	15.5000
MSMEG_5683	NA
MSMEG_5684	NA
MSMEG_5685	NA
MSMEG_5686	NA
MSMEG_5687	NA
MSMEG_5688	1.7000
MSMEG_5689	5.9000
MSMEG_5690	7.6000
MSMEG_5691	NA
MSMEG_5692	NA
MSMEG_5693	3.9000
MSMEG_5694	16.3000
MSMEG_5695	NA
MSMEG_5696	12.5000
MSMEG_5697	4.9000
MSMEG_5698	NA
MSMEG_5699	12.6000
MSMEG_5700	11.1000
MSMEG_5701	NA
MSMEG_5702	8.3600
MSMEG_5703	13.7000
MSMEG_5704	14.6000
MSMEG_5705	NA
MSMEG_5706	NA
MSMEG_5707	NA
MSMEG_5708	7.9000
MSMEG_5709	12.1000
MSMEG_5710	8.5000
MSMEG_5711	NA
MSMEG_5712	11.7000
MSMEG_5713	6.9000
MSMEG_5714	NA
MSMEG_5715	5.8000
MSMEG_5716	NA
MSMEG_5717	2.3000
MSMEG_5718	4.2000
MSMEG_5719	5.3000
MSMEG_5720	NA
MSMEG_5721	10.0000
MSMEG_5722	12.7000
MSMEG_5723	NA
MSMEG_5724	9.3000
MSMEG_5725	NA
MSMEG_5726	NA
MSMEG_5727	5.2000
MSMEG_5728	NA
MSMEG_5729	NA
MSMEG_5730	5.7000
MSMEG_5731	NA
MSMEG_5732	NA
MSMEG_5733	NA
MSMEG_5734	7.8000
MSMEG_5735	NA
MSMEG_5736	7.3000
MSMEG_5737	NA
MSMEG_5738	1.1000
MSMEG_5739	3.2000
MSMEG_5740	NA
MSMEG_5741	11.3000
MSMEG_5742	NA
MSMEG_5743	NA
MSMEG_5744	NA
MSMEG_5745	NA
MSMEG_5746	NA
MSMEG_5747	NA
MSMEG_5748	NA
MSMEG_5749	16.2000
MSMEG_5750	8.9200
MSMEG_5751	NA
MSMEG_5752	6.9000
MSMEG_5753	7.6000
MSMEG_5754	NA
MSMEG_5759	NA
MSMEG_5760	NA
MSMEG_5761	NA
MSMEG_5762	NA
MSMEG_5763	NA
MSMEG_5764	5.3000
MSMEG_5765	NA
MSMEG_5766	8.8000
MSMEG_5767	NA
MSMEG_5768	7.4000
MSMEG_5769	4.7000
MSMEG_5770	7.5000
MSMEG_5771	7.5100
MSMEG_5772	NA
MSMEG_5773	5.3000
MSMEG_5774	NA
MSMEG_5775	14.6000
MSMEG_5776	6.6000
MSMEG_5777	8.8000
MSMEG_5778	7.6000
MSMEG_5779	NA
MSMEG_5780	NA
MSMEG_5781	NA
MSMEG_5782	9.2000
MSMEG_5784	11.5000
MSMEG_5785	NA
MSMEG_5786	8.4000
MSMEG_5787	NA
MSMEG_5788	3.4000
MSMEG_5789	NA
MSMEG_5790	NA
MSMEG_5791	5.9000
MSMEG_5792	NA
MSMEG_5793	NA
MSMEG_5794	NA
MSMEG_5795	7.4000
MSMEG_5796	0.0000
MSMEG_5797	14.7000
MSMEG_5798	NA
MSMEG_5799	NA
MSMEG_5800	7.1000
MSMEG_5801	NA
MSMEG_5802	NA
MSMEG_5803	10.1000
MSMEG_5804	NA
MSMEG_5805	NA
MSMEG_5806	NA
MSMEG_5807	NA
MSMEG_5808	NA
MSMEG_5809	NA
MSMEG_5810	NA
MSMEG_5811	8.2000
MSMEG_5812	9.0600
MSMEG_5813	NA
MSMEG_5814	NA
MSMEG_5815	NA
MSMEG_5816	15.8000
MSMEG_5817	5.1000
MSMEG_5818	NA
MSMEG_5819	0.0000
MSMEG_5820	NA
MSMEG_5821	NA
MSMEG_5822	NA
MSMEG_5823	NA
MSMEG_5824	9.1000
MSMEG_5825	NA
MSMEG_5826	NA
MSMEG_5827	12.6000
MSMEG_5828	4.6000
MSMEG_5829	0.7000
MSMEG_5830	NA
MSMEG_5831	14.3000
MSMEG_5832	NA
MSMEG_5834	NA
MSMEG_5835	NA
MSMEG_5836	NA
MSMEG_5837	7.9000
MSMEG_5838	4.3000
MSMEG_5839	NA
MSMEG_5840	NA
MSMEG_5841	2.2000
MSMEG_5842	NA
MSMEG_5843	NA
MSMEG_5844	NA
MSMEG_5845	NA
MSMEG_5846	NA
MSMEG_5847	NA
MSMEG_5848	8.3000
MSMEG_5849	NA
MSMEG_5850	6.5000
MSMEG_5851	15.0000
MSMEG_5852	7.7000
MSMEG_5853	9.1000
MSMEG_5854	NA
MSMEG_5855	7.5000
MSMEG_5856	NA
MSMEG_5857	NA
MSMEG_5858	NA
MSMEG_5859	15.5000
MSMEG_5860	13.0000
MSMEG_5861	NA
MSMEG_5862	NA
MSMEG_5863	NA
MSMEG_5864	NA
MSMEG_5865	NA
MSMEG_5866	9.7000
MSMEG_5867	NA
MSMEG_5868	11.3000
MSMEG_5869	NA
MSMEG_5870	NA
MSMEG_5871	NA
MSMEG_5872	NA
MSMEG_5873	11.9000
MSMEG_5875	NA
MSMEG_5876	10.3000
MSMEG_5877	3.1000
MSMEG_5878	11.2000
MSMEG_5879	4.8000
MSMEG_5880	NA
MSMEG_5881	NA
MSMEG_5882	NA
MSMEG_5883	NA
MSMEG_5884	NA
MSMEG_5885	13.3000
MSMEG_5886	NA
MSMEG_5887	7.2000
MSMEG_5888	4.1000
MSMEG_5889	8.4000
MSMEG_5890	3.7000
MSMEG_5891	6.1000
MSMEG_5892	NA
MSMEG_5893	NA
MSMEG_5894	16.2000
MSMEG_5895	NA
MSMEG_5896	NA
MSMEG_5897	NA
MSMEG_5898	NA
MSMEG_5899	NA
MSMEG_5900	NA
MSMEG_5901	0.0000
MSMEG_5902	16.0000
MSMEG_5903	NA
MSMEG_5904	8.7000
MSMEG_5905	NA
MSMEG_5906	6.3000
MSMEG_5907	NA
MSMEG_5908	NA
MSMEG_5909	NA
MSMEG_5910	NA
MSMEG_5911	NA
MSMEG_5912	10.8000
MSMEG_5913	NA
MSMEG_5914	5.5000
MSMEG_5915	NA
MSMEG_5916	15.0000
MSMEG_5917	NA
MSMEG_5918	NA
MSMEG_5919	NA
MSMEG_5920	10.3000
MSMEG_5921	NA
MSMEG_5922	NA
MSMEG_5923	NA
MSMEG_5924	NA
MSMEG_5925	15.3600
MSMEG_5926	NA
MSMEG_5927	NA
MSMEG_5928	NA
MSMEG_5929	17.8600
MSMEG_5930	NA
MSMEG_5931	NA
MSMEG_5932	NA
MSMEG_5933	4.4300
MSMEG_5934	14.4000
MSMEG_5935	NA
MSMEG_5936	NA
MSMEG_5937	7.6000
MSMEG_5938	NA
MSMEG_5939	10.3000
MSMEG_5940	14.0000
MSMEG_5941	3.8000
MSMEG_5942	NA
MSMEG_5943	10.7000
MSMEG_5944	2.6000
MSMEG_5945	NA
MSMEG_5946	NA
MSMEG_5947	NA
MSMEG_5948	NA
MSMEG_5949	NA
MSMEG_5950	NA
MSMEG_5951	NA
MSMEG_5952	7.3000
MSMEG_5953	NA
MSMEG_5954	NA
MSMEG_5955	NA
MSMEG_5956	13.8000
MSMEG_5957	NA
MSMEG_5958	NA
MSMEG_5959	6.3000
MSMEG_5960	NA
MSMEG_5961	NA
MSMEG_5962	8.7000
MSMEG_5963	NA
MSMEG_5964	NA
MSMEG_5965	NA
MSMEG_5966	NA
MSMEG_5967	11.1000
MSMEG_5968	9.9300
MSMEG_5969	3.1000
MSMEG_5970	10.5000
MSMEG_5971	6.7300
MSMEG_5972	NA
MSMEG_5973	NA
MSMEG_5974	NA
MSMEG_5975	NA
MSMEG_5976	7.7000
MSMEG_5977	NA
MSMEG_5978	NA
MSMEG_5979	NA
MSMEG_5980	NA
MSMEG_5981	11.0000
MSMEG_5982	NA
MSMEG_5983	NA
MSMEG_5984	NA
MSMEG_5985	NA
MSMEG_5986	NA
MSMEG_5987	NA
MSMEG_5988	8.7000
MSMEG_5989	15.4000
MSMEG_5990	NA
MSMEG_5991	NA
MSMEG_5992	NA
MSMEG_5993	NA
MSMEG_5994	NA
MSMEG_5995	3.9000
MSMEG_5996	5.6000
MSMEG_5997	7.5000
MSMEG_5998	NA
MSMEG_5999	NA
MSMEG_6000	0.0000
MSMEG_6001	4.9000
MSMEG_6002	NA
MSMEG_6003	NA
MSMEG_6004	NA
MSMEG_6005	NA
MSMEG_6006	11.2000
MSMEG_6008	NA
MSMEG_6009	5.0000
MSMEG_6010	7.3000
MSMEG_6011	NA
MSMEG_6012	0.0000
MSMEG_6014	NA
MSMEG_6015	NA
MSMEG_6016	NA
MSMEG_6017	NA
MSMEG_6018	4.7000
MSMEG_6019	13.7000
MSMEG_6020	9.7000
MSMEG_6021	9.8000
MSMEG_6022	10.3600
MSMEG_6023	NA
MSMEG_6024	8.8900
MSMEG_6025	NA
MSMEG_6026	NA
MSMEG_6027	11.5000
MSMEG_6028	NA
MSMEG_6029	NA
MSMEG_6030	NA
MSMEG_6031	10.3000
MSMEG_6032	17.4000
MSMEG_6033	7.5000
MSMEG_6034	NA
MSMEG_6035	NA
MSMEG_6036	NA
MSMEG_6037	NA
MSMEG_6038	10.0000
MSMEG_6039	9.5000
MSMEG_6040	15.4000
MSMEG_6041	NA
MSMEG_6042	11.2000
MSMEG_6043	1.2000
MSMEG_6044	NA
MSMEG_6045	NA
MSMEG_6046	NA
MSMEG_6047	NA
MSMEG_6048	NA
MSMEG_6049	NA
MSMEG_6050	NA
MSMEG_6052	NA
MSMEG_6053	9.0000
MSMEG_6054	9.4000
MSMEG_6055	NA
MSMEG_6057	NA
MSMEG_6058	NA
MSMEG_6059	8.7000
MSMEG_6060	12.0000
MSMEG_6061	NA
MSMEG_6062	NA
MSMEG_6063	NA
MSMEG_6064	8.9000
MSMEG_6065	NA
MSMEG_6066	NA
MSMEG_6067	NA
MSMEG_6068	10.1000
MSMEG_6069	NA
MSMEG_6070	NA
MSMEG_6071	NA
MSMEG_6072	NA
MSMEG_6073	4.9600
MSMEG_6074	10.2000
MSMEG_6075	NA
MSMEG_6076	25.2000
MSMEG_6077	6.5300
MSMEG_6078	8.2100
MSMEG_6079	9.0000
MSMEG_6080	14.6000
MSMEG_6081	1.2000
MSMEG_6082	4.2000
MSMEG_6083	7.4000
MSMEG_6085	4.6000
MSMEG_6086	1.6000
MSMEG_6087	NA
MSMEG_6088	NA
MSMEG_6089	NA
MSMEG_6090	7.1000
MSMEG_6091	4.2600
MSMEG_6092	8.9000
MSMEG_6093	NA
MSMEG_6094	4.4000
MSMEG_6095	NA
MSMEG_6096	NA
MSMEG_6097	NA
MSMEG_6098	11.7000
MSMEG_6099	NA
MSMEG_6100	NA
MSMEG_6101	NA
MSMEG_6102	NA
MSMEG_6103	NA
MSMEG_6104	10.4000
MSMEG_6105	6.9000
MSMEG_6106	11.1000
MSMEG_6107	NA
MSMEG_6108	NA
MSMEG_6109	NA
MSMEG_6110	NA
MSMEG_6111	NA
MSMEG_6112	14.3000
MSMEG_6113	5.6000
MSMEG_6114	11.5000
MSMEG_6115	NA
MSMEG_6116	NA
MSMEG_6117	NA
MSMEG_6118	NA
MSMEG_6119	NA
MSMEG_6120	NA
MSMEG_6121	NA
MSMEG_6122	NA
MSMEG_6123	NA
MSMEG_6124	NA
MSMEG_6125	5.5000
MSMEG_6126	NA
MSMEG_6127	NA
MSMEG_6128	NA
MSMEG_6129	NA
MSMEG_6130	NA
MSMEG_6131	6.5000
MSMEG_6132	NA
MSMEG_6133	NA
MSMEG_6134	NA
MSMEG_6135	8.5000
MSMEG_6136	4.2000
MSMEG_6137	9.4000
MSMEG_6138	NA
MSMEG_6139	NA
MSMEG_6140	NA
MSMEG_6141	9.2000
MSMEG_6142	NA
MSMEG_6143	2.9000
MSMEG_6144	1.9000
MSMEG_6145	9.2000
MSMEG_6146	NA
MSMEG_6147	NA
MSMEG_6148	12.9000
MSMEG_6149	7.7000
MSMEG_6150	1.8000
MSMEG_6151	NA
MSMEG_6153	NA
MSMEG_6154	2.3000
MSMEG_6155	NA
MSMEG_6156	7.7000
MSMEG_6157	11.8000
MSMEG_6158	NA
MSMEG_6159	6.9000
MSMEG_6160	12.1000
MSMEG_6161	NA
MSMEG_6162	7.7000
MSMEG_6163	NA
MSMEG_6164	NA
MSMEG_6165	NA
MSMEG_6166	NA
MSMEG_6167	NA
MSMEG_6168	NA
MSMEG_6169	NA
MSMEG_6170	NA
MSMEG_6171	21.1000
MSMEG_6172	NA
MSMEG_6173	NA
MSMEG_6174	9.5000
MSMEG_6175	NA
MSMEG_6176	NA
MSMEG_6177	NA
MSMEG_6178	NA
MSMEG_6179	NA
MSMEG_6180	13.1000
MSMEG_6181	NA
MSMEG_6182	10.0000
MSMEG_6183	NA
MSMEG_6184	NA
MSMEG_6185	11.9600
MSMEG_6186	NA
MSMEG_6187	10.9000
MSMEG_6188	4.0000
MSMEG_6189	NA
MSMEG_6190	NA
MSMEG_6191	NA
MSMEG_6192	5.3000
MSMEG_6193	3.9000
MSMEG_6194	NA
MSMEG_6195	NA
MSMEG_6196	NA
MSMEG_6197	NA
MSMEG_6198	11.2000
MSMEG_6199	8.6000
MSMEG_6200	NA
MSMEG_6201	8.9000
MSMEG_6202	6.8000
MSMEG_6203	NA
MSMEG_6205	NA
MSMEG_6206	NA
MSMEG_6207	NA
MSMEG_6208	12.4000
MSMEG_6209	7.8000
MSMEG_6210	NA
MSMEG_6211	3.7000
MSMEG_6212	NA
MSMEG_6213	NA
MSMEG_6214	2.0000
MSMEG_6215	NA
MSMEG_6216	NA
MSMEG_6217	NA
MSMEG_6218	NA
MSMEG_6219	13.1000
MSMEG_6220	NA
MSMEG_6221	14.4000
MSMEG_6222	NA
MSMEG_6223	NA
MSMEG_6224	8.1000
MSMEG_6225	NA
MSMEG_6226	5.3000
MSMEG_6227	7.2000
MSMEG_6228	12.9000
MSMEG_6229	13.3000
MSMEG_6230	NA
MSMEG_6231	NA
MSMEG_6232	NA
MSMEG_6233	NA
MSMEG_6234	5.4000
MSMEG_6235	NA
MSMEG_6236	NA
MSMEG_6237	10.4000
MSMEG_6238	NA
MSMEG_6239	12.6000
MSMEG_6240	20.4000
MSMEG_6241	11.4000
MSMEG_6242	6.9000
MSMEG_6243	8.6000
MSMEG_6244	NA
MSMEG_6245	7.0000
MSMEG_6246	NA
MSMEG_6247	NA
MSMEG_6248	NA
MSMEG_6249	NA
MSMEG_6250	9.6000
MSMEG_6251	NA
MSMEG_6252	NA
MSMEG_6253	1.3000
MSMEG_6254	11.7000
MSMEG_6255	NA
MSMEG_6256	NA
MSMEG_6257	4.5000
MSMEG_6258	12.9000
MSMEG_6259	6.8000
MSMEG_6260	NA
MSMEG_6261	NA
MSMEG_6262	NA
MSMEG_6263	NA
MSMEG_6264	NA
MSMEG_6265	NA
MSMEG_6266	3.6000
MSMEG_6267	NA
MSMEG_6268	NA
MSMEG_6269	NA
MSMEG_6270	23.4000
MSMEG_6271	2.2000
MSMEG_6272	NA
MSMEG_6273	NA
MSMEG_6274	NA
MSMEG_6275	7.8000
MSMEG_6276	0.0000
MSMEG_6277	NA
MSMEG_6278	NA
MSMEG_6279	NA
MSMEG_6280	11.4000
MSMEG_6281	NA
MSMEG_6282	3.4000
MSMEG_6283	12.3000
MSMEG_6284	4.7000
MSMEG_6285	4.6000
MSMEG_6286	12.5000
MSMEG_6288	NA
MSMEG_6289	NA
MSMEG_6290	5.7000
MSMEG_6291	8.2000
MSMEG_6292	NA
MSMEG_6293	11.6000
MSMEG_6294	1.3000
MSMEG_6295	NA
MSMEG_6296	NA
MSMEG_6297	NA
MSMEG_6298	NA
MSMEG_6299	NA
MSMEG_6300	7.4900
MSMEG_6301	NA
MSMEG_6302	NA
MSMEG_6303	9.3000
MSMEG_6304	NA
MSMEG_6305	NA
MSMEG_6306	3.1000
MSMEG_6307	4.3000
MSMEG_6308	NA
MSMEG_6309	NA
MSMEG_6310	NA
MSMEG_6311	NA
MSMEG_6312	NA
MSMEG_6313	8.0000
MSMEG_6314	7.7000
MSMEG_6315	7.2000
MSMEG_6316	12.4000
MSMEG_6317	5.5000
MSMEG_6318	NA
MSMEG_6319	NA
MSMEG_6320	NA
MSMEG_6321	NA
MSMEG_6322	NA
MSMEG_6323	NA
MSMEG_6324	NA
MSMEG_6325	NA
MSMEG_6327	NA
MSMEG_6328	1.7000
MSMEG_6329	1.2000
MSMEG_6330	1.0000
MSMEG_6331	NA
MSMEG_6332	NA
MSMEG_6333	NA
MSMEG_6334	8.1000
MSMEG_6335	NA
MSMEG_6336	5.7000
MSMEG_6337	4.1000
MSMEG_6338	0.5000
MSMEG_6339	NA
MSMEG_6340	10.5000
MSMEG_6341	NA
MSMEG_6342	NA
MSMEG_6343	7.4000
MSMEG_6344	15.4300
MSMEG_6345	8.2000
MSMEG_6346	5.6000
MSMEG_6347	NA
MSMEG_6348	4.8000
MSMEG_6351	5.0000
MSMEG_6352	12.9000
MSMEG_6353	9.6000
MSMEG_6354	8.3000
MSMEG_6355	NA
MSMEG_6356	16.0000
MSMEG_6357	NA
MSMEG_6358	8.2000
MSMEG_6359	NA
MSMEG_6361	0.0000
MSMEG_6362	0.4000
MSMEG_6363	8.2000
MSMEG_6365	6.3000
MSMEG_6366	NA
MSMEG_6367	NA
MSMEG_6368	6.5000
MSMEG_6369	7.7000
MSMEG_6370	0.0000
MSMEG_6371	NA
MSMEG_6372	2.1000
MSMEG_6373	NA
MSMEG_6374	NA
MSMEG_6375	NA
MSMEG_6376	NA
MSMEG_6377	NA
MSMEG_6378	NA
MSMEG_6379	6.7000
MSMEG_6380	9.8000
MSMEG_6381	13.0000
MSMEG_6382	NA
MSMEG_6383	13.5000
MSMEG_6384	NA
MSMEG_6385	12.5000
MSMEG_6386	14.2000
MSMEG_6387	8.9000
MSMEG_6388	2.5000
MSMEG_6389	NA
MSMEG_6390	10.0000
MSMEG_6391	5.7000
MSMEG_6392	NA
MSMEG_6393	9.4000
MSMEG_6394	7.3000
MSMEG_6395	3.2000
MSMEG_6396	NA
MSMEG_6397	NA
MSMEG_6398	6.3000
MSMEG_6399	9.9000
MSMEG_6400	NA
MSMEG_6401	6.7000
MSMEG_6402	NA
MSMEG_6403	NA
MSMEG_6404	NA
MSMEG_6405	6.1000
MSMEG_6406	8.2000
MSMEG_6407	NA
MSMEG_6408	13.4300
MSMEG_6409	6.0000
MSMEG_6410	12.6000
MSMEG_6411	11.6600
MSMEG_6412	NA
MSMEG_6413	8.8000
MSMEG_6414	12.4000
MSMEG_6415	NA
MSMEG_6416	14.4000
MSMEG_6417	NA
MSMEG_6418	9.8000
MSMEG_6419	8.3000
MSMEG_6420	7.8000
MSMEG_6421	NA
MSMEG_6422	4.6000
MSMEG_6423	NA
MSMEG_6424	NA
MSMEG_6425	NA
MSMEG_6426	10.1000
MSMEG_6427	7.4000
MSMEG_6428	13.0000
MSMEG_6429	NA
MSMEG_6430	15.8000
MSMEG_6431	NA
MSMEG_6432	12.7000
MSMEG_6433	17.9000
MSMEG_6434	10.4000
MSMEG_6435	NA
MSMEG_6436	NA
MSMEG_6437	NA
MSMEG_6438	7.2000
MSMEG_6439	2.1000
MSMEG_6440	0.0000
MSMEG_6441	2.5000
MSMEG_6442	NA
MSMEG_6443	NA
MSMEG_6444	NA
MSMEG_6445	NA
MSMEG_6446	14.6000
MSMEG_6447	9.0000
MSMEG_6448	NA
MSMEG_6449	NA
MSMEG_6450	NA
MSMEG_6451	7.2000
MSMEG_6452	6.9000
MSMEG_6453	NA
MSMEG_6454	3.9000
MSMEG_6455	NA
MSMEG_6456	6.6000
MSMEG_6457	12.0000
MSMEG_6458	NA
MSMEG_6459	NA
MSMEG_6460	NA
MSMEG_6461	NA
MSMEG_6462	NA
MSMEG_6463	NA
MSMEG_6464	8.2000
MSMEG_6465	16.4000
MSMEG_6466	NA
MSMEG_6467	NA
MSMEG_6468	1.4000
MSMEG_6469	NA
MSMEG_6470	NA
MSMEG_6471	NA
MSMEG_6472	NA
MSMEG_6473	NA
MSMEG_6474	NA
MSMEG_6475	4.7000
MSMEG_6476	NA
MSMEG_6477	5.1000
MSMEG_6478	NA
MSMEG_6479	13.1000
MSMEG_6480	13.4000
MSMEG_6481	12.1000
MSMEG_6482	NA
MSMEG_6483	NA
MSMEG_6484	8.9000
MSMEG_6485	5.9000
MSMEG_6486	NA
MSMEG_6487	18.8000
MSMEG_6488	NA
MSMEG_6489	NA
MSMEG_6490	NA
MSMEG_6491	NA
MSMEG_6492	NA
MSMEG_6493	NA
MSMEG_6494	NA
MSMEG_6495	NA
MSMEG_6496	NA
MSMEG_6497	11.7000
MSMEG_6498	5.0000
MSMEG_6499	9.6000
MSMEG_6500	NA
MSMEG_6501	NA
MSMEG_6502	0.4000
MSMEG_6503	4.9000
MSMEG_6504	NA
MSMEG_6505	NA
MSMEG_6506	NA
MSMEG_6507	4.0000
MSMEG_6508	12.9000
MSMEG_6509	NA
MSMEG_6510	NA
MSMEG_6511	11.5000
MSMEG_6512	NA
MSMEG_6513	NA
MSMEG_6514	NA
MSMEG_6515	NA
MSMEG_6516	NA
MSMEG_6517	NA
MSMEG_6518	15.7000
MSMEG_6519	13.3000
MSMEG_6520	9.5000
MSMEG_6521	NA
MSMEG_6522	NA
MSMEG_6523	NA
MSMEG_6524	5.6000
MSMEG_6525	NA
MSMEG_6526	7.6000
MSMEG_6527	NA
MSMEG_6528	13.5000
MSMEG_6529	NA
MSMEG_6530	NA
MSMEG_6531	NA
MSMEG_6532	NA
MSMEG_6533	NA
MSMEG_6534	NA
MSMEG_6535	3.3300
MSMEG_6536	NA
MSMEG_6537	NA
MSMEG_6538	6.3000
MSMEG_6539	NA
MSMEG_6540	14.7000
MSMEG_6541	5.6000
MSMEG_6542	NA
MSMEG_6544	15.5000
MSMEG_6545	NA
MSMEG_6546	3.1000
MSMEG_6547	5.6000
MSMEG_6548	NA
MSMEG_6549	NA
MSMEG_6550	NA
MSMEG_6551	NA
MSMEG_6552	6.7000
MSMEG_6553	NA
MSMEG_6554	NA
MSMEG_6555	8.9000
MSMEG_6556	NA
MSMEG_6557	1.6000
MSMEG_6558	NA
MSMEG_6559	11.5000
MSMEG_6560	NA
MSMEG_6561	NA
MSMEG_6562	NA
MSMEG_6563	5.8600
MSMEG_6564	NA
MSMEG_6565	NA
MSMEG_6566	15.3000
MSMEG_6567	NA
MSMEG_6568	13.7000
MSMEG_6569	NA
MSMEG_6570	NA
MSMEG_6571	7.1000
MSMEG_6572	NA
MSMEG_6573	NA
MSMEG_6574	1.8000
MSMEG_6575	NA
MSMEG_6576	NA
MSMEG_6577	5.7000
MSMEG_6578	NA
MSMEG_6579	0.8600
MSMEG_6580	5.5000
MSMEG_6581	8.2800
MSMEG_6582	NA
MSMEG_6583	5.1000
MSMEG_6584	3.5000
MSMEG_6585	NA
MSMEG_6586	NA
MSMEG_6587	9.8800
MSMEG_6588	10.2000
MSMEG_6589	NA
MSMEG_6590	NA
MSMEG_6591	NA
MSMEG_6592	NA
MSMEG_6593	NA
MSMEG_6594	NA
MSMEG_6595	NA
MSMEG_6596	11.8000
MSMEG_6597	NA
MSMEG_6598	4.7000
MSMEG_6600	NA
MSMEG_6601	NA
MSMEG_6602	NA
MSMEG_6603	14.7000
MSMEG_6604	4.4000
MSMEG_6605	5.7000
MSMEG_6606	NA
MSMEG_6607	NA
MSMEG_6608	NA
MSMEG_6609	NA
MSMEG_6610	NA
MSMEG_6611	NA
MSMEG_6612	NA
MSMEG_6613	NA
MSMEG_6614	NA
MSMEG_6615	NA
MSMEG_6616	NA
MSMEG_6617	1.6000
MSMEG_6618	NA
MSMEG_6620	11.8000
MSMEG_6621	NA
MSMEG_6622	NA
MSMEG_6623	NA
MSMEG_6624	NA
MSMEG_6625	NA
MSMEG_6626	NA
MSMEG_6627	1.5000
MSMEG_6628	NA
MSMEG_6629	NA
MSMEG_6630	10.4000
MSMEG_6631	NA
MSMEG_6632	NA
MSMEG_6633	NA
MSMEG_6634	9.6000
MSMEG_6635	20.5000
MSMEG_6636	6.8000
MSMEG_6637	7.8000
MSMEG_6638	11.9300
MSMEG_6639	3.0000
MSMEG_6640	11.8000
MSMEG_6641	NA
MSMEG_6642	9.8000
MSMEG_6643	7.9000
MSMEG_6644	NA
MSMEG_6645	NA
MSMEG_6646	NA
MSMEG_6647	NA
MSMEG_6648	NA
MSMEG_6649	11.6000
MSMEG_6650	9.4200
MSMEG_6651	NA
MSMEG_6652	NA
MSMEG_6654	7.6000
MSMEG_6655	NA
MSMEG_6656	NA
MSMEG_6657	NA
MSMEG_6658	NA
MSMEG_6659	NA
MSMEG_6660	7.0000
MSMEG_6661	8.4000
MSMEG_6662	NA
MSMEG_6663	11.4300
MSMEG_6664	NA
MSMEG_6665	NA
MSMEG_6666	4.8000
MSMEG_6667	NA
MSMEG_6668	NA
MSMEG_6669	NA
MSMEG_6670	NA
MSMEG_6671	NA
MSMEG_6672	NA
MSMEG_6673	NA
MSMEG_6674	NA
MSMEG_6675	NA
MSMEG_6676	NA
MSMEG_6677	NA
MSMEG_6678	12.4000
MSMEG_6679	NA
MSMEG_6680	NA
MSMEG_6681	NA
MSMEG_6682	NA
MSMEG_6683	NA
MSMEG_6684	NA
MSMEG_6685	0.9000
MSMEG_6686	2.0000
MSMEG_6687	NA
MSMEG_6688	NA
MSMEG_6689	NA
MSMEG_6690	14.6000
MSMEG_6691	NA
MSMEG_6692	NA
MSMEG_6693	NA
MSMEG_6694	NA
MSMEG_6695	NA
MSMEG_6696	NA
MSMEG_6697	NA
MSMEG_6698	13.4000
MSMEG_6699	NA
MSMEG_6700	11.2000
MSMEG_6701	NA
MSMEG_6702	NA
MSMEG_6703	NA
MSMEG_6704	NA
MSMEG_6705	NA
MSMEG_6706	NA
MSMEG_6707	NA
MSMEG_6708	NA
MSMEG_6709	NA
MSMEG_6710	NA
MSMEG_6711	NA
MSMEG_6712	NA
MSMEG_6713	NA
MSMEG_6714	NA
MSMEG_6715	NA
MSMEG_6716	NA
MSMEG_6717	NA
MSMEG_6718	NA
MSMEG_6719	NA
MSMEG_6720	NA
MSMEG_6721	NA
MSMEG_6722	NA
MSMEG_6723	NA
MSMEG_6724	NA
MSMEG_6725	NA
MSMEG_6726	6.1000
MSMEG_6727	4.2000
MSMEG_6728	NA
MSMEG_6729	10.9000
MSMEG_6730	6.5000
